Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
13.176319,1.202343,-1.486628,1.143196
13.281101,-0.525593,0.208320,-1.799391
13.385886,-1.352874,0.380560,-0.628080
13.490668,-0.454153,-0.682610,-0.482720
13.595452,-0.462968,0.780637,1.207624
13.700235,1.173163,-0.844136,1.420411
13.805019,-1.681200,0.121826,-0.699374
13.909802,-0.652215,0.496691,-1.012014
14.014586,0.389545,0.056361,-1.087325
14.119369,-0.508904,0.252166,2.370281
14.224153,0.259685,-0.984314,-0.025513
14.328935,-0.406330,-0.060195,-1.216554
14.433720,-0.726374,1.216069,-2.156820
14.538502,-1.159791,-0.486498,0.491777
14.643287,-0.289593,-1.200669,0.912750
14.748069,1.171849,1.013180,-1.493998
14.852854,0.764046,0.392995,-0.673220
14.957636,-0.054934,-1.133811,1.495331
15.062421,-1.632588,0.640136,-0.286485
15.167203,0.414822,-0.536305,4.064553
15.271988,-1.060743,-1.078768,-1.542474
15.376770,-0.102297,0.975419,-2.295102
15.481555,-0.602189,0.336317,0.250007
15.586337,1.326055,0.664887,0.065576
15.691122,0.155440,-1.619875,1.603612
15.795904,-0.677940,0.652153,0.883595
15.900689,0.406646,-0.475379,0.116920
16.005471,-0.469296,0.013133,-1.855985
16.110256,0.247359,-0.080613,-2.906276
16.215038,-1.399159,0.913023,3.370340
16.319823,0.800568,-2.309952,0.560052
16.424606,-0.510066,-0.060293,-0.123314
16.529390,-1.864502,2.377007,2.453457
16.634173,2.709804,-2.301399,-1.105727
16.738957,-2.091340,-0.311402,-0.533731
16.843740,0.021347,1.508042,-0.232048
16.948524,0.204917,-1.922229,-0.731825
17.053307,-0.388560,1.168039,0.172392
17.158091,-0.197136,-0.110658,0.132787
17.262874,0.558297,-1.187726,0.989691
17.367659,-0.818796,0.133508,-0.849321
17.472441,-1.042890,0.783740,-0.281410
17.577226,0.006041,0.017785,1.322047
17.682009,1.122707,-0.278947,-0.317714
17.786793,0.259433,-0.312883,-1.797085
17.891576,-0.544378,1.554413,1.317268
17.996360,-0.441107,-1.230655,1.716157
18.101143,0.298540,-1.161759,-0.786851
18.205928,-0.017747,0.395243,0.431028
18.310710,-1.358390,0.496134,-0.556402
18.415495,0.382408,-0.362552,0.072147
18.520278,-0.248678,-0.163809,-0.533517
18.625062,-1.632879,0.143145,0.488279
18.729845,0.584473,-0.644486,1.044923
18.834630,-1.119236,0.607868,-0.239141
18.939412,0.400865,-0.452981,0.238553
19.044197,-0.425797,0.843417,2.181366
19.148980,1.760508,0.099704,-1.775548
19.253764,-0.132604,-1.545873,-0.585767
19.358547,-0.452663,1.455525,1.509235
19.463332,0.588939,-1.145721,0.060891
19.568115,-0.578738,-1.201270,0.251347
19.672899,-1.510586,0.379978,2.516916
19.777682,0.764883,0.236774,-2.643469
19.882467,2.739889,0.112915,0.000306
19.987249,-1.209111,-0.250005,1.334313
20.092034,-0.900287,-0.607350,-2.192312
20.196817,-1.993271,-1.020881,1.393174
20.301602,-0.478019,0.907041,0.750360
20.406384,0.871253,-1.431710,-2.287798
20.511169,0.807095,0.726973,0.919393
20.615952,0.070790,0.491007,0.517261
20.720737,-1.277386,-0.695540,-1.169143
20.825520,-1.046353,-0.377072,2.165573
20.930304,-0.590594,0.529679,0.625122
21.035087,0.307942,-0.752454,0.007693
21.139872,-0.098725,1.083236,1.771946
21.244655,1.176772,-0.549461,-0.464980
21.349440,-0.509000,-0.507524,1.226628
21.454223,-0.641381,-0.112698,1.032059
21.559007,-0.968551,-0.045242,0.152725
21.663790,0.066725,-0.191567,0.572026
21.768575,0.485760,0.117423,0.253025
21.873358,-0.402495,-0.209076,0.008348
21.978143,-0.536516,-0.582494,1.473620
22.082926,-1.386587,0.385379,-2.138648
22.187711,0.785674,-0.276742,1.112094
22.292494,-0.118616,0.277037,1.364106
22.397278,-1.061842,-0.889668,0.484155
22.502061,0.348191,0.072129,1.258154
22.606846,0.180192,0.304270,-0.099070
22.711629,0.574020,-0.248473,0.424820
22.816414,2.096732,0.122875,-0.744341
22.921197,1.182216,-0.549534,1.344536
23.025982,1.117362,0.394276,1.073661
23.130765,0.819183,0.381040,1.194574
23.235550,1.474336,0.311627,-0.757692
23.340333,0.425247,-1.402484,1.862542
23.445118,-0.198445,0.078434,-0.355182
23.549901,2.279372,1.027707,0.947346
23.654686,1.587364,-0.536140,1.743849
23.759469,1.603502,0.487511,0.454210
23.864254,2.013100,0.747577,1.228223
23.969037,1.090881,-2.440514,-2.972958
24.073822,3.774707,-5.158513,6.158576
24.178605,1.016750,4.664880,-7.043426
24.283390,0.861813,-2.735450,6.579782
24.388173,5.237998,-5.997285,2.200260
24.492958,3.259944,0.516537,-0.653934
24.597741,0.308071,-1.884242,2.802839
24.702526,-0.771594,0.142795,0.767016
24.807310,0.078643,0.992866,0.969512
24.912095,0.337527,-1.901191,2.097959
25.016878,1.425110,-0.593947,-2.625071
25.121663,1.526249,1.570723,0.765405
25.226446,3.728395,-0.168012,0.097605
25.331231,2.356070,0.643776,1.046881
25.436014,1.853768,-0.037874,1.259153
25.540799,1.185949,-0.073204,1.405724
25.645583,1.062319,-0.214074,2.894252
25.750368,-0.142825,0.503021,-2.293458
25.855151,0.107158,0.974754,-0.562627
25.959936,-1.062366,-1.401944,0.606822
26.064719,-2.131248,-0.064826,1.659216
26.169504,0.325266,-0.566051,-0.519552
26.274288,0.417436,-0.088989,-0.097309
26.379073,0.906601,0.903660,1.299367
26.483856,-0.043461,-0.244147,-1.702517
26.588641,-0.139272,0.335337,1.992734
26.693425,2.990017,-0.845914,-1.500527
26.798210,-1.941179,0.580798,2.743418
26.902993,-0.205681,-0.958068,1.030256
27.007778,-0.698364,0.037969,0.062482
27.112561,1.335466,0.153392,-0.085082
27.217347,0.006889,-0.471447,0.000012
27.322130,-0.213092,0.290547,2.390429
27.426915,-1.435185,-0.600077,0.580001
27.531698,0.132335,-0.693080,-1.516404
27.636484,0.231657,0.564549,-0.745368
27.741267,-0.698291,-0.148874,1.463550
27.846052,0.653860,0.055469,0.951088
27.950836,-0.008919,-0.032832,-0.190453
28.055621,-0.253425,-0.953803,-0.072083
28.160404,-0.425663,1.076120,0.207571
28.265189,1.517868,-0.087612,1.643082
28.369973,0.057783,-0.934812,0.034390
28.474758,-0.340874,-0.295179,0.215836
28.579541,-2.011143,-0.007651,1.376303
28.684327,0.094271,-0.431918,-0.845698
28.789110,-1.236326,0.555045,1.565029
28.893895,-0.369792,0.192455,0.088473
28.998679,0.560804,-0.962671,1.356681
29.103464,-1.784563,0.228449,0.313652
29.208247,0.207742,-0.817416,-0.015931
29.313033,-0.290314,0.945779,1.005679
29.417816,1.101387,-0.473342,-0.375870
29.522601,0.938078,0.717606,0.801852
29.627385,-1.649674,-1.530060,1.395349
29.732170,-0.835397,0.069512,0.587538
29.836953,0.290791,0.277972,1.223199
29.941739,-0.336044,-0.757696,-0.989098
30.046522,-0.311354,0.980668,0.216001
30.151307,0.274687,-0.300068,1.718994
30.256091,0.615068,-0.901554,-0.024474
30.360876,-0.644511,0.374134,1.962142
30.465660,-2.116312,-1.346638,0.927216
30.570445,0.108929,0.553691,-0.567056
30.675229,-0.221203,0.177334,1.649803
30.780014,0.202448,-0.517713,0.352821
30.884797,-0.158387,-0.118877,-0.059300
30.989583,-0.316364,0.228050,0.555536
31.094366,-0.004637,-0.984547,2.231978
31.199151,0.077551,0.342800,-0.709489
31.303935,-0.514207,-1.006274,0.175728
31.408720,-1.870242,0.262542,0.630546
31.513504,-0.128333,0.253642,2.526581
31.618289,0.042984,0.025137,0.668462
31.723073,-0.115026,0.648991,0.590662
31.827858,-0.473413,-0.005868,1.757793
31.932641,0.763985,-0.934117,-1.456709
32.037427,0.167742,-1.021507,0.821102
32.142210,0.198153,-1.246603,0.370885
32.246996,-1.074756,-1.815412,-0.094364
32.351779,0.521014,1.544723,2.679368
32.456565,-0.421232,0.016158,0.362903
32.561348,1.235260,-0.180879,-0.321069
32.666133,-0.611815,1.503629,0.773032
32.770917,-0.707762,-0.815336,0.207941
32.875702,-0.310829,-0.186971,0.941752
32.980486,0.705303,-0.563088,0.506991
33.085271,-0.676530,-0.043226,0.519271
33.190055,0.268904,0.394979,0.895164
33.294840,0.873331,-0.778748,0.622294
33.399624,-0.434955,0.401827,0.275254
33.504409,-0.767646,-0.250035,1.067586
33.609193,-0.498904,-1.289812,1.216240
33.713978,-0.641791,0.152605,-0.153357
33.818762,0.416372,0.561232,1.195054
33.923547,0.960539,-0.962434,-0.056051
34.028331,-1.446594,0.503906,0.508329
34.133116,0.364061,-0.254495,-0.044866
34.237900,-2.156509,-1.116606,3.091322
34.342685,-0.699984,0.118587,-0.503061
34.447469,0.006838,-0.079849,2.109316
34.552254,1.034338,-0.352820,-0.685899
34.657038,0.239703,0.227460,-0.336616
34.761823,-0.122743,-1.864527,-0.372972
34.866607,-0.668904,1.862695,4.798721
34.971392,-0.130601,-0.805685,-2.666894
35.076176,-0.891660,-1.238337,1.094375
35.180961,0.308831,1.311748,-0.517182
35.285745,-1.659604,-1.083635,4.107717
35.390530,-1.354400,0.344546,0.536646
35.495314,-0.206355,-1.606587,-1.812248
35.600100,-0.245019,1.328045,0.276805
35.704883,-0.447111,-0.408480,3.513939
35.809669,-0.512530,0.068612,-2.619939
35.914452,0.950592,-0.113215,0.462687
36.019238,-0.352461,-0.783222,2.476946
36.124022,-1.210554,0.094191,0.176079
36.228807,-1.027237,-0.365732,0.552420
36.333591,0.899715,-0.633150,-0.008070
36.438376,-1.220211,0.710418,0.252621
36.543160,-0.893164,0.094531,-0.022737
36.647945,0.065562,-0.203438,2.395194
36.752729,-0.830928,-1.375203,1.774300
36.857514,-0.867674,0.640166,-0.354620
36.962298,-0.571818,-1.100164,-1.701874
37.067084,-0.218374,1.801526,1.430081
37.171867,0.398256,-1.874625,1.829760
37.276653,0.277624,1.073555,1.311334
37.381437,-0.032653,-0.306485,-0.850947
37.486222,-0.429156,-1.027144,1.171386
37.591006,-1.229607,0.176181,0.024748
37.695791,-0.476050,-1.244916,1.316787
37.800575,0.278159,0.044150,1.233763
37.905361,-1.440655,-0.428347,0.681987
38.010145,-0.113292,-0.915716,0.475262
38.114930,-1.486074,0.217303,0.333881
38.219714,-1.049971,-0.157287,1.355178
38.324499,0.040636,0.188589,0.157900
38.429283,0.476692,-0.113665,-0.025207
38.534069,-1.192222,-0.146101,-0.430996
38.638853,-1.858474,-1.005225,2.890246
38.743638,1.100163,0.235724,-0.495168
38.848422,0.317113,0.297822,-0.092348
38.953207,-2.906922,-0.089503,1.332902
39.057991,-1.012719,-0.841461,1.884179
39.162777,1.528766,-0.082058,-1.050212
39.267561,-0.016589,0.440838,0.956434
39.372346,-0.552447,-0.208745,1.036310
39.477130,-0.467647,-1.539276,1.183943
39.581915,0.332650,0.421283,-1.169900
39.686699,-1.261052,-0.280863,0.438478
39.791485,-0.441653,-0.008295,2.384690
39.896269,0.510094,0.274675,-0.106601
40.001054,1.355337,-0.406110,-1.415779
40.105838,-1.316816,-0.010859,-0.361027
40.210624,-1.856843,-0.876323,3.780060
40.315407,-0.232955,-0.044243,-2.526069
40.420193,-0.863590,0.012934,3.543073
40.524977,0.535930,-0.544332,-3.181859
40.629762,-0.502085,0.797952,1.879158
40.734546,-0.447893,-1.397943,2.002427
40.839332,-0.968777,1.305563,1.245632
40.944116,0.978100,-0.484294,0.501178
41.048901,0.025235,-0.618770,-0.903674
41.153685,-1.368182,1.566617,-0.253547
41.258471,-0.288443,-0.930670,3.231652
41.363254,-1.292298,-1.151480,0.734933
41.468040,-0.369155,-0.568536,1.408617
41.572824,-1.165338,1.923581,-0.904445
41.677610,-0.801585,-2.184702,-0.917498
41.782393,-0.664913,0.432513,1.418486
41.887179,-0.965515,-0.462605,0.610411
41.991963,-0.197079,-0.719079,2.862136
42.096748,-0.947915,0.893548,-0.163650
42.201532,0.810316,-0.735153,0.642085
42.306318,-0.111589,0.112463,1.019668
42.411102,0.242317,-0.574601,-0.427132
42.515887,-1.257254,0.148073,0.557115
42.620671,-0.285893,-0.284059,1.083414
42.725457,-0.756976,-1.482077,0.438159
42.830241,-1.540148,1.521309,1.011145
42.935026,0.605147,-1.118495,1.128928
43.039810,-1.091824,0.331694,-0.276590
43.144596,0.472739,0.302546,0.173846
43.249380,-0.383014,-1.882378,2.710662
43.354165,-0.389624,1.221634,-0.197209
43.458949,-0.290794,1.024539,0.723506
43.563735,-0.725853,-1.351510,1.381208
43.668519,-0.991031,0.045476,0.186687
43.773305,-0.635082,-1.054579,1.913833
43.878089,-0.958102,-1.261121,0.198807
43.982874,0.252314,0.051040,-0.965631
44.087658,-0.411355,-0.381052,-1.282680
44.192444,0.518261,-0.496946,0.839055
44.297228,-0.191850,0.551777,2.783780
44.402013,-0.333761,0.290542,1.004910
44.506797,-0.471968,-0.760269,0.196633
44.611583,-0.832645,0.837889,0.903188
44.716367,-1.060419,-1.476741,0.333193
44.821153,-0.116164,1.662432,-1.146442
44.925937,-0.289675,-0.471896,2.294339
45.030722,-0.738540,-1.473852,1.261127
45.135506,0.565964,0.268208,-1.001370
45.240292,-0.635554,0.956323,0.076679
45.345076,0.710313,-1.641707,0.947376
45.449862,-0.508688,1.025224,1.948658
45.554646,-0.255773,-1.178211,0.677104
45.659431,0.454524,-0.854630,-1.867965
45.764215,-0.685640,1.569561,0.665409
45.869001,0.287755,-0.086751,2.765868
45.973785,-0.760755,-1.597456,0.157350
46.078571,-0.456631,0.195028,-0.022731
46.183355,-1.584320,-0.419752,1.111944
46.288141,-0.783275,-0.945605,-0.428555
46.392925,0.985421,0.748976,1.470492
46.497710,0.225938,1.243694,0.591535
46.602495,0.329438,-1.672409,1.180913
46.707280,-1.353775,-0.333460,-0.152014
46.812064,-0.366504,0.077013,-1.468801
46.916850,-0.078323,0.025034,3.330684
47.021634,0.197816,-0.929515,-0.814854
47.126420,-0.889037,0.757994,-0.765115
47.231204,-0.465322,-0.560540,1.417435
47.335990,-0.504909,-0.496625,1.690840
47.440774,1.249677,1.127247,-1.234268
47.545560,-2.188725,-1.381142,-0.395744
47.650344,-1.282956,1.334524,1.880366
47.755130,-0.064347,-0.498551,-0.347285
47.859914,0.250607,-0.619681,1.328250
47.964700,-1.040903,0.328445,-0.424366
48.069484,-0.631334,0.635642,0.356080
48.174270,0.167861,-0.735240,0.597518
48.279054,-1.458779,-0.270103,-0.035860
48.383840,0.693114,0.742497,1.437441
48.488624,-0.353080,-1.717367,0.822439
48.593410,-0.007247,0.242576,0.351366
48.698194,1.140136,0.454097,-1.771798
48.802980,-0.819094,-0.058746,0.160106
48.907764,-0.783727,-0.419018,2.168376
49.012550,0.052166,-0.860956,-0.207213
49.117334,-0.343992,1.031077,1.096970
49.222120,-0.820696,-0.960373,-0.398222
49.326904,-0.162618,-0.697205,0.142089
49.431690,-0.495922,0.802317,0.218863
49.536474,-1.227981,-0.405306,1.051948
49.641260,0.929563,0.342530,0.692710
49.746044,0.595171,-0.799999,0.261523
49.850830,0.184110,0.070600,0.866410
49.955614,0.972933,0.230076,-0.604004
50.060400,-0.459373,0.157391,0.916439
50.165184,-0.125247,0.233151,0.507985
50.269970,-0.314926,-0.995700,0.921271
50.374754,0.030895,0.330396,0.201623
50.479540,-0.820203,-1.321774,0.457713
50.584324,-1.705418,0.712212,-0.174948
50.689110,0.815924,-0.129271,1.748501
50.793894,0.372324,-0.150611,0.162588
50.898680,0.041153,-0.295464,-0.565493
51.003464,-0.476527,0.403908,0.238772
51.108250,0.800804,0.205714,1.289922
51.213034,-0.417592,-0.619145,0.910707
51.317820,-1.087887,0.468753,0.302078
51.422605,-0.156712,-0.081059,0.330143
51.527391,0.698293,-1.482923,0.102697
51.632175,-0.720079,-0.161458,0.827242
51.736961,-0.688521,0.878376,-0.252956
51.841745,-0.511414,0.120133,-0.287580
51.946531,-0.465594,-0.983948,-0.151001
52.051315,-0.686542,-0.232466,2.230707
52.156101,1.738467,0.275069,0.184303
52.260886,0.816553,0.360950,-0.281163
52.365672,-1.428304,-0.417914,0.762474
52.470456,-0.879620,-0.418492,-0.291965
52.575242,0.310120,-0.206724,2.111248
52.680026,0.144290,-0.169713,0.875930
52.784812,-0.997512,0.417613,-1.138030
52.889597,-0.584249,-0.050586,0.641814
52.994383,-0.100659,-0.843003,0.127594
53.099167,-0.236100,-0.778708,1.329363
53.203953,-1.440142,0.952562,-0.114735
53.308737,0.430365,-0.403044,-1.158013
53.413524,-0.146446,-0.374145,2.248136
53.518308,0.827483,-0.018254,0.858893
53.623094,-0.020638,-0.080513,0.559256
53.727879,-0.258746,0.076185,-1.700289
53.832665,0.214353,-0.194914,2.118873
53.937449,0.857949,-0.387039,1.264819
54.042235,-1.904884,-1.208855,-1.215823
54.147020,-1.025989,1.305184,0.672047
54.251806,-0.657948,-0.402618,1.528905
54.356590,0.064536,-1.073131,0.827579
54.461376,-1.298174,0.897529,-0.026282
54.566161,1.454201,0.817969,-1.161204
54.670947,-0.732319,-1.315753,2.153126
54.775732,-0.421896,0.092106,0.507243
54.880518,-1.081615,-0.141241,0.563377
54.985302,-0.034996,0.259013,0.514153
55.090088,1.487519,-0.094569,-0.293239
55.194873,-1.063744,-0.547482,-0.982188
55.299659,-2.035029,-0.456522,2.094736
55.404444,-0.586057,0.297301,-0.193677
55.509230,0.381228,0.139514,1.437050
55.614014,-0.603093,-0.685298,-0.030148
55.718801,-0.186740,0.475258,0.005320
55.823585,-0.486010,-0.148874,0.526689
55.928371,0.131460,0.093034,1.133142
56.033156,0.072164,-0.865449,0.019437
56.137942,-1.306188,1.570417,0.544182
56.242727,1.831717,-1.511374,0.677944
56.347513,-1.078080,0.063943,-0.211439
56.452298,-0.901425,0.329405,-0.455508
56.557084,-0.291064,-1.075418,2.022627
56.661868,-0.345509,-0.038244,0.265835
56.766655,0.647030,-0.811286,-0.667195
56.871439,-0.071395,1.621772,0.191347
56.976226,-0.743352,-2.539294,2.707797
57.081010,-0.492096,2.221019,-2.250573
57.185796,-0.014434,-1.754284,-0.260938
57.290581,0.084682,0.443741,2.702287
57.395367,0.719360,-0.700912,-0.295543
57.500152,-0.623225,0.920547,0.557014
57.604938,-0.726749,-0.848677,0.298045
57.709723,-0.297953,0.435461,0.479385
57.814509,-0.583928,-0.453002,0.302724
57.919294,0.550969,-0.489437,0.664564
58.024080,0.114596,0.350003,-2.603743
58.128865,-1.427460,-0.182791,3.304111
58.233651,-0.481106,-0.172829,-1.290030
58.338436,0.246841,0.270821,0.888020
58.443222,0.401648,0.765110,-0.176221
58.548006,-0.083107,-1.290395,2.259140
58.652793,0.301009,-0.177923,-0.145654
58.757577,-0.513612,1.378341,-1.486822
58.862364,-0.548911,-0.463086,1.632600
58.967148,-2.027802,-1.437768,0.113910
59.071935,-1.264848,0.509130,1.656323
59.176719,1.672001,0.041366,0.125712
59.281505,-0.857901,0.112295,-1.208824
59.386290,0.687662,0.212969,-0.231348
59.491076,-0.118139,-0.763286,1.382836
59.595861,0.898615,0.747275,0.253274
59.700647,-1.248027,-1.395167,0.431427
59.805432,-0.867603,-0.514864,0.595150
59.910218,-0.284083,1.480950,0.949586
60.015003,-0.491803,-1.576020,0.161498
60.119789,-1.354898,1.772597,0.059028
60.224574,0.489312,-0.883042,0.191056
60.329360,-0.589138,-0.484479,0.980736
60.434145,-0.708307,-0.001379,-1.717302
60.538931,-0.259627,0.523959,1.875265
60.643716,0.375995,-0.398572,0.536329
60.748502,-0.602585,-0.134407,-0.647307
60.853286,-0.951292,0.347702,0.006029
60.958073,-0.445518,-0.635451,1.899041
61.062857,-0.084144,-0.085719,-1.398846
61.167644,0.706589,0.061608,0.758651
61.272428,-0.637419,0.331248,0.430127
61.377215,-0.645794,-0.454384,0.455770
61.481999,-0.299666,0.382653,0.742264
61.586786,-0.472266,-0.053917,1.554408
61.691570,0.803892,0.612312,-0.645902
61.796356,0.645231,-1.686382,0.294965
61.901141,-0.986085,0.576823,0.299726
62.005927,0.035805,-0.567592,-1.070282
62.110712,0.844476,-0.132458,1.892507
62.215498,-1.133871,-0.117412,0.572701
62.320283,-1.322978,-0.153133,-0.096899
62.425069,-0.121820,0.243257,0.180999
62.529854,0.184473,-0.417718,0.929978
62.634640,-0.736345,-0.014940,-0.177578
62.739425,-0.830793,0.145054,-0.148918
62.844211,-0.118496,-0.022166,1.474172
62.948996,-0.265942,-0.533093,2.092633
63.053782,0.801442,-0.185027,-3.321032
63.158567,0.388643,0.979530,1.562566
63.263353,-1.532909,-0.562751,0.474119
63.368138,0.080092,-1.504415,0.776935
63.472924,-1.125933,1.522557,0.936421
63.577709,-0.329722,-0.735057,0.953726
63.682495,0.152761,-0.176580,-0.811441
63.787280,-1.147207,0.432268,0.055192
63.892066,0.012746,-1.366808,0.835204
63.996851,-0.571169,1.046236,0.540480
64.101638,-0.199497,-0.889456,-0.433161
64.206422,-0.655834,-0.537200,-1.112787
64.311209,0.277973,0.399626,1.053242
64.415993,-1.261159,1.153671,4.291342
64.520780,-0.295063,0.047189,-2.630147
64.625564,-0.933896,0.142060,-0.569344
64.730351,0.211060,-0.835556,2.488926
64.835135,0.456253,-1.197623,-0.353220
64.939922,-1.654640,1.512912,-0.119136
65.044706,-0.885308,-1.399549,0.033254
65.149493,0.253902,0.206999,0.673865
65.254277,-0.639199,0.935655,-0.197889
65.359064,0.189189,-1.030013,1.246944
65.463848,-0.668214,-0.081126,0.190795
65.568635,1.073471,0.531975,0.415095
65.673419,-0.869328,-0.818407,1.240553
65.778206,0.063281,-0.576542,-1.145913
65.882991,-1.304291,0.737438,1.152005
65.987777,1.103265,-0.738384,0.088824
66.092562,-0.323320,-0.001532,-1.049891
66.197348,-1.323088,0.488987,1.734064
66.302133,0.151889,-0.766754,0.532385
66.406919,-0.275933,-0.912912,0.950113
66.511704,0.577074,1.258269,-2.921053
66.616490,-1.489482,-0.296382,2.394450
66.721275,-0.871017,-0.569478,-0.479120
66.826061,0.568150,0.461093,0.689063
66.930846,0.362854,-0.225125,0.861875
67.035632,-0.037258,0.502327,0.601204
67.140417,0.177552,-0.988984,-1.305329
67.245203,-0.242480,1.786930,-0.379795
67.349988,-0.609912,-0.591287,2.351448
67.454774,0.324006,-2.333930,-0.767241
67.559559,-0.108830,0.491057,0.552316
