Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
26.660182,52.349489,4.918576,12.066183,4.000000,23.200001,8.733441,6.785337
27.635238,52.349534,4.918618,11.877611,3.480000,37.500000,7.758539,6.582753
28.634083,52.349578,4.918662,11.406019,3.630000,38.200001,8.065637,6.740541
29.635608,52.349621,4.918708,11.447366,3.970000,45.799999,7.500473,6.615071
30.634817,52.349660,4.918751,10.630369,3.380000,41.299999,7.070722,6.467812
31.634432,52.349699,4.918793,10.166153,3.910000,45.400002,6.650196,6.162849
32.669066,52.349737,4.918835,9.763279,3.790000,45.000000,6.870752,6.068377
33.633988,52.349774,4.918878,9.712574,3.850000,45.700001,5.933247,5.623378
34.634580,52.349811,4.918920,8.932926,4.030000,41.900002,5.813533,5.417422
35.667088,52.349850,4.918959,9.259848,4.120000,38.799999,5.989816,5.450303
36.669545,52.349886,4.919003,9.632361,4.130000,37.500000,6.300259,5.494344
37.636992,52.349917,4.919047,10.750899,3.610000,39.799999,6.600928,5.473950
38.635211,52.349945,4.919093,11.654530,4.080000,41.500000,6.748919,5.631327
39.635096,52.349977,4.919139,11.690489,4.280000,34.599998,7.260732,5.857802
40.635090,52.350006,4.919183,10.974554,3.990000,34.200001,8.092610,6.211402
41.632159,52.350036,4.919227,10.653148,3.920000,35.400002,8.513848,6.290921
42.632610,52.350066,4.919281,11.094018,4.680000,43.700001,6.911250,6.120311
43.631680,52.350093,4.919340,11.037937,4.200000,46.400002,7.055601,6.186218
44.634323,52.350119,4.919397,11.332746,4.370000,48.599998,5.543740,5.415821
45.669827,52.350145,4.919454,11.571891,4.360000,49.000000,4.854867,4.904614
46.670097,52.350174,4.919511,11.883427,4.600000,46.799999,4.415087,4.550902
47.637841,52.350202,4.919566,11.919632,4.470000,46.000000,4.645860,4.419821
48.660034,52.350232,4.919619,11.974880,4.570000,43.400002,5.281008,4.488918
49.633995,52.350261,4.919672,12.480445,4.340000,45.500000,4.219960,4.155490
50.636709,52.350289,4.919726,12.998032,4.480000,45.099998,4.024321,3.863934
51.636834,52.350316,4.919780,13.078181,4.340000,46.299999,3.790092,3.520580
52.630533,52.350344,4.919832,13.136905,4.330000,45.200001,3.790092,3.311375
53.636042,52.350371,4.919882,13.200387,4.200000,46.200001,3.790092,3.109249
54.633047,52.350398,4.919931,13.303663,4.200000,46.000000,3.790092,2.893922
55.635550,52.350422,4.919979,13.140091,4.080000,46.599998,3.790092,2.822615
56.642052,52.350446,4.920028,13.495927,4.070000,47.099998,3.790092,2.881247
57.635759,52.350471,4.920077,14.389972,4.260000,47.700001,3.790092,2.800531
58.636170,52.350495,4.920122,13.675372,3.920000,45.200001,3.790092,2.843236
59.635871,52.350522,4.920166,14.186055,4.410000,44.200001,3.790092,2.563830
60.635664,52.350550,4.920209,14.391076,4.110000,44.000000,3.790092,2.500000
61.634934,52.350578,4.920251,14.547940,4.210000,45.799999,3.790092,2.500000
62.635139,52.350604,4.920296,14.470854,3.980000,49.099998,3.790092,2.500000
63.635618,52.350629,4.920342,13.867338,4.200000,49.200001,3.790092,2.500000
64.637326,52.350653,4.920388,13.395414,4.070000,50.599998,3.790092,2.500000
65.636900,52.350678,4.920435,12.980010,4.200000,48.400002,3.790092,2.500000
66.660510,52.350704,4.920480,12.757051,4.270000,47.500000,3.790092,2.500000
67.635294,52.350731,4.920524,12.223361,4.230000,46.700001,3.790092,2.500000
68.638454,52.350759,4.920565,11.912084,4.310000,42.599998,3.790092,2.500000
69.639529,52.350785,4.920608,10.956031,4.480000,45.000000,3.790092,2.500000
70.638915,52.350812,4.920652,10.351724,4.310000,44.299999,3.790092,2.500000
71.638508,52.350835,4.920698,9.458168,4.260000,49.400002,3.790092,2.500000
72.635008,52.350851,4.920760,9.382359,5.100000,46.200001,3.790092,2.500000
73.631954,52.350878,4.920815,9.070112,5.480000,45.000000,3.790092,2.500000
74.635441,52.350904,4.920866,7.956836,5.540000,45.500000,3.790092,2.500000
75.637252,52.350935,4.920929,7.948676,5.770000,42.299999,3.790092,2.500000
76.634496,52.350967,4.920986,7.718531,5.690000,45.700001,3.790092,2.500000
77.633823,52.350999,4.921041,7.294901,5.200000,49.099998,3.790092,2.500000
78.636090,52.351028,4.921105,6.953792,5.330000,41.900002,3.790092,2.500000
79.632899,52.351056,4.921169,7.057933,4.690000,49.000000,3.790092,2.500000
80.635101,52.351086,4.921221,6.914085,4.790000,50.799999,3.790092,2.500000
81.661046,52.351116,4.921277,7.083349,4.980000,46.200001,3.790092,2.500000
82.636164,52.351145,4.921325,6.951095,4.850000,44.400002,3.790092,2.500000
83.634359,52.351175,4.921373,6.971000,4.860000,41.400002,3.790092,2.500000
84.668425,52.351203,4.921423,6.703308,4.630000,47.299999,3.790092,2.500000
85.635852,52.351230,4.921470,6.612675,4.580000,40.500000,3.790092,2.500000
86.668416,52.351257,4.921516,6.342050,4.480000,44.200001,3.790092,2.500000
87.667129,52.351284,4.921568,6.407364,4.410000,46.700001,3.790092,2.500000
88.636645,52.351311,4.921610,6.217974,4.400000,46.099998,3.790092,2.500000
89.638563,52.351332,4.921657,5.773572,4.050000,50.500000,3.790092,2.500000
90.637632,52.351358,4.921699,5.718395,4.300000,42.799999,3.790092,2.500000
91.636506,52.351385,4.921741,5.357740,4.290000,45.900002,3.790092,2.500000
92.664094,52.351412,4.921784,5.456193,4.260000,43.900002,3.790092,2.500000
93.638468,52.351440,4.921827,5.439778,4.280000,45.099998,3.790092,2.500000
94.668649,52.351468,4.921871,5.474571,4.220000,45.099998,3.790092,2.500000
95.660895,52.351495,4.921915,5.644130,4.230000,46.000000,3.790092,2.500000
96.635230,52.351524,4.921957,5.211822,4.200000,43.900002,3.790092,2.500000
97.635978,52.351552,4.921999,5.625400,4.200000,44.700001,3.790092,2.500000
98.666871,52.351582,4.922045,6.150737,4.490000,44.799999,3.790092,2.500000
99.634467,52.351601,4.922101,5.423074,4.470000,60.799999,3.790092,2.500000
100.662336,52.351605,4.922169,5.709984,4.650000,82.099998,3.790092,2.500000
101.635461,52.351590,4.922235,5.357401,4.430000,109.099999,3.790092,2.500000
102.633402,52.351560,4.922290,4.938567,4.370000,127.300003,3.790092,2.500000
103.635700,52.351524,4.922336,4.830143,4.220000,137.699997,3.790092,2.500000
104.668024,52.351487,4.922377,4.747533,4.380000,139.899994,3.790092,2.500000
105.661749,52.351450,4.922418,4.351509,4.240000,138.699997,3.790092,2.500000
106.636481,52.351415,4.922461,4.420332,4.440000,137.699997,3.790092,2.500000
107.634860,52.351381,4.922505,4.104269,4.220000,137.399994,3.790092,2.500000
108.637080,52.351350,4.922549,4.122072,4.290000,135.699997,3.790092,2.500000
109.633720,52.351319,4.922596,4.061752,4.330000,134.699997,3.790092,2.500000
110.633422,52.351289,4.922641,4.211272,4.200000,135.300003,3.790092,2.500000
111.668828,52.351261,4.922679,4.207410,3.450000,138.300003,3.790092,2.500000
112.635107,52.351234,4.922710,4.187919,3.390000,144.600006,3.790092,2.500000
113.640148,52.351201,4.922750,3.879728,4.860000,143.699997,3.790092,2.500000
114.636161,52.351169,4.922795,3.987985,3.960000,139.199997,3.790092,2.500000
115.635955,52.351144,4.922838,4.547301,3.550000,135.000000,3.790092,2.500000
116.638452,52.351118,4.922885,4.050708,4.470000,134.699997,3.790092,2.500000
117.666003,52.351089,4.922935,4.258216,4.370000,136.000000,3.790092,2.500000
118.633910,52.351061,4.922982,4.488245,3.970000,136.699997,3.790092,2.500000
119.634486,52.351034,4.923029,4.403150,4.320000,135.399994,3.790092,2.500000
120.660652,52.351006,4.923076,4.376953,4.290000,135.100006,3.790092,2.500000
121.635539,52.350977,4.923120,3.976242,4.030000,137.000000,3.790092,2.500000
122.633627,52.350948,4.923162,4.530364,4.300000,138.800003,3.790092,2.500000
123.640203,52.350920,4.923204,4.562697,4.130000,139.199997,3.790092,2.500000
124.635161,52.350893,4.923246,4.200927,4.140000,135.800003,3.790092,2.500000
125.634719,52.350867,4.923294,4.756520,4.430000,132.500000,3.790092,2.500000
126.638506,52.350841,4.923342,4.693341,4.080000,132.000000,3.790092,2.500000
127.636789,52.350817,4.923389,4.642734,4.110000,131.899994,3.790092,2.500000
128.634614,52.350790,4.923436,4.711694,4.240000,133.000000,3.790092,2.500000
129.632634,52.350767,4.923486,4.923299,3.970000,128.199997,3.790092,2.500000
130.670391,52.350749,4.923539,4.749110,3.870000,119.800003,3.790092,2.500000
131.634245,52.350741,4.923595,4.279648,4.080000,102.800003,3.790092,2.500000
132.633100,52.350745,4.923654,3.702967,4.080000,84.099998,3.790092,2.500000
133.635731,52.350762,4.923708,3.314105,4.170000,65.199997,3.790092,2.500000
134.633715,52.350785,4.923752,3.335953,3.540000,54.700001,3.790092,2.500000
135.635757,52.350809,4.923787,3.429696,3.300000,49.700001,3.790092,2.500000
136.634533,52.350834,4.923819,2.825075,3.490000,46.700001,3.790092,2.500000
137.634412,52.350863,4.923851,3.054749,3.750000,41.400002,3.790092,2.500000
138.642220,52.350893,4.923883,2.844605,3.810000,38.500000,3.790092,2.500000
139.634449,52.350924,4.923914,3.012452,3.900000,37.700001,3.790092,2.500000
140.659416,52.350952,4.923946,2.936521,3.490000,41.500000,3.790092,2.500000
141.634946,52.350978,4.923981,2.412897,3.870000,46.000000,3.790092,2.500000
142.636518,52.351003,4.924022,2.433281,3.930000,49.299999,3.790092,2.500000
143.638646,52.351029,4.924064,2.348747,4.130000,47.799999,3.790092,2.500000
144.668664,52.351057,4.924105,2.217950,4.170000,44.799999,3.790092,2.500000
145.672748,52.351084,4.924145,2.214778,4.070000,43.500000,3.790092,2.500000
146.637113,52.351110,4.924186,2.346125,4.010000,45.700001,3.790092,2.500000
147.634334,52.351138,4.924227,2.218013,4.130000,44.799999,3.790092,2.500000
148.634107,52.351166,4.924266,2.041196,4.030000,41.900002,3.790092,2.500000
149.633424,52.351198,4.924302,1.656252,4.400000,36.599998,3.790092,2.500000
150.669077,52.351230,4.924337,1.690436,4.120000,35.099998,3.790092,2.500000
151.637055,52.351260,4.924374,1.739390,4.170000,39.200001,3.790092,2.500000
152.634947,52.351287,4.924417,1.831189,4.050000,45.400002,3.790092,2.500000
153.635552,52.351312,4.924462,1.751538,4.040000,49.299999,3.790092,2.500000
154.668093,52.351336,4.924506,1.812144,3.910000,48.400002,3.790092,2.500000
155.636386,52.351360,4.924550,1.949959,3.980000,47.099998,3.790092,2.500000
156.660593,52.351384,4.924592,1.840337,3.810000,45.900002,3.790092,2.500000
157.634383,52.351408,4.924633,1.918337,3.860000,46.200001,3.790092,2.500000
158.634448,52.351432,4.924672,1.901365,3.720000,45.500000,3.790092,2.500000
159.636003,52.351454,4.924711,1.889822,3.590000,47.299999,3.790092,2.500000
160.638067,52.351476,4.924750,1.871809,3.630000,47.299999,3.790092,2.500000
161.640098,52.351499,4.924789,1.917397,3.720000,45.799999,3.790092,2.500000
162.668543,52.351523,4.924828,2.084445,3.750000,44.400002,3.790092,2.500000
163.637226,52.351547,4.924867,1.866362,3.810000,43.900002,3.790092,2.500000
164.657435,52.351572,4.924906,1.947109,3.980000,43.700001,3.790092,2.500000
165.637016,52.351600,4.924946,1.887662,4.250000,41.599998,3.790092,2.500000
166.633638,52.351630,4.924985,1.501618,4.220000,40.500000,3.790092,2.500000
167.670495,52.351657,4.925027,1.338718,4.200000,44.599998,3.790092,2.500000
168.631392,52.351684,4.925072,1.244970,4.300000,47.400002,3.790092,2.500000
169.633832,52.351710,4.925118,1.271767,4.320000,49.299999,3.790092,2.500000
170.658739,52.351736,4.925163,1.350687,4.090000,47.599998,3.790092,2.500000
171.634414,52.351762,4.925206,1.085552,4.140000,47.299999,3.790092,2.500000
172.636608,52.351790,4.925249,1.231063,4.250000,45.500000,3.790092,2.500000
173.634212,52.351819,4.925290,0.911548,4.300000,44.700001,3.790092,2.500000
174.634207,52.351849,4.925332,1.172235,4.280000,44.099998,3.790092,2.500000
175.634287,52.351877,4.925373,1.354366,3.990000,46.099998,3.790092,2.500000
176.634027,52.351903,4.925414,1.667842,3.970000,47.500000,3.790092,2.500000
177.634401,52.351929,4.925456,1.640986,4.030000,46.799999,3.790092,2.500000
178.634693,52.351957,4.925497,1.894590,4.190000,44.099998,3.790092,2.500000
179.634730,52.351986,4.925539,1.683411,4.150000,42.599998,3.790092,2.500000
180.634681,52.352015,4.925582,1.745245,4.430000,43.299999,3.790092,2.500000
181.635036,52.352044,4.925627,1.732922,4.300000,44.900002,3.790092,2.500000
182.634438,52.352071,4.925673,1.937027,4.280000,47.099998,3.790092,2.500000
183.669098,52.352096,4.925719,2.030961,3.990000,48.299999,3.790092,2.500000
184.635101,52.352120,4.925766,2.218767,4.220000,50.599998,3.790092,2.500000
185.635497,52.352145,4.925812,2.139483,4.020000,49.500000,3.790092,2.500000
186.661844,52.352173,4.925856,2.194114,4.500000,45.200001,3.790092,2.500000
187.636567,52.352203,4.925901,2.477691,4.290000,43.099998,3.790092,2.500000
188.659236,52.352232,4.925947,3.435827,4.240000,43.299999,3.790092,2.500000
189.634920,52.352257,4.925991,2.417821,4.000000,45.400002,3.790092,2.500000
190.632591,52.352282,4.926036,1.868383,4.240000,45.200001,3.790092,2.500000
191.636115,52.352307,4.926081,1.810461,4.080000,45.900002,3.790092,2.500000
192.635518,52.352331,4.926125,2.025731,3.930000,47.700001,3.790092,2.500000
193.635682,52.352354,4.926169,1.882112,3.810000,49.000000,3.790092,2.500000
194.666651,52.352378,4.926212,1.950163,3.920000,46.900002,3.790092,2.500000
195.636358,52.352404,4.926255,1.787749,4.180000,44.599998,3.790092,2.500000
196.661021,52.352432,4.926298,2.074863,4.270000,43.900002,3.790092,2.500000
197.634157,52.352460,4.926341,2.298927,4.230000,44.700001,3.790092,2.500000
198.633700,52.352487,4.926386,2.723002,4.240000,46.299999,3.790092,2.500000
199.636503,52.352514,4.926430,2.748883,4.130000,45.900002,3.790092,2.500000
200.669362,52.352539,4.926473,2.900799,3.880000,47.599998,3.790092,2.500000
201.670031,52.352564,4.926517,2.831891,4.210000,46.500000,3.790092,2.500000
202.634015,52.352590,4.926560,2.463849,4.100000,47.200001,3.790092,2.500000
203.635358,52.352618,4.926603,2.681625,4.310000,45.700001,3.790092,2.500000
204.659159,52.352646,4.926647,2.903493,4.260000,45.799999,3.790092,2.500000
205.635469,52.352675,4.926689,3.292108,4.170000,44.000000,3.790092,2.500000
206.635436,52.352704,4.926730,3.308895,3.900000,44.400002,3.790092,2.500000
207.635343,52.352733,4.926770,3.436645,4.180000,43.500000,3.790092,2.500000
208.641063,52.352761,4.926811,3.869998,3.860000,45.599998,3.790092,2.500000
209.634477,52.352788,4.926852,4.290104,3.960000,45.799999,3.790092,2.500000
210.659701,52.352812,4.926899,4.282902,4.070000,53.200001,3.790092,2.500000
211.634375,52.352828,4.926954,4.028988,3.980000,66.199997,3.790092,2.500000
212.635420,52.352834,4.927011,3.838234,3.720000,79.699997,3.790092,2.500000
213.636354,52.352826,4.927067,3.859312,3.760000,99.099998,3.790092,2.500000
214.658825,52.352800,4.927120,3.966667,4.270000,121.500000,3.790092,2.500000
215.636653,52.352765,4.927165,3.693144,4.040000,137.000000,3.790092,2.500000
216.658485,52.352728,4.927204,3.700316,3.930000,141.199997,3.790092,2.500000
217.635556,52.352693,4.927245,3.149998,4.060000,133.600006,3.790092,2.500000
218.667173,52.352662,4.927293,3.610248,4.130000,129.000000,3.790092,2.500000
219.660640,52.352639,4.927343,3.064039,3.560000,121.099999,3.790092,2.500000
220.635433,52.352624,4.927398,2.463281,4.070000,108.199997,3.790092,2.500000
221.634739,52.352618,4.927454,2.421557,3.490000,95.400002,3.790092,2.500000
222.635838,52.352628,4.927511,2.162510,4.520000,74.699997,3.790092,2.500000
223.635658,52.352647,4.927566,1.971956,3.810000,64.000000,3.790092,2.500000
224.662607,52.352672,4.927614,1.962252,4.200000,53.599998,3.790092,2.500000
225.634643,52.352702,4.927660,2.432842,4.250000,50.400002,3.790092,2.500000
226.633980,52.352733,4.927702,2.995533,4.110000,46.400002,3.790092,2.500000
227.667019,52.352763,4.927739,3.348074,3.600000,45.900002,3.790092,2.500000
228.635724,52.352790,4.927776,3.392507,3.760000,48.400002,3.790092,2.500000
229.661787,52.352818,4.927812,3.647999,3.630000,46.200001,3.790092,2.500000
230.660351,52.352849,4.927849,2.691276,4.240000,44.700001,3.790092,2.500000
231.641775,52.352877,4.927886,2.468560,3.530000,45.599998,3.790092,2.500000
232.638982,52.352908,4.927921,2.247432,4.190000,44.000000,3.790092,2.500000
233.636353,52.352937,4.927959,2.587888,3.640000,46.900002,3.790092,2.500000
234.635588,52.352964,4.927995,2.444698,3.740000,47.599998,3.790092,2.500000
235.635273,52.352993,4.928035,3.017272,4.110000,49.400002,3.790092,2.500000
236.634824,52.353054,4.928054,3.493382,5.040000,25.600000,3.790092,2.500000
237.636285,52.353088,4.928092,3.571150,4.430000,35.599998,3.790092,2.500000
238.632441,52.353107,4.928145,3.656780,4.030000,53.599998,3.790092,2.500000
239.633301,52.353136,4.928181,3.108807,4.050000,38.299999,3.790092,2.500000
240.632563,52.353164,4.928224,2.980392,3.850000,45.200001,3.790092,2.500000
241.636586,52.353193,4.928269,3.559988,3.890000,46.500000,3.790092,2.500000
242.635204,52.353211,4.928311,3.651651,3.620000,43.700001,3.790092,2.500000
243.669515,52.353220,4.928357,4.359577,2.430000,58.299999,3.790092,2.500000
244.636900,52.353217,4.928415,4.746507,3.300000,81.500000,3.790092,2.500000
245.635389,52.353201,4.928467,4.661250,3.380000,117.099999,3.790092,2.500000
246.636108,52.353182,4.928507,5.130056,2.970000,129.899994,3.790092,2.500000
247.634267,52.353153,4.928545,4.426850,4.200000,142.800003,3.790092,2.500000
248.634280,52.353122,4.928583,4.063243,3.800000,140.000000,3.790092,2.500000
249.635698,52.353092,4.928620,4.048145,3.990000,143.899994,3.790092,2.500000
250.658566,52.353063,4.928653,4.151028,3.650000,145.399994,3.790092,2.500000
251.634163,52.353036,4.928691,4.007152,3.820000,139.399994,3.790092,2.500000
252.639693,52.353011,4.928732,3.432921,3.540000,134.899994,3.790092,2.500000
253.635548,52.352986,4.928775,3.252795,3.960000,135.100006,3.790092,2.500000
254.637538,52.352961,4.928819,3.363992,3.700000,137.899994,3.790092,2.500000
255.637042,52.352938,4.928862,3.191071,3.650000,136.500000,3.790092,2.500000
256.635053,52.352915,4.928901,2.956259,3.320000,134.500000,3.790092,2.500000
257.668667,52.352891,4.928943,2.468028,3.850000,137.600006,3.790092,2.500000
258.635622,52.352865,4.928980,1.995417,3.230000,140.899994,3.790092,2.500000
259.668328,52.352839,4.929020,2.372235,3.870000,136.199997,3.790092,2.500000
260.636172,52.352814,4.929060,2.931488,3.370000,135.399994,3.790092,2.500000
261.634658,52.352793,4.929103,2.364283,3.830000,127.699997,3.790092,2.500000
262.635906,52.352771,4.929151,2.041159,4.120000,127.400002,3.790092,2.500000
263.634011,52.352751,4.929201,2.606894,3.840000,121.599999,3.790092,2.500000
264.636462,52.352736,4.929245,2.836940,2.880000,122.199997,3.790092,2.500000
265.633647,52.352733,4.929275,3.363991,2.060000,104.199997,3.790092,2.500000
266.661290,52.352743,4.929305,2.823619,2.900000,69.099998,3.790092,2.500000
267.636943,52.352762,4.929327,2.160694,2.050000,40.799999,3.790092,2.500000
268.636312,52.352785,4.929340,2.588467,2.460000,36.799999,3.790092,2.500000
269.669444,52.352813,4.929362,2.362203,3.510000,38.700001,3.790092,2.500000
270.669375,52.352841,4.929386,1.813306,2.880000,39.400002,3.790092,2.500000
271.635852,52.352867,4.929411,1.440005,3.220000,42.099998,3.790092,2.500000
272.673036,52.352894,4.929438,1.393307,3.250000,41.099998,3.790092,2.500000
273.634984,52.352920,4.929467,1.282702,3.330000,42.599998,3.790092,2.500000
274.663039,52.352944,4.929495,0.390908,3.010000,43.900002,3.790092,2.500000
275.669826,52.352972,4.929525,0.727696,3.630000,43.299999,3.790092,2.500000
276.635142,52.352999,4.929556,0.381926,3.020000,43.299999,3.790092,2.500000
277.636054,52.353024,4.929584,0.313618,2.800000,43.200001,3.790092,2.565588
278.634161,52.353046,4.929608,-0.662410,2.580000,41.599998,3.790092,2.619844
279.658308,52.353071,4.929630,-0.630319,2.870000,37.099998,3.835042,2.878399
280.635534,52.353096,4.929647,-2.078394,2.600000,31.900000,4.016544,3.168475
281.636865,52.353114,4.929654,-1.686092,0.920000,39.200001,4.140934,3.418982
282.634166,52.353125,4.929658,-0.971413,1.150000,42.200001,4.110391,3.515345
283.634293,52.353138,4.929667,0.008409,1.410000,55.000000,4.071417,3.500055
284.635917,52.353152,4.929681,0.141920,1.490000,61.500000,4.060710,3.499406
285.636386,52.353169,4.929697,0.230027,1.900000,54.900002,4.288306,3.586674
286.636431,52.353193,4.929721,0.626438,3.110000,47.599998,3.973584,3.320973
287.671734,52.353222,4.929749,1.335113,2.920000,45.299999,3.862235,3.200313
288.635356,52.353253,4.929774,2.069668,3.090000,41.900002,3.957956,3.170874
289.635922,52.353285,4.929802,2.239835,3.440000,44.299999,3.790092,2.908909
290.634130,52.353316,4.929830,2.606839,3.230000,43.099998,3.790092,2.926438
291.636460,52.353349,4.929860,3.364471,3.660000,42.700001,4.118953,3.031971
292.634417,52.353382,4.929893,3.647984,3.650000,43.799999,3.790092,2.882728
293.634734,52.353413,4.929924,2.747594,3.620000,43.200001,3.790092,2.930404
294.636261,52.353442,4.929956,2.563023,3.590000,44.700001,3.945051,2.932905
295.641463,52.353473,4.929991,3.040686,3.910000,43.200001,3.790092,2.896015
296.634898,52.353503,4.930029,3.495036,3.890000,44.000000,3.790092,2.808061
297.636261,52.353533,4.930068,4.841354,3.780000,44.200001,3.927492,2.957303
298.636364,52.353561,4.930108,5.906845,3.570000,43.799999,4.392806,3.172512
299.636231,52.353587,4.930148,6.423507,3.660000,44.900002,3.856543,2.838688
300.636075,52.353612,4.930191,6.774031,3.700000,47.799999,3.798995,2.787101
301.673557,52.353634,4.930237,6.930462,3.650000,50.000000,3.790092,2.584727
302.634488,52.353655,4.930284,7.108557,3.600000,51.900002,3.790092,2.500000
303.635361,52.353674,4.930330,7.533721,3.470000,54.700001,3.790092,2.500000
304.665616,52.353692,4.930376,7.264913,3.580000,52.799999,3.790092,2.500000
305.664741,52.353708,4.930420,7.138680,3.270000,51.299999,3.790092,2.500000
306.668712,52.353719,4.930464,6.784900,3.010000,58.400002,3.790092,2.500000
307.635297,52.353720,4.930510,6.144608,2.980000,79.199997,3.790092,2.500000
308.635019,52.353706,4.930552,5.512960,2.680000,112.099999,3.790092,2.500000
309.634606,52.353680,4.930585,4.726442,2.730000,137.800003,3.790092,2.500000
310.633520,52.353646,4.930613,4.024384,3.310000,151.000000,3.790092,2.500000
311.634598,52.353610,4.930642,3.416440,3.310000,146.800003,3.790092,2.500000
312.634751,52.353577,4.930676,3.061737,3.490000,141.800003,3.790092,2.500000
313.635085,52.353545,4.930714,2.878424,3.590000,140.500000,3.790092,2.500000
314.676207,52.353513,4.930752,2.978071,3.710000,140.699997,3.790092,2.500000
315.671759,52.353481,4.930789,2.879659,3.830000,142.699997,3.790092,2.500000
316.634914,52.353448,4.930829,2.754879,4.320000,140.899994,3.790092,2.500000
317.636481,52.353417,4.930869,2.459630,3.650000,140.600006,3.790092,2.500000
318.637360,52.353388,4.930904,1.638687,3.660000,140.600006,3.790092,2.500000
319.667448,52.353361,4.930934,1.247004,3.010000,145.300003,3.790092,2.500000
320.635948,52.353330,4.930968,1.769746,4.320000,144.899994,3.790092,2.500000
321.637352,52.353295,4.931013,1.675605,4.700000,141.800003,3.790092,2.500000
322.661921,52.353262,4.931059,1.707200,4.290000,138.899994,3.790092,2.500000
323.636919,52.353230,4.931104,1.561003,4.460000,138.500000,3.790092,2.500000
324.668446,52.353199,4.931148,0.792246,4.140000,139.199997,3.790092,2.500000
325.669996,52.353168,4.931190,0.197865,4.430000,140.800003,3.790092,2.500000
326.668611,52.353137,4.931230,0.189056,3.860000,141.100006,3.790092,2.500000
327.636354,52.353106,4.931275,-0.384815,4.840000,138.300003,3.790092,2.500000
328.662295,52.353075,4.931324,-0.441777,4.520000,136.000000,3.790092,2.500000
329.668407,52.353044,4.931371,-0.174947,4.450000,136.600006,3.790092,2.500000
330.668161,52.353015,4.931412,-0.385842,3.970000,141.399994,3.790092,2.500000
331.659999,52.352986,4.931451,-0.730831,4.300000,141.300003,3.790092,2.500000
332.635951,52.352957,4.931488,-1.675064,3.730000,141.300003,3.790092,2.500000
333.638052,52.352928,4.931533,-0.642853,4.610000,136.399994,3.790092,2.500000
334.707458,52.352898,4.931584,-1.414046,4.470000,134.500000,3.790092,2.500000
335.637074,52.352869,4.931632,-1.423642,4.330000,133.699997,3.790092,2.500000
336.669730,52.352841,4.931687,-1.597784,4.940000,130.600006,3.790092,2.500000
337.660171,52.352815,4.931740,-1.579480,4.150000,129.699997,3.790092,2.500000
338.639287,52.352793,4.931790,-1.432449,3.870000,125.500000,3.790092,2.500000
339.636780,52.352772,4.931840,-0.809341,3.970000,126.699997,3.790092,2.500000
340.640899,52.352749,4.931887,-0.544088,3.980000,130.100006,3.790092,2.500000
