Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
21.937006,0.202493,12.043974,1.951347
22.037006,-0.251246,3.200101,3.465405
22.137006,1.199402,14.769399,0.253938
22.237006,-1.189233,10.055239,2.363511
22.337006,0.318844,8.953045,4.725226
22.437006,4.666303,11.018649,4.459025
22.537006,-1.726122,7.860123,1.744667
22.637006,-0.603290,10.241580,1.551147
22.737006,2.518745,7.791330,4.268497
22.837006,0.436391,9.866206,-0.726222
22.937006,1.607379,10.824831,0.966102
23.037006,0.861117,11.388639,4.109972
23.137006,-1.744069,9.365807,-1.125225
23.237006,-3.458825,12.311072,5.574379
23.337006,3.825824,6.491728,6.573981
23.437006,-1.795215,10.840982,-0.094217
23.537006,0.547956,9.125628,0.336491
23.637006,-1.536491,8.514261,3.948756
23.737006,-0.282951,6.628119,0.754636
23.837006,0.806082,7.867002,5.488537
23.937006,1.341476,1.627419,-12.214163
24.037006,11.499606,53.769119,-5.225924
24.137006,-5.513063,-0.194417,-0.923031
24.237006,-3.525226,2.137389,10.859227
24.337006,18.932312,-48.841698,73.472816
24.437006,5.230112,25.165016,-20.688644
24.537006,-4.878068,6.906883,10.027721
24.637006,-0.409771,12.090933,-3.546462
24.737006,1.110270,9.850952,6.821938
24.837006,-2.498705,4.746463,11.861521
24.937006,-3.840780,9.697811,1.703690
25.037006,-0.745962,8.164310,5.856134
25.137006,-0.420838,11.579766,-1.674378
25.237006,-2.292623,9.977772,7.023233
25.337006,-2.396113,20.177477,3.560819
25.437006,-0.675075,7.517651,5.125725
25.537006,-0.389133,20.870499,-6.797710
25.637006,-3.636791,3.880560,4.674977
25.737006,1.785943,13.736896,-7.941479
25.837006,-1.607678,6.844669,3.614658
25.937006,-3.651148,12.606586,1.676770
26.037006,-2.070390,5.146662,-0.588933
26.137006,-1.261317,11.898011,1.346561
26.237006,2.190330,7.710273,-3.843471
26.337006,-0.311964,10.596017,1.176671
26.437006,-3.386442,9.614362,-3.965505
26.537006,-3.676871,12.488441,-0.466600
26.637006,4.796712,4.759324,0.524028
26.737006,-3.499802,11.148759,4.422534
26.837006,1.710569,7.269395,8.213663
26.937006,-1.739283,9.030213,1.588535
27.037006,-2.400898,10.245768,5.233701
27.137006,0.376870,4.997410,1.531407
27.237006,-2.439183,13.580764,-1.841576
27.337006,-2.598905,11.997613,21.113668
27.437006,-0.509671,8.095517,19.342682
27.537006,-2.205883,5.707480,5.863612
27.637006,0.661915,10.907084,-6.810272
27.737006,0.657727,13.270595,-9.768399
27.837006,0.256032,7.377970,11.355140
27.937006,1.621736,6.573981,-5.044369
28.037006,1.047757,12.899407,0.589532
28.137006,1.374078,8.592327,9.565009
28.237006,1.091127,6.686145,4.614858
28.337006,-3.074478,9.060722,1.200599
28.437006,-1.395913,8.097610,4.233800
28.537006,-1.089931,8.464610,6.366105
28.637006,-0.373280,9.357432,-2.847459
28.737006,-3.185744,12.789936,4.412963
28.837006,-1.451546,10.930713,4.195815
28.937006,1.588834,8.998508,7.256235
29.037006,-3.369393,12.332608,6.105287
29.137006,0.674477,3.992126,1.770689
29.237006,1.274178,10.083653,7.518847
29.337006,-2.380559,4.559225,8.712566
29.437006,-0.033799,10.034002,3.300899
29.537006,-2.458326,11.205289,6.227620
29.637006,-0.359821,8.731709,5.459524
29.737006,-2.401497,11.520843,0.966999
29.837006,4.753043,12.003894,8.023434
29.937006,-2.464607,5.129015,6.972386
30.037006,-0.071785,10.143175,2.358426
30.137006,0.847358,6.824330,4.171886
30.237006,-4.050750,11.216954,5.255237
30.337006,-0.064905,8.191829,3.390630
30.437006,-0.359223,10.013963,-2.327618
30.537006,0.294018,10.443475,3.155236
30.637006,1.517349,10.515259,0.876670
30.737006,4.772784,8.469096,2.173580
30.837006,2.792125,5.284549,-5.228018
30.937006,0.619442,10.343873,2.437389
31.037006,-4.252644,6.865307,4.262515
31.137006,0.530010,10.896615,2.054537
31.237006,-2.469393,5.653941,-1.116850
31.337006,-1.932503,12.898211,4.427021
31.437006,1.407279,7.881659,6.395417
31.537006,-0.211765,8.637791,2.010868
31.637006,4.163212,8.995218,0.455234
31.737006,-2.068595,12.280265,6.296114
31.837006,0.940678,5.781658,2.487638
31.937006,0.856331,10.153943,-2.278864
32.037006,-1.643570,6.742376,7.955238
32.137006,-2.106282,6.851249,6.119046
32.237006,1.846960,10.595119,4.054638
32.337006,-2.160719,12.348162,-1.033699
32.437006,0.259920,9.682856,5.475676
32.537006,0.569193,11.559128,-1.927119
32.637006,0.050249,6.856633,-3.774379
32.737006,-2.249253,8.315358,11.325529
32.837006,-0.760918,8.016853,4.886443
32.937006,2.395216,6.268896,5.615057
33.037006,-2.943471,5.784050,7.399804
33.137006,-2.390430,11.637493,2.746063
33.237006,2.770290,7.037292,9.068499
33.337006,-3.235395,13.264314,0.265304
33.437006,1.060020,9.637991,5.963512
33.537006,0.597907,9.463016,-0.212662
33.637006,0.183649,8.449356,3.666103
33.737006,-0.598206,8.614161,1.542473
33.837006,-5.229215,6.843174,-0.643968
33.937006,1.071685,8.035398,9.210872
34.037006,-1.389333,8.614461,10.324731
34.137006,0.218943,8.303095,-5.121837
34.237006,-2.282155,16.104294,12.291631
34.337006,-3.212963,9.063713,13.551153
34.437006,8.691928,9.046664,-3.006582
34.537006,-2.675774,8.426325,-0.501296
34.637006,-1.267897,8.244471,7.257730
34.737006,-3.554239,11.163714,13.522140
34.837006,0.197707,6.615556,0.584746
34.937006,-2.721238,7.700103,0.127119
35.037006,-2.249552,12.182458,0.719342
35.137006,-4.176373,9.186047,4.734798
35.237006,2.498705,11.677872,13.334303
35.337006,-0.620339,8.577073,6.567102
35.437006,-0.556331,5.270192,-0.147159
35.537006,3.677768,12.180664,1.622035
35.637006,-2.357528,3.066103,4.901996
35.737006,-0.564407,20.378773,8.369795
35.837006,-0.521037,2.455634,9.360423
35.937006,-1.781456,14.458033,5.799604
36.037006,6.130711,6.908079,10.593924
36.137006,-2.241178,14.408381,2.848356
36.237006,-0.733699,7.478169,17.061724
36.337006,-0.132802,2.807379,-3.174977
36.437006,-5.411667,12.453146,-9.320343
36.537006,-1.660320,10.448559,6.014060
36.637006,1.578964,4.470092,-0.275474
36.737006,-4.709374,12.866507,0.898804
36.837006,2.111666,9.465408,3.205485
36.937006,2.092224,16.110874,18.024534
37.037006,1.476970,1.661217,8.555837
37.137006,0.771087,16.249359,-6.557829
37.237006,3.557230,3.556632,15.031413
37.337006,-3.926323,11.937194,-0.510569
37.437006,1.408475,6.362216,-0.062512
37.537006,-1.797907,9.491430,1.006182
37.637006,-0.609272,7.033702,3.640979
37.737006,4.174578,9.051150,3.737290
37.837006,-3.754638,9.328419,1.853241
37.937006,-0.848555,5.499005,3.259623
38.037006,-0.198305,12.331711,-3.471387
38.137006,-1.852344,4.738088,4.100101
38.237006,2.469094,11.823535,3.784847
38.337006,2.158027,6.504589,-10.812268
38.437006,-1.347159,11.571092,-2.635694
38.537006,-0.348754,8.493922,4.986941
38.637006,-3.392723,14.360226,-6.599405
38.737006,1.940579,7.021738,-0.585942
38.837006,-0.477069,8.568100,3.032005
38.937006,-1.846960,11.399706,2.397309
39.037006,3.648456,11.019247,-4.358826
39.137006,2.049453,9.586246,-1.136890
39.237006,-2.328216,11.772089,-1.188036
39.337006,-1.144966,5.775077,2.017149
39.437006,0.451645,13.588541,-4.657928
39.537006,-2.847160,9.268898,3.172285
39.637006,-1.821835,8.724232,8.883055
39.737006,0.779462,10.322039,-4.379165
39.837006,-8.085049,11.212169,3.911368
39.937006,1.100100,6.905985,-1.882553
40.037006,-1.810469,8.767601,-11.089537
40.137006,-2.747858,9.900902,5.832804
40.237006,-3.717250,7.295118,-5.662016
40.337006,-1.019043,11.050354,1.668695
40.437006,1.037289,8.294122,7.591828
40.537006,-0.005384,7.256833,-3.459423
40.637006,-6.620342,11.467303,-5.229215
40.737006,3.066402,9.821640,8.934800
40.837006,-4.135396,19.206289,6.425327
40.937006,3.819543,3.981657,21.884157
41.037006,-3.989434,11.281859,3.095116
41.137006,-1.737787,7.002894,-2.084448
41.237006,-1.226022,10.849956,6.655636
41.337006,-2.839383,7.906484,6.469594
41.437006,-4.473382,13.133307,-3.059523
41.537006,-4.596014,3.085844,8.588140
41.637006,-0.077767,15.173786,9.870094
41.737006,-1.249353,5.105984,12.881461
41.837006,-6.350551,11.430813,8.582756
41.937006,-0.663709,6.021538,5.286344
42.037006,0.291027,12.516556,1.929512
42.137006,-1.378266,6.382555,4.240680
42.237006,-6.634101,5.966204,1.242772
42.337006,2.402394,9.395418,-6.066104
42.437006,-4.148257,13.669298,4.888536
42.537006,1.311267,3.076572,1.526920
42.637006,-8.816056,14.979070,0.129811
42.737006,3.032604,7.394121,3.739384
42.837006,-1.930709,11.534003,6.125028
42.937006,0.401097,6.595517,4.679165
43.037006,-8.672486,10.020244,0.183350
43.137006,2.425724,9.111569,2.529513
43.237006,1.736292,6.494719,8.088937
43.337006,-4.517948,15.360725,-0.172881
43.437006,-5.024928,5.341977,7.290931
43.537006,-1.540978,11.362318,-2.540280
43.637006,1.320240,9.349955,4.802694
43.737006,-0.463609,7.622037,-1.291526
43.837006,-3.622734,10.311870,-6.827321
43.937006,1.675873,13.298411,8.402696
44.037006,0.448056,3.630510,-1.180559
44.137006,-0.024227,8.549854,-5.396712
44.237006,1.046262,9.209974,14.146069
44.337006,-0.819243,13.167105,4.352544
44.437006,-0.579960,11.069796,8.682656
44.537006,0.998405,7.115955,-3.441477
44.637006,-1.300798,12.325130,4.822734
44.737006,1.758126,3.672684,6.973283
44.837006,-1.864607,6.985547,-1.797010
44.937006,0.004187,11.031212,-7.604989
45.037006,-0.263809,6.176773,11.535200
45.137006,0.763909,5.847161,0.484247
45.237006,-0.748953,8.571091,1.272982
45.337006,-1.684846,8.985049,3.437290
45.437006,-1.095913,8.716754,0.945464
45.537006,2.780759,5.056633,1.212862
45.637006,-4.853841,17.341982,10.811670
45.737006,0.616451,3.246462,13.447065
45.837006,-2.556731,2.741576,1.921137
45.937006,1.141675,19.559830,5.373682
46.037006,-0.259920,3.980161,14.170894
46.137006,-3.609872,9.471390,5.662914
46.237006,0.987338,7.981260,-5.696712
46.337006,-0.653540,8.248059,7.892128
46.437006,0.925125,12.677773,7.835597
46.537006,-1.423430,1.741078,7.420741
46.637006,-8.338388,11.601900,-4.047759
46.737006,4.580461,-0.969392,-3.509373
46.837006,-2.465804,10.518848,-3.029613
46.937006,-5.874081,11.743974,1.654338
47.037006,-0.702892,1.640280,-2.469393
47.137006,1.461416,16.840685,-4.213461
47.237006,-1.389333,3.635595,1.836192
47.337006,0.597907,14.010574,10.459626
47.437006,-6.351449,3.429214,2.089532
47.537006,-4.698307,13.344772,1.249951
47.637006,2.436193,11.586645,3.127718
47.737006,-0.548256,4.747958,11.094322
47.837006,-6.899704,13.509578,3.233002
47.937006,0.177966,9.067901,10.421341
48.037006,-0.056530,9.882358,4.640880
48.137006,-0.376570,8.397013,-1.328914
48.237006,-3.953541,7.848757,-2.182254
48.337006,-3.128616,16.177277,1.255634
48.437006,1.803590,3.071188,13.602598
48.537006,0.038883,5.721239,13.683057
48.637006,4.926523,4.958826,-2.529213
48.737006,-1.113560,13.525131,-8.540881
48.837006,-2.007578,9.105289,2.434996
48.937006,0.206680,8.813364,-0.832702
49.037006,1.082752,13.785649,6.293124
49.137006,-0.590728,6.662815,5.867500
49.237006,-2.552843,11.072786,0.719940
49.337006,-0.070588,8.003393,7.063313
49.437006,6.310771,8.615358,5.359025
49.537006,-2.127518,7.766205,0.103789
49.637006,-1.017847,14.859728,4.986941
49.737006,2.051546,6.109474,8.411369
49.837006,6.833901,9.271589,-1.698306
49.937006,-0.811167,9.322736,-6.122336
50.037006,-2.586641,11.161920,3.993322
50.137006,0.615853,6.666703,8.630612
50.237006,6.872785,9.550353,4.493721
50.337006,-0.892523,6.667600,-3.110071
50.437006,-2.518446,11.451451,3.945465
50.537006,-1.303789,7.903792,6.320641
50.637006,5.453243,7.194320,1.926820
50.737006,-3.782454,11.911471,9.757033
50.837006,0.614058,6.859624,5.320441
50.937006,-3.110370,10.763515,3.757928
51.037006,1.695913,11.769996,8.250154
51.137006,-3.378067,6.140880,12.717553
51.237006,-1.074377,9.843773,9.093025
51.337006,1.042074,6.170192,8.504690
51.437006,-2.546263,9.489935,-7.332805
51.537006,-5.341678,11.138290,2.171487
51.637006,-4.017549,7.370193,10.269995
51.737006,1.643869,5.725127,3.096911
51.837006,-7.274181,11.188540,-3.774379
51.937006,0.843769,8.865108,9.418449
52.037006,0.307777,10.298409,9.841979
52.137006,2.728715,6.740880,-0.730409
52.237006,-10.415060,10.548161,1.400100
52.337006,2.840879,7.619645,8.177771
52.437006,-1.062413,6.799206,4.483850
52.537006,-2.804986,15.429219,-2.898905
52.637006,-0.632603,3.729513,2.285146
52.737006,1.395913,9.310772,4.328616
52.837006,-0.960718,10.905588,1.497907
52.937006,-0.559621,9.009874,-1.457229
53.037006,0.222533,3.721736,2.356332
53.137006,-3.890131,12.996915,-1.375275
53.237006,0.622134,8.030014,2.311167
53.337006,-1.517050,9.131310,5.027919
53.437006,2.682055,8.935099,0.485743
53.537006,-0.716052,9.395119,0.287737
53.637006,0.400499,8.483752,4.730311
53.737006,1.849054,9.324830,0.043669
53.837006,-3.699603,9.069695,1.882852
53.937006,5.144269,9.073882,4.877769
54.037006,-2.591128,3.785146,-2.877369
54.137006,-0.769292,11.749059,-5.015356
54.237006,-1.779363,9.895817,12.346965
54.337006,-6.726823,10.607383,-2.943471
54.437006,3.742973,12.168401,0.723829
54.537006,-1.774577,4.239783,5.580361
54.637006,-0.432503,9.247960,-6.173183
54.737006,-4.202395,7.536793,0.889532
54.837006,1.548455,9.262018,6.019444
54.937006,-2.382055,13.486247,5.200202
55.037006,5.207679,7.093224,6.782156
55.137006,-1.718346,8.173583,-1.760519
55.237006,-4.439882,9.279067,7.323234
55.337006,0.772882,10.190733,1.754238
55.437006,2.783152,8.815457,2.210669
55.537006,-1.812862,10.891829,4.489533
55.637006,7.943573,9.427423,2.909373
55.737006,-1.156332,5.576772,-8.566605
55.837006,-1.587638,12.338291,2.718546
55.937006,-0.654736,9.898808,-0.465404
56.037006,-2.357828,9.711270,1.229313
56.137006,-1.992922,14.891133,1.909772
56.237006,1.607678,1.014856,6.655636
56.337006,-7.386643,15.697814,3.829414
56.437006,2.808576,3.197708,10.156036
56.537006,0.516551,6.969096,3.748955
56.637006,-1.522433,10.379766,-1.107877
56.737006,3.363411,8.095817,8.435896
56.837006,-2.976671,13.820345,7.150651
56.937006,0.641276,6.046064,-5.220840
57.037006,-2.767598,14.816358,6.892825
57.137006,1.663311,4.648656,-2.805584
57.237006,-0.438186,12.252748,8.023732
57.337006,-0.245563,5.395815,6.794719
57.437006,-5.858826,12.647563,3.157330
57.537006,-1.724029,7.352247,2.447259
57.637006,-1.844567,11.465210,7.846963
57.737006,-3.710072,2.087140,7.612167
57.837006,2.575275,14.681762,6.608378
57.937006,-1.509273,5.277370,15.654145
58.037006,2.981756,9.127721,-6.786942
58.137006,-0.492323,13.173685,3.252145
58.237006,-1.634896,5.081757,1.755435
58.337006,-1.558924,7.476075,-5.030611
58.437006,0.709771,12.664014,-6.728916
58.537006,0.399003,8.402397,-1.188635
58.637006,-1.167398,12.852748,1.775175
58.737006,2.035993,8.811869,1.579861
58.837006,-3.665804,6.477072,8.594720
58.937006,-2.392524,5.624330,3.626622
59.037006,3.549154,10.859825,1.585245
59.137006,-4.482355,8.259725,1.167398
59.237006,2.273780,11.979667,7.198807
59.337006,-0.953540,8.448459,5.586044
59.437006,-6.204290,8.532207,-2.617150
59.537006,3.544967,11.429915,-1.126421
59.637006,-5.831907,8.213962,8.243274
59.737006,-0.697807,8.990134,5.490332
59.837006,-2.788835,12.853645,7.903194
59.937006,-0.837189,4.304688,-1.458126
60.037006,-1.927119,17.008482,7.406683
60.137006,1.435694,5.286344,12.257533
60.237006,-1.461416,11.865110,-0.341575
60.337006,5.737092,8.407183,9.489336
60.437006,-1.626820,8.408080,6.538089
60.537006,-2.658127,10.484451,6.821638
60.637006,2.980560,4.898706,-4.225426
60.737006,-4.867898,12.617653,-0.729811
60.837006,-1.332802,7.413563,2.563311
60.937006,-1.313361,12.414562,4.594818
61.037006,-0.463609,9.297313,-1.054338
61.137006,1.953441,12.667603,5.967102
61.237006,-1.723131,6.186344,8.272287
61.337006,0.227318,7.264310,1.156631
61.437006,0.697508,13.593327,3.105585
61.537006,1.347458,7.583752,6.781857
61.637006,-3.178865,13.826925,1.087239
61.737006,3.412165,3.431009,-1.695913
61.837006,-2.841178,12.290733,-3.164807
61.937006,-0.570688,8.456235,1.251745
62.037006,3.171088,8.553444,-2.526821
62.137006,-3.186941,9.584750,4.924728
62.237006,-0.808774,7.962716,6.261718
62.337006,0.598804,8.980862,-9.571889
62.437006,-4.400700,8.131110,-4.836194
62.537006,0.405583,9.201001,3.204887
62.637006,-0.232403,5.431109,1.023530
62.737006,-1.799403,12.922139,3.777968
62.837006,2.173580,9.409476,6.941578
62.937006,-3.228516,10.957334,3.596113
63.037006,0.467199,10.989038,-0.094816
63.137006,-2.286940,10.600802,7.070492
63.237006,1.188934,7.517950,13.337593
63.337006,1.425823,13.795220,5.405685
63.437006,0.387338,1.620539,0.533899
63.537006,-0.291027,12.998112,-5.077869
63.637006,0.126221,6.687939,4.843073
63.737006,-0.384646,10.786546,5.621937
63.837006,-2.838785,7.265806,7.148558
63.937006,0.602692,10.272388,7.290033
64.037006,-2.089532,4.549354,3.644269
64.137006,0.655334,6.348458,-4.510171
64.237006,-0.976571,7.356135,0.757029
64.337006,-3.281457,13.566407,1.491327
64.437006,0.048455,10.928320,-7.006484
64.537006,2.289333,15.302400,9.874282
64.637006,-2.512763,3.990032,5.361119
64.737006,-0.336192,12.315260,5.495416
64.837006,1.380958,4.176074,4.493721
64.937006,-2.439782,13.876876,5.717949
65.037006,3.774678,6.592525,3.786343
65.137006,0.105284,13.134204,3.495914
65.237006,-2.585744,6.120242,7.524231
65.337006,-1.980360,10.260722,1.734796
65.437006,4.310072,8.683254,-1.511068
65.537006,-6.019444,8.647362,1.849951
65.637006,-0.742373,10.413564,-3.082853
65.737006,-1.481157,6.153742,6.822237
65.837006,-7.274181,10.177871,-0.348754
65.937006,2.114358,8.049456,1.853839
66.037006,1.410270,12.238689,1.346860
66.137006,-1.447359,16.194324,6.808478
66.237006,3.344269,1.672284,4.763512
66.337006,-3.811168,5.863612,-1.042972
66.437006,-0.607777,12.905689,1.484746
66.537006,-1.767100,7.641479,12.296118
