,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
0,-0.7323932610637679,0.11819580230364896,7.318922448116886,-0.000863163789984953,-0.03614094792030074,0.0032210411646365093,-0.27391775962904263,0.18308151376800977,0.007398118342095726,51.50668406214656,4.861712688905846,3.6650229901594678,0.0017889187830960487,129.83480359663886,5.6635593203385035,0.7266714895018599,1,0,0,0,0,0,-0.11526768107502589,0.5818820635968334,-0.430839818353312,0.6497080582888597,-0.16333125221326242,0.06263576560447037,-0.4505771492392816
1,-0.8294491323564476,0.09300009790384234,7.71362806273096,-0.0009755251282583547,-0.07004660672098911,0.00590568273599739,-0.42010707901992894,0.20866418716780755,-0.0058545928183368285,52.00465312374498,4.895678171005122,3.719711607377487,0.0008140778893884242,234.12360292082087,5.7064961405772605,1.0237906125199614,1,0,0,0,0,0,-0.4119343892034892,0.6054726860967811,-0.44052977607573857,0.5242005581678246,-0.26744488351452594,0.10888848394154269,-0.39653561046139846
2,-0.9742479771350375,0.3179850412848899,8.171963284296895,-0.002415233570890932,-0.05443440525992078,-0.017522970415386353,-0.5817793175981056,0.4257419358218356,-0.01669290206833376,52.19793554022066,4.908643096563645,3.744950233810137,0.0003095844719461586,260.8527092567547,5.722579387433442,2.036286987478764,1,0,0,0,0,0,-0.51946423769939,0.7247802628941202,-0.4077329971258375,0.5307034207408491,-0.280200398985317,0.14875700117786414,-0.3823705422913867
3,-0.920831908541222,0.39576120454810176,8.74826668549269,0.015835009538794152,-0.07392884552286873,-0.0058029591882201095,-0.23098874481821835,0.4546014536706214,0.025433346109467302,52.26414627081844,4.9160454166966,3.7678683489124354,0.00011023825058992907,266.307289088289,5.727904650081885,3.387260023435613,1,0,0,0,0,0,-0.5695991841311668,0.8396936734279531,-0.35261006323477767,0.563352986591397,-0.26214425659987417,0.20032157533263514,-0.3332139150617349
4,-0.4415278597871965,0.5866536971192986,9.025927514935733,-0.037139551764388226,-0.00608389919732967,-0.17708995554404486,0.044415980679502975,0.32489014403336647,0.010404535997226506,52.30751190197074,4.919524276053406,3.7921473387892286,3.7779406831476526e-05,267.358405109017,5.729644056913547,4.875749443001082,1,0,0,0,0,0,-0.6022276244396683,0.9454277612930883,-0.24730777983358862,0.5669918787749488,-0.19582402774415011,0.2711433901783925,-0.3095337801380951
5,-0.4290831830607208,0.34873708887013644,9.277412866595286,0.003606505679273654,-0.09143117056227122,0.11702157571707691,-0.22421976386425774,0.0978919567369077,-0.06285576718786472,52.32931449008246,4.921017493279059,4.030868136317496,0.17519425185889004,267.55544009258756,5.239197676635432,5.3153233047299295,1,0,0,0,0,0,-0.5694742761036158,0.8380111415476258,-0.3082472089242383,0.5506971923794584,-0.24495063262393316,0.06348769594109815,-0.21764621170711915
6,0.052846327737520626,0.20048438028958918,9.643042671652184,0.0322434869339738,0.01487044065504553,0.008060628428260816,-0.033908191770013335,0.12547631939885578,-0.1854737694435161,52.33911905718183,4.921623744995539,4.384338329448285,0.45106831747502996,267.59183588770844,4.705505844709575,5.073446157663676,1,0,0,0,0,0,-0.5054163110645263,0.6110043495641349,-0.3404469795170116,0.42580622952692865,-0.10715026494278188,0.09112555754507104,-0.13897019929934773
7,0.2443945568687453,0.15420892597951102,10.077604330038863,0.017332205340749057,0.07161863870961355,-0.2105940811342139,0.3042194498954991,0.30558955498543106,-0.16500468091628867,52.343262215905334,4.921856389539596,4.7376137170116,0.7957511406688826,269.5471021286046,4.345371906234507,4.719850270828895,1,0,0,0,0,0,-0.4628339553758998,0.444455520069908,-0.35101809337104223,0.30409349737157537,0.03243365479389526,0.16947101349838173,-0.1264224481122424
8,-0.1881920966213367,-0.3557521052929475,10.101902933988972,0.08118943931979028,-0.013120583820651316,-0.13363668659871275,0.35235330180979224,0.4399207829104013,-0.5551039661674158,52.34494396486416,4.921938405389621,5.082556631760649,1.1716676253126463,272.0486000660796,4.099465107819463,4.364142300813204,1,0,0,0,0,0,-0.4353121886072008,0.33545640321390474,-0.4178900255302155,0.2591004662673176,0.10235813622028672,0.13596755968960098,-0.06970896960040399
9,-0.0027855642406971193,-0.34981412980519444,9.93905805470623,0.10121003060286873,-0.025824687037224944,0.00751143585438932,0.5987216054906197,0.4556114772025648,-0.7043666794669096,52.34560923145127,4.921959710989283,5.164808866999662,1.5293877474827193,273.34577662494905,3.955100545501936,4.061019149732188,1,0,0,0,0,0,-0.4059840090675787,0.2598492403095886,-0.40513961480843746,0.18298878735262636,0.10514099876218781,0.0890899981834394,-0.08170828514357735
10,-0.26812065264647167,0.08918699476572278,9.418298308482171,-0.03652382777782362,-0.09053905641649723,0.02957665068187052,0.35727973097740773,-0.08748026354102423,-0.22334628081135305,52.34586625719038,4.921957278818233,5.106973591781436,1.874068119456478,274.2919514852521,3.863593064423321,3.7915771964408633,1,0,0,0,0,0,-0.3771483710239162,0.21288705472133113,-0.32218228637167357,0.09845342734455556,0.015145941178368793,-0.06028666920997607,-0.22678164362658443
11,-0.15683035230237682,-0.146400114856924,10.023174745954003,0.04253297784446457,-0.06342011960283093,-0.060259600043409,0.29866323256065114,-0.4128484762083094,0.011069087552641022,52.34596550204318,4.921944071556538,4.95788504125823,2.1086619112349596,274.7197419188786,3.8201080075044174,3.5790626713238956,1,0,0,0,0,0,-0.35149120807643786,0.16018390474623456,-0.30722570564380586,0.05429448344996348,0.04786264186896316,-0.013547297551919945,-0.07326776343684237
12,0.014299621080409414,0.2297043933058382,9.871929799449969,-0.11037551985130549,-0.08988177410900128,0.0639666031850348,0.5203425441679868,-0.4359236088420809,-0.3519695219689621,52.34600146926633,4.921926636068899,4.769970616648575,2.281052079704986,275.00725549310647,3.801737312693238,3.3993694214451753,1,0,0,0,0,0,-0.33925550137499183,0.14618555048164275,-0.27178711778157594,0.007293145559506893,0.00473421380277355,-0.06225514488921875,-0.2436337243575278
13,0.03217198541057287,0.019455870102945805,10.012785349584545,-0.056765206655202044,-0.0368117611442955,-0.022496848444064882,0.4184525528044951,-0.49944116699669866,-0.08922759979782546,52.34601611685929,4.921907155140948,4.820811248225664,2.3988517652989874,274.86015346247615,3.794459938440018,3.242402958954649,1,0,0,0,0,0,-0.32603641539164063,0.11297551240042662,-0.26787294674290196,-0.010730352988712404,0.0442102268833032,-0.041762187827157744,-0.12847554296830502
14,-0.18279488308502423,0.14540356873905969,10.000075741184826,-0.044502376387516196,-0.0067183103965084146,-0.0005079779072844209,0.2515017926886658,-0.7635393335203955,0.11440047458077152,52.346023581398235,4.921886674388947,5.002302278861445,2.490409487984264,274.59260141006826,3.7916915203002737,3.0965779776066493,1,0,0,0,0,0,-0.31597375870486166,0.09973857462363793,-0.25043445657303437,-0.02069953645345284,0.01783678400869966,-0.11734561666319736,-0.12049195214904215
15,0.0304807829528487,0.11198490844445794,10.06653925647639,0.07430754096154008,0.022577786264592326,-0.01453407352099718,0.04218475195558602,-0.6748062875031633,0.17991437232578295,52.346026096366174,4.9218664959967215,5.034786218898747,2.4571425351476934,273.9680982372121,3.7906674263108884,2.979265686322153,1,0,0,0,0,0,-0.31254073899057594,0.0772754407197425,-0.28127979821154736,-0.01085980715850305,0.04015950634086568,-0.09350354579459133,-0.037064385379004694
16,0.12971573470210437,-0.35663984019258954,10.382949791325206,0.0853998258729008,0.002023640541883278,0.048372675148544146,-0.08340215185240504,-0.9076501060557794,0.6949910011848448,52.346026943714385,4.921846736269272,4.9781003791558955,2.354290495103184,273.2447104353122,3.7902961912211848,2.878972281128537,1,0,0,0,0,0,-0.30250820219629115,0.07052403324796994,-0.2930404511673471,0.006698450805818689,-0.04515044095885637,-0.14415821803529227,0.07230267199145173
17,0.25428998759094573,0.12183882091429771,9.945922652108221,0.06620537933268653,0.012035765937805542,0.02475596057658303,-0.08420453268997576,-0.7594451612028288,0.48381399201860514,52.3460272292047,4.92182584470771,5.002001906342655,2.544187152804882,272.0955422377778,3.790163722941517,2.7598460370651443,1,0,0,0,0,0,-0.29265920961839725,0.05087703348159248,-0.2545153514865179,-0.04290487650009823,0.0006543674326082126,-0.12737518161601685,-0.053059818087256544
18,0.13665459902592697,0.8383445965078535,9.635390434178971,-0.0974595472642564,-0.007334096518012888,0.01305031095267867,0.05594484905460702,-1.0785911557718868,0.576052865568541,52.34602479595114,4.921804575782121,5.075456380185954,2.908111928098161,270.8275885337016,3.7901169899564837,2.627010661406354,1,0,0,0,0,0,-0.27138087378321696,0.04333403953291199,-0.14451103026532816,-0.12603666908850725,-0.02440490925780137,-0.20173550527277756,-0.23888570129182038
19,0.5128624684887657,1.4642562639416123,9.094676787234352,-0.1956786072625445,-0.09119034329972511,0.009991880346416737,0.6414192361967139,-1.5030833288034193,1.0734486519459236,52.346023976134305,4.921782227474219,5.2482402959663785,3.02799275144697,270.563329297242,3.7901006255201963,2.554528529599461,1,0,0,0,0,0,-0.2612048939379291,0.05224568478694776,-0.05662204134011334,-0.18772440324236825,-0.09171799066875226,-0.21346515581958303,-0.412409536139013
20,0.4086278470203867,1.7220220895264418,9.012613622055792,-0.23348458536281794,-0.08267997983721648,0.0872311784635078,0.36234298857209357,-1.6686705645722193,1.1264031850338658,52.34602369991992,4.921759201434996,5.470667823182485,2.9932147855285134,270.5854251310755,3.7900949676953943,2.521845886364231,1,0,0,0,0,0,-0.26503163251966866,0.05928110446792874,-0.0662376253739846,-0.16396532871505073,-0.12698338814474078,-0.32016158301441316,-0.4234268769178344
