,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelbrake,labelstop,labelturnright,labelturnleft,labelaccelerate,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
10.0,0.1217826626244162,-0.355519236199909,10.332663306626523,0.023412946451279334,-0.06427244766934964,0.13283945234221878,-0.3442012549011439,-0.9063543766939266,-0.45698353915876155,52.350546076962544,4.925567303570323,3.3736319047375534,2.78547344334783,225.80398312199162,3.7900938397827932,2.5313114338808447,1,0,0,0,0,0,0.012463244424532664,0.004594452769255217,0.06568080319663552,-0.08879819990145771,-0.18119066461357544,0.08334773955394019,-0.0581200950775279
10.5,1.5955065063947802,-0.03880729604104771,8.738356953262532,-0.029188741678064,0.019565408537698434,0.027450652995390123,0.276343451922427,-0.49430266324688305,-0.48344523399690753,52.35053716067991,4.925554169725221,3.379797490080446,2.566467668689437,226.01584181160615,3.7900926023028787,2.5392806037141757,1,0,0,0,0,0,-0.004066868526101241,0.03357776090358494,0.05738805809789758,0.11724372255042126,-0.04643567948544089,0.02930449055069755,-0.09267175109423212
11.0,1.1760453497096337,-0.5565317160780722,9.545735148013614,0.03912313774611845,0.023619439612448695,-0.015270739960879187,0.4768089622679321,-0.40605797419241635,-0.6715586088518917,52.350529091504555,4.925541526524477,3.3972363454558483,2.3220719168852844,226.08831942190878,3.790092193318497,2.5488955589719744,1,0,0,0,0,0,-0.0014574764096756789,0.005712953044745939,0.12804149789747613,0.017530336684063383,0.0009537346087551135,-0.06811730575992214,-0.08043032720864643
11.5,0.4831892338157523,-0.9061759777102639,10.08929867109063,-0.010261241465299997,-0.01018031346453449,0.02918249951759981,0.5424838212396539,-0.3776968961169878,-0.7345754841833569,52.35051880075588,4.92552713986458,3.1159275814250167,2.5992404665344697,225.8830972376717,3.7900920581500612,2.5341494742423687,1,0,0,0,0,0,0.010247805372295787,-0.007832794360195003,0.12011569855511832,-0.04745780308079418,-0.04190862660379105,-0.09547305196242696,-0.0703627379464318
12.0,-0.05333889600441666,-1.7594056324282938,11.082404344030277,-0.002757762101882711,0.007796870849758473,-0.018825056537122603,0.357855540102037,-0.31121230816679984,-0.4275110990645302,52.35051026187083,4.9255124897169384,2.753403954152108,3.0300658233894286,225.63931488727107,3.7900920134771914,2.511324726147144,0,1,0,0,0,0,0.027549384482815957,-0.06533150654066289,0.08034951680315976,-0.17902385840031443,-0.028257076060028384,-0.19654136726443408,-0.09706261069605576
12.5,0.1407648505592313,-1.925385366923122,10.549511438238328,-0.023885199877811788,0.0022495267789417912,-0.03228282316619976,0.4336282265566239,-0.4691380438421924,-0.2043939794844277,52.35049981060368,4.925497433870338,2.6362576108901363,2.850144315149414,225.2179388466898,3.7900919987129065,2.5037555313852735,0,1,0,0,0,0,0.023286547694618877,-0.06386809154458029,0.10263218395201819,-0.17943342509242025,-0.021531665725625624,-0.16602524397924284,-0.11683951704143597
13.0,-0.09143624105883788,-1.8502724504663766,10.778271282081894,0.003409539323875315,-0.025231899011979707,0.03961010935711238,-0.4744443617129138,-0.9604629080308265,-0.2875117490495154,52.350488705799535,4.9254825605923065,2.5858176637011385,2.490292167405664,224.77191607119408,3.7900919938333426,2.5012454178407952,0,1,0,0,0,0,0.020523108362937907,-0.051744027136985615,0.13092475834836326,-0.24508243626081908,-0.17474660988640553,-0.0593159371881862,-0.108920832183291
13.5,-0.943637391849643,-2.250935079108642,9.681045419849069,-0.012057906564929242,0.025631191049549067,0.03250381596242358,-0.7719396219594379,-1.1183704601221762,-0.31535571350207164,52.350482399782926,4.925471880146418,2.6108506151130633,1.8763944096572698,225.48502118140703,3.7900919922206575,2.5004130082907183,0,1,0,0,0,0,0.008163019076579011,-0.02673771920158317,0.27507486954752536,-0.2380783820793285,-0.1654966373806412,-0.020630784537594104,-0.06932699263361267
14.0,-0.6813431563821246,-1.364329461542475,9.594555323257962,0.02643224972944859,0.06078573437054968,0.008500448812028716,-0.4665264854449472,-0.7053258993116375,-0.2595397019626533,52.350477733702796,4.925462597738275,2.6564009994435955,1.1876528822296124,226.3590645269928,3.7900919916876687,2.50013696274665,0,0,1,0,0,0,-0.011599018723426504,0.011672923296834385,0.389587047735046,-0.12869489283677188,-0.09591130476476224,-0.0170150840798964,-0.0552767720699515
14.5,-0.6944417946724862,-0.7036300757805175,9.573781774451039,0.006365151312902034,0.0004838008517020001,0.051383466769434435,-0.23035194036845238,0.10482420983614948,-0.06771297022290831,52.35047362805416,4.92545854912821,2.9790144597591754,0.6673178991552441,226.50626360447322,3.790091991511517,2.5000454198968676,0,0,1,0,0,0,-0.020065066459892325,0.048923410493351215,0.4810261577859745,-0.04990266713205117,-0.1503756444449531,0.0011132585773594198,0.013206238647623245
15.0,-0.5371389435178484,-0.3933782164719236,9.721977559932421,-0.0003156482423871416,0.0033381800070556517,0.003061238009982002,0.009069335763090547,0.20326032716318143,0.19590531591740415,52.350472224990796,4.925456245650557,3.3769479777527414,0.19659670966946963,226.5525362992041,3.7900919914532993,2.5000150622492754,0,0,1,0,0,0,-0.032757194862328996,0.05102972091699977,0.5545059034142794,-0.037660506410005526,-0.10209981452951007,0.008019907340920738,0.027256016269476765
15.5,-0.8900711421751243,-0.07546572461109374,9.591106906138231,0.0018460852459963937,-0.002922534816831114,0.003551698925141217,0.08750656178600233,0.2348968419366751,0.2842158929064407,52.350471745508266,4.925455477590068,3.646587178253265,0.057918821451948155,226.58479480247487,3.7900919914340587,2.500004994977287,0,0,1,0,0,0,-0.03700711941678645,0.06494502158959989,0.5989924949935369,-0.013359329091071424,-0.07856590044632508,0.047283614840741464,0.0557085764841885
16.0,-0.5231104187502267,0.01974140285879572,9.730772998163058,0.002425342172894928,-0.02718447609244348,0.00635781830841391,0.13161498543197886,0.23059402793680553,0.28063463341224065,52.35047158165002,4.92545522149168,3.881349355321567,0.017063306318923603,226.61510735705582,3.7900919914277,2.5000016564457037,0,0,1,0,0,0,-0.037826649456533856,0.05723358622886824,0.5817533121519515,-0.016166671039393413,-0.09987313536536847,0.05483688924381519,0.0559512455592386
16.5,-0.2957521435649182,0.09294228728076695,9.775782998517126,0.0017884278411213913,-0.014674014647948696,0.002948686651536449,0.06785806636761685,0.1263694869447048,0.13311582617210538,52.35047152565315,4.92545450041372,4.03452213350316,0.005026974224172941,226.64514970580188,3.790091991425598,2.5000005493142834,0,0,1,0,0,0,-0.03884194096291353,0.0529857879042785,0.5668478235308664,-0.006660010369950137,-0.10308020168085712,0.054812393639244526,0.052797185855666624
17.0,-0.12156786473884623,0.1342227011185696,9.771942346723588,0.007374893736130102,0.005835611574266821,0.01052177240741204,0.034005828965469304,-0.07089750216378149,0.10678277410234528,52.35047401758034,4.925453624295211,4.165514350789809,0.0014809831915443962,226.67516767498097,3.7900919914249034,2.5000001821648494,0,0,1,0,0,0,-0.04083612213933814,0.046708933658537795,0.5548660204694525,-0.00774251754781876,-0.09177220879619546,0.06760767129172965,0.041319655268225654
17.5,0.13780947354204848,0.5303455389769042,9.909857561772,0.0032889245605503574,-0.026713910862829163,0.1107999889776515,0.06457540362126302,-0.2865440698649585,0.15417789740910764,52.35047486917093,4.925452060794982,4.460002530528883,0.0004363084264665945,226.70516911890007,3.790091991424674,2.5000000604099206,0,0,1,0,0,0,-0.043294837758423146,0.05041231092921287,0.5299499793285353,-0.0065085127357040196,-0.1462207994539045,0.1447842679171545,0.04173029209005745
18.0,-0.05647071697442224,0.8741551042199074,9.771199298225591,0.017086916108541683,-0.009834485911394152,-0.041961169217864774,0.07459035582368705,-0.35585100729998465,0.1700549852506505,52.35047264912974,4.925450585940378,4.798937012178399,0.00012853963778430166,226.73516826819463,3.790091991424598,2.500000020033275,0,0,1,0,0,0,-0.047635059464701326,0.053919501402713996,0.5471813191626378,0.03526051567553517,-0.04260246057704021,0.14957529674359113,0.05574818471414204
18.5,0.6336636494576287,1.0484987807912085,10.243000432395585,0.0012379253122068758,-0.04856716124989757,0.21363007748718274,-0.629762644886378,0.19482799244587368,-0.10521567111286895,52.350471890453406,4.92544882280047,4.853076367380932,0.14464337551099338,226.76516709886775,3.790091991424573,2.50000000664348,0,0,1,0,0,0,-0.036086791892960456,0.06259478743178074,0.44907831383862923,0.057534116147994446,-0.31901345417537974,0.16422188618543987,0.08563098006038398
19.0,0.5901468542488879,0.7707638510528473,10.612281999851012,-0.011286592678767502,0.03096940997774507,-0.03676691245721661,-0.2992648386639622,0.3273849754349536,0.17293185358379792,52.35047163118354,4.9254469635361,4.829793694136939,0.3318240047014991,226.7951658852985,3.7900919914245645,2.500000002203126,1,0,0,0,0,0,-0.038038090754251255,0.03090373302680232,0.4474617744270453,0.0515346184132237,-0.11165027312473452,0.03128970770632282,0.05643170372685702
19.5,0.3539258765741967,0.479573236226211,10.143836841331009,0.0230559258377071,0.021151088049021827,-0.17549796020133454,-1.028928546126147,0.39480204242016875,0.14473437164432737,52.35046652045361,4.92544157594884,4.804056712053262,0.9089593804801026,225.93818696465826,3.790091991424562,2.500000000730606,1,0,0,0,0,0,-0.021209661250116515,0.023850914710550404,0.35427821176842056,0.06171323599763731,-0.12473117591064166,0.024410267147155003,0.06726713243925463
20.0,-0.11033748721974013,0.6552641597083411,9.684451393697964,0.020563678614884368,-0.007853486498169866,-0.16026988267172543,-1.2679749586575142,0.41646930331565374,0.13528838086663453,52.350462262850456,4.9254353297374704,4.777652869240705,1.6009782836222688,224.95804623965032,3.790091991424561,2.5000000002422853,1,0,0,0,0,0,-0.005411325686847393,0.03813226806051293,0.2638025079201685,0.10358957604418825,-0.14577880692503098,0.07797961902194381,0.08503745371445527
20.5,0.18785886958910086,0.023075991457663036,10.445012436085799,0.011228470780099083,-0.07927222124181205,0.18956691134752218,-1.0466657795852994,0.04271994660628514,0.17966317207470744,52.35045829679464,4.925426572330498,4.55096194081541,1.706097117811097,224.77888838136852,3.7900919914245605,2.5000000000803473,1,0,0,0,0,0,0.0044240327154691835,0.005820670825402892,0.21249862386605778,-0.054942242893075977,-0.3391702012957368,0.12375625451670721,0.05035454464492871
21.0,-0.08636122716020367,0.6819869289174145,9.133681192685847,0.062223554425933164,0.05948412783920365,-0.052298491598751246,-0.26727570739120166,-0.45019271551138484,0.02673524734089544,52.35045191930859,4.925416977602565,4.269822288086306,1.6383109203694635,224.710951463982,3.7900919914245605,2.500000000026645,1,0,0,0,0,0,-0.012516525891626325,0.039939985601960507,0.29239186814257695,0.10284677286869892,0.02365915518192374,0.12318629971042878,-0.0005813686085866833
21.5,-0.07514060240549572,0.1563508822569537,9.576391751770199,-0.07188367920911906,-0.11560770987719765,0.31122311982610806,-1.3456384463002236,-1.0025191658241348,0.23834288554860264,52.350444717740956,4.925406785839492,4.133562050309921,1.8087966348225801,222.72088325093057,3.7900919914245605,2.500000000008836,1,0,0,0,0,0,0.0026025346257478824,0.04311124066233151,0.1847195745730268,-0.07040722821499105,-0.4312196188955596,0.31832773374546053,0.015188379035870291
