,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelbrake,labelstop,labelturnright,labelturnleft,labelaccelerate,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
92.5,0.860157500601442,-0.28936000942827883,10.808941676273509,-0.0036259326040801003,-0.050839716599257886,0.09608902045776499,0.1292224176760421,-0.4586775815336608,0.5104577906164764,52.35164032982428,4.922727885687714,4.409524130720324,3.600164673813232,315.852693378753,3.8136830925247036,3.113835092530923,1,0,0,0,0,0,-0.3097295740547431,0.1824618198327701,-0.18372464752143608,-0.1833120618699744,-0.040468274458782046,0.006396042042271295,0.05071943091764847
93.0,1.6346359509832311,-0.8398997469093878,11.84852376349383,0.0016414996141833373,0.10327871809844809,-0.04396653131659792,0.5573041616578378,-0.949435824106754,0.8749896573570481,52.351651874133985,4.92270797889428,4.180064883750547,3.437808107262437,315.89342595563886,3.797888798292378,3.095878326917329,1,0,0,0,0,0,-0.31918189717632284,0.10727659381515153,-0.1783989576360917,-0.2729198092152045,0.16519993975953876,-0.1347062733758649,-0.06530414291530086
93.5,0.6877299280337932,0.14664849718611717,10.493583157337818,0.004962724939680037,-0.07020973188426922,0.010452723331359895,1.0910572328209338,-2.728301276323125,2.4249350307853974,52.351663352474226,4.922689263239794,3.8776328644682847,3.333545317202587,315.51158268047675,3.792668818893359,3.1172816201258886,1,0,0,0,0,0,-0.3468783209761067,0.17520306692771745,-0.11514373329130845,-0.35183338579431706,0.2418064088186675,0.3095190960741187,-0.12851991832497636
94.0,0.901291703950287,0.15293798311996226,9.8359957069161,0.00454721505579009,0.04066241235282919,0.009675698326226978,1.265921016690505,-3.3000132118125416,2.9441576243049226,52.351674808270076,4.922670944752938,3.555363249358162,3.2463973764894285,315.0710361100493,3.790943627218101,3.1517374260111835,1,0,0,0,0,0,-0.36491320614278877,0.1956860318423614,-0.10406754683230254,-0.34230931069307147,0.37667150413103967,0.3557919562275486,-0.1955664901203973
94.5,0.5250626948606139,-1.0307083269617239,10.622995709114111,0.025459733212900244,-0.002695267144829795,-0.06158471928108921,0.31077213228967226,-1.0049687268727485,0.6915450261085123,52.35168625636161,4.922653712224365,3.5450219490233335,3.284208243371105,315.9140548887977,3.8125685423132616,3.1903754491037493,1,0,0,0,0,0,-0.32974359602061465,0.20915520049390848,-0.10790439818022636,-0.28803056309831293,0.10434629671055362,-0.042822291547952675,-0.002195912987659643
95.0,0.8371435242427085,-0.310542595070167,10.706448644489305,-0.0028450412724821197,0.018312454250317918,-0.1423266616587853,0.762627154419979,-0.6652761539705074,0.4746593340607832,52.35169770182028,4.922636523949616,3.619478879476718,3.3588330525689414,316.9353301592024,3.841910456560174,3.2304002292040543,1,0,0,0,0,0,-0.34350548740401554,0.25336820695620044,-0.12292892653432363,-0.1818364967439903,0.20013263483667962,-0.08837404874001709,0.013879792483952658
95.5,0.5810235442171249,0.2390855376945954,9.610046617063755,0.003100453695493741,-0.01750019335519324,0.013686508535610958,0.9867710019203307,0.5069063827739952,-0.49955654494789303,52.351709146379186,4.922618079059153,3.84918283153868,3.5042617572165065,317.20630633660375,3.8294129669697585,3.1717750338338133,1,0,0,0,0,0,-0.3204835833523585,0.28022064303083694,-0.10451695380301305,0.040387139866239874,0.10112701888415088,-0.1168932025752653,0.11147480397743531
96.0,0.07270304254419202,0.658547916938679,9.685380232875971,0.02459348753616653,-0.09898659439454066,0.024267876712347494,1.060203162637621,0.8836356885200383,-0.8259131404890149,52.35172059063061,4.922599215168801,4.12109111804544,3.670549804757195,317.37309929792985,3.803087487093825,3.080435150367896,1,0,0,0,0,0,-0.2976111095120635,0.24878394983296143,-0.08898525315716538,0.10070218635457977,0.052196762935589766,-0.09572177460460528,0.15337959673699728
96.5,0.12782559598871068,-0.8515800108501779,10.818117689061232,0.012724275032572953,0.0046408367453246585,0.012534552756445976,1.0342375575278162,-0.09687462797243984,0.10555494896268547,52.351732034776965,4.922580847254893,4.250589534939427,3.613730498159131,317.2670930244679,3.79438697407309,3.031641459669543,1,0,0,0,0,0,-0.29516007176306225,0.12055956938259325,-0.08648086056369962,-0.16454809962384886,0.13511313469739594,-0.15349033018216712,0.047419638945174376
97.0,-0.5668129984799669,-0.560083216018936,9.853008504553605,-0.0011810266002090196,-0.0648921087928662,0.12913576059909798,-0.09463100642271938,0.19106324939193936,-1.0045888069689677,52.35174347888741,4.9225623268741066,4.341373939305956,3.4911823094891385,317.12320705491123,3.791511473714474,2.9969570339711904,1,0,0,0,0,0,-0.27919130488526045,0.1685501818571774,-0.06484285248199015,-0.055044281671721346,-0.13061423845124961,-0.06445493201119172,0.15249509780833648
97.5,-0.29440118588377007,-0.2694796039039083,9.798094566402149,-0.03146800537101052,0.014554098278216562,0.0785420216125352,-1.1035240111365878,-0.2917133953661875,0.15161421698022592,52.35175492298558,4.922544391341247,4.265995375975666,3.426863039249796,315.9837241716575,3.7905611271897697,2.9947232340948156,1,0,0,0,0,0,-0.2920621581093752,0.1732198647802779,-0.10419507427127453,-0.07490318152594666,-0.1452647913973212,0.05604814778680563,0.09708374480128709
98.0,0.2429442872496942,0.518124627948616,9.628487534751631,0.025808272747214853,0.13645405575184927,-0.09747217901683794,-1.4340492256133417,-0.4468736238364537,0.5389354368256362,52.35176636707955,4.922526650817261,4.145445133718571,3.379698263977383,314.7060233810935,3.790247039759973,3.003250943750713,1,0,0,0,0,0,-0.3041597509399282,0.19285010727481397,-0.12233840375296237,0.023694306282433034,0.01263833460527624,0.07002903075598202,0.04295573242576889
98.5,0.17288007861030583,-0.14614470159655135,10.889666879240153,0.012463161892502397,-0.03856959408189051,-0.022655810220485614,-1.4693695886412534,-0.39933828663640464,0.5648979104563323,52.35177781117209,4.922508657473221,4.350866844613192,3.4116537452369085,314.35636810024397,3.7901432345573527,2.945189725965125,1,0,0,0,0,0,-0.28122607929296983,0.1212282421387233,-0.1409833275937236,-0.15173446963538217,-0.18248241783444302,0.06315740708732327,0.0591773359084453
99.0,0.16947674508627106,0.6480022668657803,10.514636162449955,-0.0015933342393710907,0.020579791959392454,-0.06822263224918676,0.07270386467928991,-0.4081979982033774,0.32913928844857654,52.351789255264144,4.922490261987207,4.644904919936993,3.4669186298888417,314.1356033973784,3.7901089271668975,2.8650461369443376,1,0,0,0,0,0,-0.27889207702744817,0.09613268322637057,-0.07780602342587134,-0.0011466743355388886,0.08648710532962692,0.031587594265534064,0.03168218966663977
99.5,-0.6164368632222771,0.5704724766190093,10.228362123961103,-0.015787223313938215,-0.005318416153541828,0.07592408104275472,-0.4806380976650043,0.29503356982227075,-0.3799232807737579,52.351800699356026,4.92247173241291,4.753086781227278,3.4726191022795025,314.2341153933407,3.79009758865004,2.7941682587861925,1,0,0,0,0,0,-0.2547341654264709,0.09279366545091673,-0.04223036327756243,0.06845936435522079,-0.09695195204794545,0.0150005387565321,0.11843863524033249
100.0,-1.1171191087550516,0.2316184732261422,10.5247584251754,0.040207920269932376,0.04500251277635331,-0.09216546364205522,-0.6176176457605864,0.8658109044061988,-0.6689605978302577,52.35181214344785,4.922453158128863,4.810743321844475,3.463717706278914,314.376960740645,3.790093841295233,2.7263630966919403,1,0,0,0,0,0,-0.23747641526259575,0.04306134182252485,0.010023604777171295,0.09012731197454762,-0.015869977804144984,-0.12854708504687135,0.14091644228152064
100.5,-0.6513999939391556,0.00010048713199833914,9.966842280641174,-0.03912259147968772,0.017826466158962096,-0.16216025964617536,-0.662493756806734,1.0492537917150118,-0.7657864008287522,52.35182107647611,4.922435522465633,4.91488391033395,3.394082961440517,315.3440597317664,3.7900926028027366,2.732889483262337,1,0,0,0,0,0,-0.24283111450412545,0.049773380447608415,-0.007835048939711741,0.1271291045329577,-0.05589335591135084,-0.15113403514225496,0.15458996379840784
101.0,-0.4697314214274688,0.6557566998997211,9.501146828005439,0.01387157831905949,-0.11446788313669208,0.18824859342732897,-1.0926926551166098,0.4382356396905971,-0.41536394747602295,52.35183166243766,4.922417881928732,5.0316616117009385,3.306555730031872,316.4256109410436,3.790092193483699,2.7640657073354107,1,0,0,0,0,0,-0.25202854018661686,0.09947655545159015,-0.047946766254518214,0.08795034078665434,-0.3015239477924272,0.13326537318434484,0.1611226698984589
101.5,0.4449006776372917,0.4656728416631543,9.63592712870174,-0.01099705441418334,-0.006023881470599748,-0.014268442216794935,-0.1353138362550289,0.15243047900789702,-0.25008940611358355,52.351842813272235,4.92239960408103,5.139385654818573,3.3759975814323457,316.23133785019286,3.7900920582046598,2.781430340772727,1,0,0,0,0,0,-0.26457111117154597,0.06362812488424435,-0.07056772212691152,0.09967572980176953,-0.02938186595021563,0.008135070731479899,0.08192756551952891
102.0,0.09259638088423727,0.3554346862312528,9.579434383532147,0.032548580316167725,0.059418502295743664,-0.03275924661531879,-0.2874875006335184,-0.9479691257836775,1.3267621171460249,52.351854157146384,4.922381113731485,5.244648445894181,3.49168366701142,315.8598831555447,3.790092013495236,2.7942149025330303,1,0,0,0,0,0,-0.27954741685219636,0.03810556480299758,-0.07841134897241073,-0.0354408060210821,0.11324829824772101,0.16592352151685957,-0.0016658307545215773
102.5,0.9758000697631966,-1.08901901110734,10.257013991128357,-0.036016859398234666,-0.010114356620242723,0.028873668441059756,-0.3373413828801086,-1.3016280194809726,1.8549981127741098,52.35186556698982,4.922362552526351,5.2299799495100805,3.3635252901884725,315.89442429626865,3.79009199871887,2.8361048798986253,1,0,0,0,0,0,-0.28334086848529744,-0.013757963813391755,-0.13505598960180376,-0.2656842740726002,-0.02465070351287164,0.12553555279098894,-0.04675296767756884
103.0,0.5830592593122013,-1.259709532958639,11.22129592655988,-0.021997485102304738,-0.018343555629275587,-0.04338812422583408,-0.05561798533138318,-1.229476532532378,1.8170747545095938,52.351874488314046,4.922344285538342,5.182707933307453,3.163528560100845,315.9853402243762,3.790091993835314,2.8876468612391393,1,0,0,0,0,0,-0.291659963173844,-0.007150467901731183,-0.08021420880662083,-0.3504227633252822,0.03503986711910946,0.04848936343235099,-0.029568439526326
103.5,0.23583033271390752,0.9222416981800685,7.9194710338597165,0.023295674506934393,0.053250344170483604,-0.06385093151913002,0.10512152167137406,-0.6925101035871578,0.6414772658866712,52.35188507027586,4.922325798809802,5.209992487196889,3.3162260191046955,315.9549176993861,3.7900919922213094,2.8986595095338057,1,0,0,0,0,0,-0.299565497472479,0.1499582789325272,-0.04688506526451659,0.13770504360295543,0.1701137814548666,0.19161937462587617,0.05606302779693523
104.0,0.06972522986573126,1.0430685535121917,8.097298611887648,0.029689721928896434,-0.03938436019154222,-0.038632799109000165,-0.051484236459347216,-0.7400066549050709,0.3679170768146994,52.35189621974357,4.922307238812037,5.257545368576885,3.5728295848592033,315.9076203730172,3.790091991687884,2.896231569072784,1,0,0,0,0,0,-0.28946972729140863,0.15339984649867475,-0.09276897014327437,0.11978061367760652,0.07934591984193347,0.23376891540792205,0.07914791120241085
104.5,0.003723835307380255,0.21846662818041895,9.768262905785004,-0.025822329205614565,-0.0031263417614770805,0.08980048924063819,0.25666406176610856,-1.2878368372044418,0.8177070272949938,52.351907563150604,4.922288654383735,5.1587268691828605,3.5919953306883166,317.19276950462483,3.7900919915115883,2.8398365199896642,1,0,0,0,0,0,-0.2857202216124216,0.058911033218548986,-0.09364934263504385,-0.0824620023131051,0.06621609069556571,0.17999213564153746,0.0076486882661498945
105.0,0.014859513236054379,-0.8401906233055348,11.238237147648293,0.0069011360928947565,0.018787088438901152,-0.07368198177393442,0.3576170685624053,-1.4639047086961623,0.9683840180013332,52.35192148389797,4.922270379652306,5.020117413868268,3.5412103349310904,318.6629362625825,3.790091991453323,2.7655446165185444,1,0,0,0,0,0,-0.27476121318569796,-0.054833968021413756,-0.07294167089973097,-0.2563294180103888,0.1411306127527671,0.02170598788779203,-0.05401836764516279
105.5,0.7430368474409207,0.006040318410611145,10.728681272128108,0.02517571992665745,-0.07307721591626751,-0.052485597924132606,0.29290233512002417,-0.48151448864356605,0.04174964741482279,52.351933774361434,4.922253479556206,5.082126616939055,3.4169128538140643,319.5129354357845,3.7900919914340663,2.671295232137552,1,0,0,0,0,0,-0.2569671729917574,-0.048522906404731836,-0.07875983426915097,-0.04986579772248352,-0.004050452917761942,0.003462787173594197,-0.005450722690900477
106.0,0.8808224188645886,0.6726154976378496,9.695730358127287,-0.04015690407249938,-0.0283881294495857,0.1349020137680425,-0.1391104330474246,-0.815697972877178,0.5830429989703073,52.35194550769208,4.922237037811885,5.198674335714775,3.2709580595039456,320.2768208790247,3.790091991427702,2.570427502645678,1,0,0,0,0,0,-0.2595239117222622,-0.05208672405611031,-0.07003540184466638,0.0570199494493525,-0.09541382454316043,0.19323530519488236,-0.03340588006598036
106.5,1.1573472176199415,-0.18090029959489418,10.451769685321947,0.04128944577771266,-0.014062237425788361,0.08462928836937827,-0.8290013094539128,-1.4340693162175313,1.3890746675840133,52.351957050628286,4.922221066741048,5.147655120522733,3.2138508738859417,320.210677519765,3.790091991425599,2.5301664227689136,1,0,0,0,0,0,-0.2537746334492964,-0.1354337461657296,-0.09842911629865325,-0.1350706030479216,-0.12272170593878784,0.20880596136047797,-0.11061259042448579
107.0,1.4571014292494673,0.3013273181387079,10.004893439663375,-0.0036214289845517833,0.041791209502695714,-0.039566420702906446,-1.0550176747418063,-1.6328085053517205,1.659090540795577,52.35196852849915,4.922204934766435,5.051082903047961,3.182918840400051,320.0292537492962,3.790091991424904,2.510003857578371,1,0,0,0,0,0,-0.26302279570470233,-0.12283212817942862,-0.10952207834508654,-0.05171634112329329,-0.054137157806119635,0.24866903599600745,-0.14363603809874992
107.5,1.056890774187836,-0.6488059038252827,11.070833660815829,0.01772620110943638,0.01746921606477572,0.09283352627807212,-0.9290798443719486,-1.4419572200137656,1.149840522237639,52.3519799841346,4.922188749140842,5.095254515655792,3.2478722875089296,319.70265624349054,3.790091991424674,2.5033175019529152,1,0,0,0,0,0,-0.24388425557753549,-0.1727985599696118,-0.1007078788272783,-0.18876397683090906,-0.1450628839537917,0.13205332143115608,-0.11817563229386349
108.0,0.2721234744019876,-0.5399040695782289,11.419676863759328,0.029664415112014765,-0.056762680852052286,0.10688251269180765,-0.68085061531641,-0.5921832057962872,0.22371442387178297,52.35199143217132,4.922172227783252,5.177687919592258,3.341074295032374,319.35590055439764,3.790091991424598,2.5011001575263716,1,0,0,0,0,0,-0.2259108405379934,-0.1542979739420943,-0.06006351855492464,-0.13876898531274667,-0.19954826247304155,0.03557971081588002,-0.02136928902769044
108.5,1.0144231358965112,0.8769566571544285,9.455782589501672,-0.016907251824029884,0.13333625272137184,0.006817409292206061,1.176892602141634,0.6734329521498721,-1.4335337654595819,52.352002877611255,4.92215464095218,5.1621918183548425,3.308573876451311,317.4993693349051,3.790091991424573,2.5003648367355953,1,0,0,0,0,0,-0.22939521393647602,-0.06827321336781181,0.008316754456744397,0.34309798159621924,0.1480001853835114,-0.17263123722035129,0.016778780500727196
109.0,0.2872301358212084,0.7173444108791796,9.316152724739425,0.0120155955469059,0.10762247595739761,-0.219524262503767,1.785511130096637,1.0801910137809818,-1.988702171857581,52.35201432216376,4.922137016697639,5.120073765587862,3.239040608307994,315.4331710777372,3.7900919914245645,2.5001209879862194,1,0,0,0,0,0,-0.21874235278807214,-0.0635184119833486,0.09644121816115629,0.3766526311779745,0.30295491371864985,-0.29356013998500924,0.06165244095443449
109.5,0.3845336066608708,-0.23105239890264895,10.532588976826545,-0.04516644826368581,-0.1261328534401246,-0.06460908395136616,1.575617690032832,0.9557834277956442,-1.8456743618604712,52.352025766413,4.922119062121922,5.29297547720698,3.197393839980853,315.5768401291706,3.790091991424562,2.5000401223105606,1,0,0,0,0,0,-0.20538976936550854,-0.1091326105699977,0.05425999180467347,0.13427215567188433,-0.004125258485960754,-0.2525454132541283,0.0891062839085286
110.0,0.3034457990367498,0.8387523649443045,8.254984049112913,0.04514341366906874,0.03700532681745258,-0.0788383319590691,1.2258449932318016,0.21886569395628264,-0.8370311172530167,52.352037210558606,4.922100997405504,5.5243303219233955,3.163962637450761,316.0273615884726,3.790091991424561,2.5000133054516818,1,0,0,0,0,0,-0.22968946463847303,-0.057027876109381224,0.07522048916737982,0.3076874270039825,0.20176302305197039,-0.01554249251736082,0.03974328177297708
110.5,-0.6956823372773497,1.4114033832032797,7.594263644610478,0.00660723378315195,0.026853254546455478,-0.0954856475905998,0.41570269804263094,-0.9784091962068328,0.49637208630777496,52.352046143605236,4.922083213807176,5.761176515693241,3.1999639610110657,316.21908541413535,3.7900919914245605,2.500004412384082,1,0,0,0,0,0,-0.24834289375830348,-0.028577919479907725,0.08600776747587291,0.2508176213519021,0.20915348218434437,0.2828158113426273,0.021346278718399267
111.0,0.045089386870017845,0.9085769926823272,8.07324756174456,0.019742967096759413,-0.0033700204552826914,-0.09221186375903566,0.5653408818917448,-2.0108884795600037,1.6944274055291704,52.35205672957307,4.922065841786383,5.999515194621552,3.2564207802494707,316.3748737441582,3.7900919914245605,2.5000014632448226,1,0,0,0,0,0,-0.25769444975520467,-0.09322316478349407,0.02364289360190401,0.062210122510840994,0.24518024335110938,0.38235605060826744,-0.07888208559203483
111.5,-0.2285595884975224,1.0492363050192275,8.006088663880302,-0.01020082843755507,-0.09683158294309001,0.10489204465629322,0.6143641108957634,-2.3427183707432344,2.0957688983909843,52.35206788040979,4.922048289157145,6.088645171067916,3.294215131561991,318.8077259658979,3.7900919914245605,2.500000485244569,1,0,0,0,0,0,-0.26478779175399136,-0.08305339613619721,0.01574779313394078,0.004452989373473378,0.12296098190820566,0.5292014936084957,-0.07076129254192334
112.0,0.791433174668982,0.2686660103569145,9.48176907766967,0.00920831887161248,0.050938868401906326,-0.03239571994364161,0.3699730939386692,-1.051727701020263,1.1043138520834237,52.35207922428467,4.922030676306698,6.137212513763672,3.3265113840026164,321.5567349360172,3.7900919914245605,2.5000001609179052,1,0,0,0,0,0,-0.2563672754547736,-0.14498865343139905,-0.035746862060536164,0.03396389414072601,0.13840982509158142,0.1464591640204284,-0.05748347009619886
112.5,-0.2546965204094842,0.629334222512093,9.065435824851635,0.007859695698605484,0.017972703073538904,-0.18558418211354483,0.6707308209220159,-0.4551016734637978,0.3251717866864505,52.352090634128366,4.922014632590751,6.197752254393542,3.230217287586915,322.2829026840532,3.7900919914245605,2.500000053363961,1,0,0,0,0,0,-0.2539596354224606,-0.10376482201163187,0.061442931977956985,0.14438522451556032,0.21611702171863012,0.08145221715873284,0.03291850927168216
113.0,0.02302358849081243,-0.7162361998838864,10.958538924240372,0.005216198637487636,-0.08456032992762202,0.11995395710908296,1.1384602985423138,-0.18493964156719445,-0.2982305258534813,52.352102066516224,4.921998794236576,6.261546711299608,3.096039370369939,322.72818764002466,3.7900919914245605,2.500000017696678,1,0,0,0,0,0,-0.23452738887274205,-0.17848510634847095,0.05606618149890388,-0.08982638151385086,-0.015067812487575702,-0.06399614017770634,0.049936560674200256
113.5,0.12747396708848113,-0.19476434664021536,10.253062324652694,-0.0027601192610203894,-0.006982098589387961,0.010676928168487101,1.2916939766283206,-0.09811190653028189,-0.5070666378043753,52.35211350660832,4.921983977885863,6.326826291185185,3.081198385266181,323.86644846548364,3.7900919914245605,2.5000000058686127,1,0,0,0,0,0,-0.24515785251843472,-0.15273175085701832,0.07138757813420403,0.04525005798443078,0.1121512323741387,-0.07930198119968655,0.0504861937251222
114.0,0.43179707377792054,0.18678820652553307,10.197698571032074,0.006637801384822926,0.03009624023119674,-0.05711396753733086,1.027501508810455,-0.12978236808708402,-0.22840082017902003,52.35212494933326,4.921969184464186,6.392509257012793,3.1015147606895868,325.100932857543,3.7900919914245605,2.500000001946163,1,0,0,0,0,0,-0.2544138642718234,-0.14753287028524642,0.046246063037693325,0.0874757761401021,0.1475145473743213,-0.055692747648881984,0.03272309788933547
114.5,-0.6301622294384978,0.658714698459091,9.013259811141737,0.012735866157772884,0.032959534525686014,0.04092154253913133,0.35231861741989123,-0.45068353421344665,0.14664281637219911,52.352136392957945,4.921955670059351,6.650274330678275,3.107500112746991,326.30573171983593,3.7900919914245605,2.5193608339938365,1,0,0,0,0,0,-0.26473549194863893,-0.090136091452658,0.07959569442585529,0.13379086074058394,0.09543916481151517,0.1406733773139238,0.08541516508613381
115.0,-0.27270953429207995,0.1645827781924975,9.664208970902665,-0.01247387896896699,-0.04223950376127635,-0.02305283874627076,0.680218403473306,0.3967850425356063,-0.6520064797578593,52.35215034795367,4.921942582123729,6.960256897386644,3.109263441023047,327.50640858066197,3.7900919914245605,2.545142309757114,1,0,0,0,0,0,-0.2567808947907731,-0.10527689501323009,0.06522716836143985,0.12335110376260457,0.032912825706527676,-0.038607327348218756,0.15049370233775944
115.5,-0.11933292730216097,0.4440954036656363,9.178438849822529,0.0007022031629156603,0.007239952411056183,0.053449816618933,0.7876422299898987,0.6691540964603941,-0.9195493015619348,52.35216265012116,4.921929000702199,7.167950349835295,3.197957020646471,327.45784315822743,3.7900919914245605,2.5343310285561538,1,0,0,0,0,0,-0.252953146637864,-0.09696384105870523,0.054408545926976186,0.22032790398469793,0.0464265533854262,-0.04756107757756692,0.16641431333797937
116.0,0.13645545181597438,0.46415869310830316,9.672853838000234,0.033903161828744616,0.04147400245372284,-0.13034521729374307,0.8221061292157478,0.6484344988724949,-1.0677025831358058,52.352174387451534,4.9219149368922315,7.347836336570659,3.3122608849741817,327.23581347341934,3.7900919914245605,2.5113849336007013,1,0,0,0,0,0,-0.24807434915185975,-0.13442985856943312,0.032572755163315995,0.22421717413407197,0.153838454456978,-0.12887501114581035,0.14507106992830565
116.5,0.19856832989950346,0.09130501217227,9.749458844980989,-0.014063497137441157,-0.07327655883465464,0.04176049081775701,0.09553918944610518,0.06498692542946127,-0.37959507983153284,52.35218593175461,4.921900394394115,7.3027045956968015,3.2895042713188674,326.8605046208057,3.7900919914245605,2.503775497517657,1,0,0,0,0,0,-0.24628528935726055,-0.14445899939186785,-0.015813828059539292,0.0813420318779774,-0.08681890122005162,0.043201582664026066,0.1290662574634044
117.0,0.004966580002821908,-0.726988957208065,10.690351610485664,0.00884362386312514,0.002144176576873491,0.10329664982539138,-0.2798403724985028,0.1820959665168,-0.22227671459629325,52.35219992115614,4.921885374441653,7.196401758807092,3.226368643356732,326.46393838041666,3.7900919914245605,2.5012520390549273,1,0,0,0,0,0,-0.23908624030639417,-0.18890739843911014,-0.006041023088867973,-0.037667785701825975,-0.12311063837422223,-0.05703238851208577,0.11731522850300946
117.5,-0.44718121951672063,0.045631150897444406,9.898602229561941,-0.0018558963283836077,-0.01171458452744513,0.025377639881118172,-0.5759383785791923,0.5668134945695841,-0.38988231915962523,52.35221223508146,4.921870830974864,7.108867332185533,3.207768427873251,325.11715631560315,3.7900919914245605,2.500415204032775,1,0,0,0,0,0,-0.23797749791799697,-0.12866189236524225,0.02274655840908487,0.10477515914775719,-0.12306879573761373,-0.0053912847669665195,0.16791341300478135
118.0,0.26941031110343894,1.0004608096532572,8.77016108220309,0.02990003228692737,0.0007555500917956776,-0.009911093454301141,-0.6729435679389056,0.690458372997977,-0.44602921193513645,52.352223976429954,4.921856128542287,7.026434781879786,3.202288669023946,323.6384314809299,3.7900919914245605,2.500137690903614,1,0,0,0,0,0,-0.2415952234067138,-0.07842300009512067,-0.008803490475423885,0.28055518650095235,-0.09668566246309498,0.07435417419664052,0.15557380808095023
118.5,0.4495116075586932,0.19221852535801798,9.660868072651315,-0.03743396754320593,0.013972981883539895,0.015285878325947914,-0.19371460578063682,0.23766313532017086,-0.35621602990898565,52.352235522106184,4.921842008790672,7.089583355218019,3.0666496345977494,324.0789606003326,3.7900919914245605,2.508277393840801,1,0,0,0,0,0,-0.2471259724480559,-0.12722325444983865,0.0038000847049342564,0.13320888009323248,-0.07220154389640757,0.005360655162565354,0.1177741559806477
119.0,-0.21846290631974924,-0.14431942921722946,9.778353604217468,0.023545202268722053,0.01583033266133656,-0.03343442548376052,-0.24155744554062436,-0.1598433791733599,0.06662823275849356,52.35224700091342,4.921828083325389,7.192308051762632,2.8926647303188613,324.78598884157276,3.7900919914245605,2.5192084330719586,1,0,0,0,0,0,-0.25356814064232536,-0.14195323565881085,0.06706448435628873,0.030428169049397623,-0.005491614637501738,0.03923423484496342,0.11451465055077086
119.5,0.3170369392534497,-0.07981328238321136,9.849428373221404,0.021823330366081146,-0.010881063147176798,0.04509087681310098,-1.294316089977732,-0.02601334792250251,0.0843245506068127,52.35225845686886,4.921813586956256,7.28283626128153,2.862569272784037,323.93689954090377,3.7900919914245605,2.5146016766378505,1,0,0,0,0,0,-0.24724392798235723,-0.1370267767717997,-0.0003534683715579641,0.030686300096941663,-0.2141718404452744,0.09308478161483323,0.12796618617747108
120.0,0.02758846429642664,-0.22120780233886964,10.14699624229727,-0.02113849453679817,0.08770743211525225,-0.16039759575045273,-1.639212203955167,0.01699846395888891,0.09025271311271205,52.35226739395139,4.92179921807057,7.370048488324067,2.8748648616313495,322.87176091573593,3.7900919914245605,2.50484224114372,1,0,0,0,0,0,-0.2469773127727157,-0.1529730401681702,0.013768395092964993,0.04425314630706641,-0.10934455913482985,0.0025443836511434064,0.1289882798231131
120.5,-0.26524614640044214,-0.012722244822520795,10.13920539689409,-0.009231161021547947,-0.08496606065204368,0.06994256245919775,-1.6224833416252684,-0.2061209184015806,0.1810735504457447,52.35227798129844,4.921785527378096,7.378118673362952,2.8784872315900905,322.98219328751725,3.7900919914245605,2.5016057949970727,1,0,0,0,0,0,-0.2410002008728407,-0.1344879901607757,0.008335530120374177,-0.02231631470119564,-0.30779622915725485,0.16733924489734345,0.15663255274343774
121.0,0.6100130278240137,0.051952269432751136,10.153683902957537,-0.010585043245921858,0.03821738162371453,-0.03492492886222466,-0.17966851608108914,-0.2681542160483825,0.2748093525798332,52.3522891326065,4.921771744976225,7.364673615542993,2.8795544081426687,323.25586025244826,3.7900919914245605,2.500532517381124,1,0,0,0,0,0,-0.2530937845451247,-0.16513520152713088,0.02149073120845449,0.038193024965911385,-0.003675806553500448,0.036145504250101226,0.0751760772963146
121.5,0.00045758390046379827,-0.9712236709850898,11.131458702816348,0.014514854099950684,0.0030731140807546964,-0.014896201754182947,-0.08344914224098857,-0.33157913363432184,0.3258527077179952,52.352297965578906,4.921758249838089,7.288359686343013,2.8657607969524435,323.29386043771564,3.7900919914245605,2.5001765946224244,1,0,0,0,0,0,-0.24270053681620307,-0.21550302872776855,0.05492794717047107,-0.142933229485219,-0.029231296575338957,-0.044468682314544615,0.07918956913333579
122.0,-0.2504955268158884,0.13192959548005045,9.41142160388754,-0.0015883254337093998,-0.03875389995096116,0.026170875802861728,-0.18870067203575708,-0.6768164649951163,0.8085101417583972,52.352308517347396,4.921744850483789,7.1949544027638,2.847589257718699,323.2991369754984,3.7900919914245605,2.5000585627094525,1,0,0,0,0,0,-0.2564801525542555,-0.13749331307891283,0.07005797134768105,0.0003979964283339042,-0.026600272986157882,0.19496129961954592,0.08424646599060007
122.5,0.16270776762001704,0.7382010892013218,8.77060602583247,0.0210866640337886,-0.0534346469301685,0.07312207608414925,-0.22318231111629427,-0.7877727504576063,0.9701975463471252,52.352319656496846,4.921731800910063,7.2786964976607145,2.8246010728635627,323.4721090481405,3.7900919914245605,2.500019420698611,1,0,0,0,0,0,-0.2627649164930295,-0.11129361330210102,0.04929009943183124,0.07529854197831586,-0.03973162191025152,0.2951837995686804,0.07408755450980517
