,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelbrake,labelstop,labelturnright,labelturnleft,labelaccelerate
185.0,0.07549360000000005,3.2614171999999995,5.0349776,0.057297399999999984,-0.053693399999999995,0.1113882,-0.303244,-0.07948679999999994,-0.06688980000000015,52.353742,4.92236,4.114369,3.81,65.199997,3.790092,2.5,1,0,0,0,0,0
185.5,0.8300103999999999,-2.2112072,13.7890592,-0.05986300000000003,0.07280525,0.19188225000000006,1.526957,-0.29619,0.006059,,,,,,,,1,0,0,0,0,0
186.0,-2.1900308,-1.1973683999999998,8.0112898,0.027091,0.06795659999999999,-0.16178299999999998,1.526957,-0.29619,0.006059,52.353759,4.922413,4.544783,3.85,63.799999,3.790092,2.5,1,0,0,0,0,0
186.5,1.9159928,0.6837487999999997,11.0015408,0.008307599999999988,-0.0649942,0.1592478,-0.6190944,-0.06676899999999994,-0.13050819999999996,,,,,,,,1,0,0,0,0,0
187.0,0.12915300000000016,2.4314668,6.4792847999999985,-0.016401200000000008,0.10127840000000002,-0.1726864,1.3016912,-0.16750359999999992,0.21539320000000003,52.353776,4.922461,4.514683,3.4,62.5,3.790092,2.5,1,0,0,0,0,0
187.5,-0.04797599999999993,0.4824527999999997,7.2022768,-0.0830142,-0.028587599999999987,-0.0500898,1.57507,0.58262,-0.304885,,,,,,,,1,0,0,0,0,0
188.0,-0.19082760000000001,1.0914855999999995,6.244549400000001,,-0.02218125,-0.005268749999999999,1.57507,0.58262,-0.304885,52.353795,4.922511,4.388946,4.13,60.0,3.790092,2.5,1,0,0,0,0,0
188.5,0.5948555999999999,1.920658,4.449992399999998,-0.13585239999999998,-0.096178,0.0766918,0.10955220000000004,-0.714449,-1.0624993999999996,,,,,,,,1,0,0,0,0,0
189.0,-1.863291,-2.3892932,13.209697000000002,-0.08588499999999999,0.0241896,-0.1911342,0.5059973999999999,-0.017832600000000018,-0.8694317999999999,52.353816,4.9225629999999985,4.577116,3.85,62.400002,3.790092,2.5,1,0,0,0,0,0
189.5,2.4531218,,10.9971734,0.014019000000000049,-0.0999958,0.24281180000000005,-2.519592,0.257686,-0.457912,,,,,,,,1,0,0,0,0,0
190.0,-1.7794225999999995,1.5212966,4.767280599999999,0.06761325,-0.319664,0.34352525,-2.519592,0.257686,-0.457912,52.353834,4.922611,4.869466,3.41,60.700001,3.790092,2.5,0,0,0,0,1,0
190.5,0.12825499999999984,1.2451650000000003,5.7991254,0.10439379999999998,0.02360919999999999,0.45159940000000004,-2.2186692000000003,0.53508,-0.7448111999999999,,,,,,,,0,0,0,0,1,0
191.0,2.3540588,-0.8470592000000001,10.2519888,0.08396099999999998,-0.053845999999999984,0.4116502,-1.4904191999999998,-0.1294828,0.3744626,52.353855,4.922651,4.392529,3.57,53.599998,3.790092,2.5,0,0,0,0,1,0
191.5,0.20327040000000007,0.11509480000000015,7.232725200000001,0.05971,0.14287699999999998,0.3491296,-0.37235820000000003,-0.5985246,0.9555836,,,,,,,,0,0,0,0,1,0
192.0,3.095834,-1.4417954,10.7165554,-0.0273735,0.15901099999999999,-0.34245625,0.6296039999999999,-0.848733,1.514408,52.35387100000001,4.9226730000000005,3.508532,1.12,46.5,3.790092,2.5,0,0,0,0,1,0
192.5,1.1720642,3.1360334,5.6663239999999995,0.09782719999999999,-0.308661,0.5305208,0.6296039999999999,-0.848733,1.514408,,,,,,,,0,0,0,0,1,0
193.0,-0.8815158000000001,-6.4218574,15.206687,-0.04224,0.0239148,0.3482134,-1.2212818,-0.19420420000000008,0.17338879999999984,52.3539,4.922686,4.921606,4.7,20.200001,3.790092,2.5,0,0,0,0,1,0
193.5,1.6036100000000002,2.5098317999999997,1.4007581999999996,-0.1259874,0.06545219999999999,0.1132204,-0.6081597999999999,0.716921,-2.2052464,,,,,,,,0,0,0,0,1,0
194.0,1.542533,-1.2092728000000001,11.4876426,0.22998420000000006,-0.1246434,0.5045293999999999,-0.603827,1.990581,-2.936587,52.353941,4.922694,4.2594970000000005,3.8,6.9,3.790092,2.5,0,0,0,0,1,0
194.5,2.9001606,-1.0571490000000003,6.6684378,0.10632575,0.19917425,0.009735500000000005,-0.603827,1.990581,-2.936587,,,,,,,,0,0,0,0,1,0
195.0,0.3275175999999999,-1.6656437999999998,9.818887599999998,-0.011392199999999998,0.09083300000000001,0.11352600000000003,-0.2953961999999999,0.7705408,-1.1822768,52.35397800000001,4.922682,3.970908,4.19,353.799988,3.790092,2.5,1,0,0,0,0,0
195.5,-0.4850849999999999,-2.5297517999999997,13.34543,0.014812999999999991,0.13554720000000003,-0.0950786,0.0657324,-0.5453698,0.07182099999999995,,,,,,,,1,0,0,0,0,0
196.0,-0.6056829999999997,2.6195428,6.9854867999999986,0.0363148,-0.11627460000000005,0.2123304,-0.9340866,-0.25572,-0.20771839999999997,52.354014,4.922656,4.053647,4.14,339.399994,3.790092,2.5,1,0,0,0,0,0
196.5,-1.9599612000000002,,,0.04337,0.0243955,-0.031267750000000004,-1.4074799999999998,-0.614282,-0.221394,,,,,,,,1,0,0,0,0,0
197.0,-0.6357131999999999,1.8844678000000008,1.824707,-0.0076050000000000015,0.041018599999999995,0.012766599999999994,-1.0627909999999998,-0.062098600000000025,-0.16770800000000002,52.354046,4.922619999999998,3.73403,4.13,329.200012,3.790092,2.5,1,0,0,0,0,0
197.5,1.5410978000000002,-2.4757936000000003,12.4177922,-0.009162800000000016,-0.030939199999999993,0.002748800000000007,0.24251860000000003,-1.0863896,0.4024008,,,,,,,,1,0,0,0,0,0
198.0,1.3076776,-0.6000002,10.242536999999999,-0.02217380000000001,0.049661800000000006,0.009681799999999996,0.12550319999999998,-0.18653699999999998,-1.4235944000000005,52.354075,4.922581,3.5555830000000004,3.97,329.0,3.790092,2.5,1,0,0,0,0,0
198.5,1.4295916000000002,-0.9379864,11.3642922,-0.01884460000000001,0.0137746,-0.017744999999999997,0.816908,-0.15328599999999998,-1.852171,,,,,,,,1,0,0,0,0,0
199.0,0.7046264000000001,2.3066212000000004,6.164629,0.07219450000000001,0.01767625,-0.0040467500000000095,0.816908,-0.15328599999999998,-1.852171,52.354103,4.922545,3.645567,3.76,329.0,3.790092,2.5,1,0,0,0,0,0
199.5,-0.15631099999999995,0.6936791999999997,10.515618199999999,-0.04052980000000001,-0.0419348,-0.020952200000000004,0.1022,-0.6186757999999999,-0.24312019999999995,,,,,,,,1,0,0,0,0,0
200.0,0.502373,-0.070289,9.1450694,-0.0005498000000000032,0.1033554,-0.0879926,0.3344172,0.03367679999999997,-0.5480250000000001,52.354131,4.922511,3.230609,3.78,329.799988,3.790092,2.5,1,0,0,0,0,0
200.5,0.8885746000000001,-0.6954138000000003,9.838808,-0.0436144,0.05045599999999999,-0.2702084,0.09245160000000001,0.2895788,-1.2000948,,,,,,,,1,0,0,0,0,0
201.0,-0.7400401999999999,-2.6575884,14.1910538,0.07624124999999997,-0.1397315,0.032565750000000004,0.064899,0.182161,-0.8753540000000001,52.354159,4.922479,3.4112339999999994,3.8,332.100006,3.790092,2.5,1,0,0,0,0,0
201.5,2.0413768,0.4558328,6.855616599999999,-0.0105982,-0.0149352,-0.0911384,0.15722560000000002,0.4729010000000001,-1.0512008000000002,,,,,,,,1,0,0,0,0,0
202.0,0.6483954000000001,-0.08608159999999962,10.775957,-0.003206999999999993,-0.11251799999999998,0.05519,-0.4637134,-0.8215957999999999,0.08193299999999996,52.354186,4.922447,3.465269,3.45,330.600006,3.790092,2.5,1,0,0,0,0,0
202.5,-0.5306084,-2.1828526000000004,12.6443326,0.0496008,-0.16752479999999997,0.3822988,-0.31438239999999995,-1.5576060000000005,1.5161434000000005,,,,,,,,1,0,0,0,0,0
203.0,0.618186,5.274379400000001,2.2491334000000003,0.11262499999999998,0.1564915,-0.017638249999999994,-0.583838,-1.58802,1.714659,52.354212,4.922417,3.81972,3.39,332.700012,3.790092,2.5,1,0,0,0,0,0
203.5,-0.5967102000000001,1.8771094000000008,2.8306492000000008,-0.009773599999999985,-0.1148392,0.34418200000000004,-0.583838,-1.58802,1.714659,,,,,,,,1,0,0,0,0,0
204.0,0.9568898,0.5398207999999999,9.1000244,0.05140279999999999,-0.0707054,0.36495079999999996,-1.1130128,-0.7605398000000001,-0.6648972000000001,52.35423400000001,4.922388,4.208163,2.88,326.399994,3.790092,2.5,1,0,0,0,0,0
204.5,-0.5369496,-0.2605784000000005,10.455857,0.05723640000000001,-0.0627036,0.4558448000000001,-0.5358008000000001,0.7378439999999999,-0.7580408000000001,,,,,,,,1,0,0,0,0,0
205.0,0.04600200000000003,0.7418948000000001,8.292745799999999,0.06890339999999999,0.040254799999999986,0.4033732,-1.870837,0.449824,-0.085511,52.354251,4.922358,3.7678,2.53,318.700012,3.790092,2.5,0,0,0,0,1,0
205.5,0.9501304,1.3804794,7.480562000000001,0.041118,0.10216425,0.22399,-1.870837,0.449824,-0.085511,,,,,,,,0,0,0,0,1,0
206.0,1.057508,-1.1064413999999998,11.031331,0.0647804,-0.07046099999999997,0.34335720000000003,-0.9515642,0.5703866,-0.5099986000000001,52.354261,4.92232,3.892548,2.78,295.899994,3.790092,2.5,0,0,0,0,1,0
206.5,0.9421142,-0.12969100000000006,10.747422600000002,0.0288014,0.07748600000000001,0.2992236,-0.32707480000000005,0.3563406,-0.20923479999999994,,,,,,,,0,0,0,0,1,0
207.0,-0.2130212,1.0125228000000002,8.658069600000001,-0.017500800000000004,0.025289,0.20829920000000002,-1.4671299999999998,0.026302,1.572114,52.354262,4.922274,3.964728,3.22,272.899994,3.790092,2.5,0,0,0,0,1,0
207.5,-0.4928018,0.6515657999999999,8.205646799999998,0.078112,-0.005421249999999997,0.10029325,-1.4671299999999998,0.026302,1.572114,,,,,,,,0,0,0,0,1,0
208.0,-1.1728421999999998,0.6723234,8.115138400000001,0.010934000000000008,0.11706880000000001,0.06569680000000001,-1.0125638000000001,0.1274618,1.1942144,52.354259000000006,4.92223,3.956947,2.47,265.200012,3.790092,2.5,0,0,0,0,1,0
208.5,0.5340779999999999,-2.8529026,12.743156399999998,-0.0196388,0.07430980000000001,-0.06355859999999999,0.2430660000000001,-0.0766438,0.07383899999999999,,,,,,,,0,0,0,0,1,0
209.0,1.1715858,-4.055535,16.2680836,-0.148894,-0.07656959999999999,0.165845,-0.12925820000000002,-1.0826784,1.6743426,52.354251,4.9221949999999985,2.413275,2.54,253.899994,3.790092,2.5,0,0,0,0,1,0
209.5,0.7061819999999999,-3.809971800000001,15.4425596,0.21352179999999998,-0.0432174,0.1214976,-0.555725,-2.101936,4.129492,,,,,,,,0,0,0,0,1,0
210.0,0.5864209999999999,-1.1951550000000002,10.4620186,-0.04123225,0.16111099999999998,-0.092276,-0.555725,-2.101936,4.129492,52.354246,4.92216,3.412576,2.82,261.700012,3.790092,2.5,0,0,0,0,1,0
210.5,1.8064016000000005,4.1030926,6.1451872000000005,0.012675000000000002,-0.0250448,-0.16205779999999995,-0.03743100000000001,-0.10979200000000007,0.4208582000000001,,,,,,,,0,0,0,0,1,0
211.0,0.00843480000000003,-2.9347374,14.397614,-0.0469434,-0.07510359999999998,0.18038320000000002,-0.05734639999999998,-0.15702339999999995,-0.08218919999999996,52.35423400000001,4.922117,3.252806,3.94,248.699997,3.790092,2.5,1,0,0,0,0,0
211.5,-0.1529011999999999,-1.3063616000000002,11.200862800000001,0.016156999999999998,0.15213159999999998,-0.10958599999999999,0.243819,-0.091033,0.636115,,,,,,,,1,0,0,0,0,0
212.0,0.7231110000000001,1.1388042,7.784210999999999,0.003283250000000001,-0.09387949999999999,-0.046653250000000014,0.243819,-0.091033,0.636115,52.354219,4.922073,3.187024,3.55,247.0,3.790092,2.5,1,0,0,0,0,0
212.5,-0.11485560000000004,0.9457029999999996,8.505467800000002,0.027946400000000003,-0.0621534,0.0415986,0.2688926,0.14611820000000006,0.16572500000000004,,,,,,,,1,0,0,0,0,0
213.0,0.3857826000000001,-0.189033,11.728300999999998,-0.013285799999999995,-0.032436,0.1167328,-0.3514593999999999,-0.4007223999999999,0.30650700000000003,52.354204,4.922032,3.445524,3.43,239.399994,3.790092,2.5,1,0,0,0,0,0
213.5,0.9188440000000002,1.5947565999999995,6.1241302000000015,0.013988399999999991,0.0333218,0.0109648,0.3060187999999999,0.40977479999999994,-1.3008064,,,,,,,,1,0,0,0,0,0
214.0,-1.6983658,-2.9825336000000005,13.252229599999998,0.021723250000000013,0.04623325,0.03943799999999999,0.5916859999999999,0.500591,-1.7146979999999998,52.354188,4.921991,3.385175,3.61,240.399994,3.790092,2.5,1,0,0,0,0,0
214.5,-0.8665608,1.7835500000000004,7.095317400000001,-0.0083992,0.015210199999999997,-0.03402419999999999,0.4914432,0.3570196,-1.2730018,,,,,,,,1,0,0,0,0,0
215.0,0.605683,-0.8645269999999996,10.957692,-0.008491000000000005,0.029351000000000006,-0.15375,0.3012538,-0.43973,0.5182732,52.354171,4.921948,3.067317,3.66,239.100006,3.790092,2.5,1,0,0,0,0,0
215.5,0.477368,-1.9776682,12.340923,0.029045799999999997,-0.0562896,0.08170059999999997,0.043879799999999934,0.1765918,-0.4469023999999999,,,,,,,,1,0,0,0,0,0
216.0,-0.16181460000000006,0.04665999999999988,10.193365,0.009376400000000007,-0.063925,0.06664320000000001,-0.878698,-0.696014,0.232003,52.354156,4.921907,3.82252,3.41,239.100006,3.790092,2.5,1,0,0,0,0,0
216.5,0.6929616000000001,-0.6865608000000001,9.807163000000001,-0.061772000000000014,0.10243125,0.0014887500000000024,-0.878698,-0.696014,0.232003,,,,,,,,1,0,0,0,0,0
217.0,-0.2398804,-1.3282559999999999,11.171670600000002,0.011881000000000006,0.107662,-0.1649286,0.18300520000000006,-0.043499799999999963,-0.15626159999999994,52.35414,4.921865,3.57455,3.47,239.199997,3.790092,2.5,1,0,0,0,0,0
217.5,0.13441680000000006,1.6117453999999998,7.606364599999999,0.0307254,-0.1397006,-0.06215360000000001,-0.00424500000000001,0.128652,0.07781060000000001,,,,,,,,1,0,0,0,0,0
218.0,0.3919444000000001,0.6862016,8.213303999999999,0.0460882,-0.039888199999999985,0.17836719999999998,-0.1547012,-0.5402836,1.0726934,52.354128,4.921821,4.059674,3.54,245.800003,3.790092,2.5,1,0,0,0,0,0
218.5,-1.5927226,-1.7685949999999997,10.668579199999998,-0.051463999999999996,0.03756725,-0.006604999999999996,-0.098491,-0.7686149999999999,1.151225,,,,,,,,1,0,0,0,0,0
219.0,1.1513664,2.6779274,5.3671012000000005,-0.019394400000000003,-0.027640600000000008,0.0787076,-0.08275859999999999,-0.4337711999999999,0.4698424,52.354115,4.921774,4.1015,3.69,243.199997,3.790092,2.5,1,0,0,0,0,0
219.5,0.28378879999999995,0.6942176000000002,8.9013004,0.033566000000000006,0.0774252,-0.013468999999999998,-0.1000654,0.029689600000000024,0.026279200000000023,,,,,,,,1,0,0,0,0,0
220.0,-0.5961117999999999,-0.08177499999999985,9.3967944,-0.004458999999999996,-0.0164014,-0.10955519999999999,0.8356068000000001,1.1120802,-0.7952557999999998,52.3541,4.921727,4.128123,3.84,239.800003,3.790092,2.5,1,0,0,0,0,0
220.5,-0.7468,-1.4980266000000002,12.0908728,-0.025540999999999998,-0.01947075,0.1374025,0.916834,1.469373,-1.4152129999999998,,,,,,,,1,0,0,0,0,0
221.0,-1.1183454000000002,-0.6100502000000001,9.469655400000002,0.028954200000000006,0.06774299999999997,-0.24165119999999995,0.916834,1.469373,-1.4152129999999998,52.354085,4.92168,4.9643180000000005,3.53,239.800003,3.790092,2.5,1,0,0,0,0,0
221.5,1.1560921999999998,1.8441484000000001,7.8348788,-0.003542799999999999,-0.0785244,-0.012125399999999995,0.024482399999999998,-0.13124339999999995,0.15621300000000002,,,,,,,,1,0,0,0,0,0
222.0,1.2801002,-0.11635099999999993,10.4484992,0.011117399999999998,0.08167039999999999,0.07186639999999997,-0.08937020000000002,0.046988000000000016,-0.06411799999999995,52.354074,4.921638,6.688764999999999,3.09,243.399994,3.790092,2.5,1,0,0,0,0,0
222.5,-0.6704691999999999,0.8221736,8.059924,-0.004947800000000002,-0.09700240000000003,-0.015698999999999994,-0.552746,0.394218,0.10451500000000001,,,,,,,,1,0,0,0,0,0
223.0,-0.8615956,-4.1681773999999985,16.9451322,-0.02634275,-0.0608175,0.13541725,-0.552746,0.394218,0.10451500000000001,52.35406500000001,4.921594,7.18354,3.23,250.699997,3.790092,2.5,1,0,0,0,0,0
223.5,0.18771680000000007,-1.6271791999999998,7.133063999999999,0.1505128,-0.0035735999999999954,0.117802,-0.6619571999999999,0.3068292,-0.045851400000000035,,,,,,,,1,0,0,0,0,0
224.0,-1.0311271999999998,-0.19208380000000014,7.832366400000001,,0.133684,-0.08695420000000001,0.010776999999999991,-0.2101070000000001,-0.5641700000000001,52.354051,4.921547,7.254536999999999,4.08,241.5,3.790092,2.5,1,0,0,0,0,0
224.5,-0.9755536,1.9024134,11.378170799999998,0.08805360000000002,-0.008185400000000006,-0.026907799999999992,0.5882736,0.33640159999999997,0.7678034,,,,,,,,1,0,0,0,0,0
225.0,-0.7569694000000002,-1.2504892,7.953622800000001,0.08074625,-0.011720499999999991,-0.10369125,0.785067,0.475785,0.956777,52.35403400000001,4.921499,7.480253999999999,3.58,239.399994,3.790092,2.5,1,0,0,0,0,0
225.5,0.04498519999999999,1.7005194000000003,5.817848799999998,-0.022478999999999992,-0.011392399999999992,0.1157558,0.6678636,0.430048,0.535565,,,,,,,,1,0,0,0,0,0
226.0,0.10079759999999996,-0.08129600000000023,9.727421799999998,-0.028037799999999998,0.02589980000000001,-0.1086698,-0.27443320000000004,-0.23815800000000004,0.1888676,52.354019,4.921454,7.521101,3.56,240.600006,3.790092,2.5,1,0,0,0,0,0
226.5,1.1487942,-2.6278576,10.890573199999999,0.04602740000000001,-0.07180500000000001,-0.0014050000000000006,-0.3007974,0.03224819999999999,-0.2766482,,,,,,,,1,0,0,0,0,0
227.0,0.5246859999999999,2.9673396,6.2085372,0.022967799999999997,0.02086020000000001,0.0959946,-0.032726,2.394415,-2.611122,52.354001,4.921406,6.634817,4.18,237.300003,3.790092,2.5,1,0,0,0,0,0
227.5,0.6681360000000001,-2.9689544,13.443476,-0.006872249999999996,-0.017599999999999998,0.05165474999999999,-0.032726,2.394415,-2.611122,,,,,,,,1,0,0,0,0,0
228.0,-0.19316080000000016,-4.406921199999998,16.6424406,-0.041293199999999995,0.0248002,-0.013957799999999992,-0.07289220000000002,0.014249599999999947,-0.17532900000000012,52.353985,4.921359,7.314089,3.41,238.300003,3.790092,2.5,1,0,0,0,0,0
228.5,-0.24574279999999998,3.4533216,4.2351762000000015,0.0021685999999999928,0.0359788,0.0295038,-0.24818099999999996,-0.1249912,-0.2044906,,,,,,,,1,0,0,0,0,0
229.0,-1.6941781999999999,1.5364912,7.0831740000000005,-0.04370619999999999,-0.056809000000000005,-0.008185399999999987,-0.406444,0.405486,-1.172656,52.353972,4.921317,7.965535000000001,3.42,235.800003,3.790092,2.5,1,0,0,0,0,0
229.5,-0.2222932,0.8754139999999999,5.9626747999999985,0.02355550000000001,0.0258085,-0.098194,-0.406444,0.405486,-1.172656,,,,,,,,1,0,0,0,0,0
230.0,1.9890938,-3.385844,14.913326800000002,0.023731400000000017,-0.0626424,0.14354920000000002,-0.6730598000000001,0.232277,-0.9706332000000001,52.353957,4.921274,8.113439,3.56,240.899994,3.790092,2.5,1,0,0,0,0,0
230.5,1.4021940000000002,-0.23730819999999986,8.714959400000001,-0.009620999999999996,0.09071060000000002,-0.13334800000000002,0.16200639999999994,-0.279621,0.11207780000000003,,,,,,,,1,0,0,0,0,0
231.0,0.5563910000000001,1.0727622,8.993723199999998,0.0431868,0.005986199999999999,-0.009224000000000005,-0.28406600000000004,-0.196913,-0.017134599999999996,52.353943,4.921228,8.426502000000001,3.71,238.5,3.790092,2.5,1,0,0,0,0,0
231.5,-0.10929220000000006,-2.4812972,12.036017199999998,-0.002787000000000012,-0.07181275,0.016149250000000004,-1.09209,-0.438208,0.138548,,,,,,,,1,0,0,0,0,0
232.0,0.3477968,0.4913063999999999,9.2769136,-0.029931400000000007,0.083411,-0.05503719999999999,-1.09209,-0.438208,0.138548,52.35393300000001,4.921183,10.494883,3.15,244.600006,3.790092,2.5,1,0,0,0,0,0
232.5,-0.7168298000000001,-1.2260223999999995,10.393883399999998,0.014141199999999984,-0.0445308,0.010170599999999998,-0.2232012,-0.16608359999999994,-0.2596557999999999,,,,,,,,1,0,0,0,0,0
233.0,-0.09403799999999993,3.0766316000000002,5.9480787999999984,-0.02730480000000001,-0.0186308,-0.0198524,0.2766652,0.07442760000000001,-0.3739567999999999,52.353923,4.921138,10.311981,3.61,246.399994,3.790092,2.5,1,0,0,0,0,0
233.5,0.07064819999999998,0.4125227999999996,6.8392258,0.022112600000000003,-0.02122680000000001,0.1141674,1.009387,0.626402,-1.18143,,,,,,,,1,0,0,0,0,0
234.0,-0.8310272000000001,-0.5081159999999997,10.715778,0.020425,0.040736,-0.09044375,1.009387,0.626402,-1.18143,52.353913,4.921093,10.873952,3.3,248.899994,3.790092,2.5,1,0,0,0,0,0
234.5,-1.1766108000000002,-1.614557,12.439208,-0.0183254,-0.02281520000000001,0.0526552,0.16983700000000004,0.349617,-0.7160366,,,,,,,,1,0,0,0,0,0
235.0,-0.4578068,0.7220340000000002,9.007242800000002,-0.0187226,0.050242400000000006,0.039644,0.10495719999999999,-0.0620922,0.24177340000000005,52.353901,4.921049,11.297372,3.26,240.600006,3.790092,2.5,1,0,0,0,0,0
235.5,-0.3659226,-2.5780272,12.7335256,0.037689199999999985,0.003298800000000007,-0.2321218,0.680188,0.738748,-0.291522,,,,,,,,1,0,0,0,0,0
236.0,-0.6406183999999999,0.9138192000000002,9.466365199999998,0.0007635000000000003,-0.12736175,0.2163165,0.680188,0.738748,-0.291522,52.353887,4.921003,10.814172,3.73,243.5,3.790092,2.5,1,0,0,0,0,0
236.5,-1.431925,0.07950139999999982,9.682557,0.0035736000000000023,0.0996902,-0.09144400000000001,0.6593076,0.614837,-0.5138178,,,,,,,,1,0,0,0,0,0
237.0,-1.5316456,2.0117656000000004,6.0169322,-0.014843599999999997,-0.024891999999999997,-0.02098260000000001,-0.002238000000000029,0.058040600000000026,-0.13951980000000005,52.353872,4.920954,9.719273,3.66,240.300003,3.790092,2.5,1,0,0,0,0,0
237.5,-1.1846864,0.615015,8.112626200000001,0.041782,0.01808120000000001,0.042515,0.08534459999999999,-0.8019910000000001,0.6213292000000001,,,,,,,,1,0,0,0,0,0
238.0,0.90688,-0.3092124,11.891132,-0.01989075,-0.11629025,0.02370850000000001,0.032487,-0.9393870000000002,0.520001,52.353856,4.920902,9.037763,3.89,241.899994,3.790092,2.58556,0,0,0,1,0,0
238.5,0.27044860000000004,0.6888340000000001,9.2886384,0.0011911999999999975,-0.023578799999999997,0.1168856,0.032487,-0.9393870000000002,0.520001,,,,,,,,0,0,0,1,0,0
239.0,0.05593219999999999,1.9488342,6.8179292,0.0007025999999999921,0.19748720000000006,-0.08362499999999999,0.3650684,0.3241336,-0.4474195999999999,52.35384000000001,4.920853,8.770317,3.48,241.800003,3.790092,2.5,0,0,0,1,0,0
239.5,-0.17563299999999998,-1.6779667999999994,12.219966199999998,-0.0094682,0.21569,-0.3828484,1.0131001999999998,-0.4221894000000001,0.3418584,,,,,,,,0,0,0,1,0,0
240.0,-0.956172,1.5441483999999999,7.764171399999999,0.11239599999999997,0.0511586,-0.452974,2.136456,0.6419729999999999,0.350349,52.353826,4.920803,8.444036,3.75,247.800003,3.790092,2.5,0,0,0,1,0,0
240.5,-0.7649253999999999,-3.1102506000000005,11.6745816,0.119726,-0.01320975,-0.4214465,2.136456,0.6419729999999999,0.350349,,,,,,,,0,0,0,1,0,0
241.0,-0.8397611999999999,-3.0461230000000006,12.683156399999998,0.026480399999999998,-0.005894799999999996,-0.41464300000000004,1.6774374,0.06833319999999997,0.08650539999999997,52.353818,4.920746,8.177999999999999,3.9,259.899994,3.790092,2.5,0,0,0,1,0,0
241.5,-0.25621160000000004,1.8568904,5.4300922,0.08860359999999998,-0.05836660000000001,-0.2947643999999999,0.492979,-0.20435899999999999,-0.14876279999999995,,,,,,,,0,0,0,1,0,0
242.0,-0.3261418,-3.0512078,11.120643,0.01230859999999999,-0.2309308,0.041415399999999984,0.360379,-0.02125,1.734048,52.353821,4.920686,7.6357339999999985,4.18,279.799988,3.790092,2.5,1,0,0,0,0,0
242.5,-1.3926227999999998,0.4024130000000003,8.409814800000001,0.010346249999999987,0.01561475,0.01343875,0.360379,-0.02125,1.734048,,,,,,,,1,0,0,0,0,0
243.0,0.8458627999999999,-0.5733802000000001,10.1172128,0.004276000000000013,-0.006749799999999998,-0.1170384,0.3720024,-0.5577441999999999,1.6829561999999998,52.353834,4.92063,7.18589,3.77,294.600006,3.790092,2.5,1,0,0,0,0,0
243.5,-0.30604200000000004,-2.8432114000000004,13.1657888,0.003878799999999999,0.004886600000000003,-0.0312754,-0.29937040000000004,-0.2693246,-0.2372054000000001,,,,,,,,1,0,0,0,0,0
244.0,-0.3691526,0.08338980000000004,10.357631800000002,-0.0368952,-0.013774599999999998,-0.0311226,-0.430591,-0.25010920000000003,-0.06314059999999999,52.353851,4.9205809999999985,6.819064999999998,3.7,302.200012,3.790092,2.5,1,0,0,0,0,0
244.5,-0.4640882000000001,-0.4996214000000002,15.5456902,0.17900900000000006,0.0248308,-0.1170384,-0.343354,0.337032,-0.397804,,,,,,,,1,0,0,0,0,0
245.0,-2.6854050000000003,2.8756342000000013,7.805208,-0.18298699999999998,-0.09029125,0.2522800000000001,-0.343354,0.337032,-0.397804,52.353868,4.920535,6.9529130000000015,3.53,300.299988,3.790092,2.5,0,0,0,1,0,0
245.5,0.8047660000000001,-1.0304091999999998,9.9626364,-0.0693314,0.222379,-0.13124059999999999,0.12981159999999994,-0.0280456,-0.29607340000000004,,,,,,,,0,0,0,1,0,0
246.0,-0.9180062,0.33242299999999964,8.5976512,-0.13643280000000002,,,2.41823,0.2204258,-0.036580600000000005,52.353883,4.9204940000000015,6.455841,3.01,303.799988,3.790092,2.5,0,0,0,1,0,0
246.5,2.3429324,-5.9987468,18.277217,,0.17073179999999993,,1.6515891999999996,-1.0547828,2.3775942000000003,,,,,,,,0,0,0,1,0,0
247.0,-2.0251656000000002,-0.3413957999999999,9.584212,,,0.15339874999999994,1.309669,-0.491583,2.128118,52.353907,4.920464,6.667160000000001,3.84,324.5,3.790092,2.5,0,0,0,1,0,0
247.5,0.4368096,-0.1874176,10.3611016,-0.0221128,-0.15017660000000002,0.2163928,0.48899319999999996,-0.4647874,1.4775038,,,,,,,,0,0,0,1,0,0
248.0,-1.2669996,-0.1258026,9.787003599999998,0.0352458,-0.131393,0.125529,-0.4808374000000001,-0.40974440000000006,0.14982260000000006,52.353937,4.92045,6.844808,3.49,347.799988,3.790092,2.5,1,0,0,0,0,0
248.5,2.6018953999999996,-0.5952743999999996,9.548798199999998,0.007543799999999998,0.08203679999999999,0.18334579999999998,-0.6415877999999999,0.7310515999999999,0.09428160000000001,,,,,,,,1,0,0,0,0,0
249.0,1.2696318000000002,-0.5528017999999999,12.688958999999999,-0.01844,0.21276575,-0.31775525,-0.971866,1.356242,0.312205,52.353968,4.920448,6.111514,3.43,357.700012,3.790092,2.5,1,0,0,0,0,0
249.5,1.3453643999999998,-1.1379065999999998,12.9556986,0.027366,-0.1121516,0.0948036,-0.971866,1.356242,0.312205,,,,,,,,1,0,0,0,0,0
