,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelbrake,labelstop,labelturnright,labelturnleft,labelaccelerate
415.0,-0.5583651999999999,1.0043274,7.9376506,0.0413848,0.10723440000000001,-0.1957764,0.7234738000000001,-0.010364,0.15633119999999998,52.357696,4.921225,4.4829089999999985,3.59,246.199997,3.790092,2.5,1,0,0,0,0,0
415.5,-0.195733,0.27361899999999995,8.588319199999999,-0.04020175,-0.1531315,0.042759250000000006,1.100688,-0.023748,0.203132,,,,,,,,1,0,0,0,0,0
416.0,1.2056236,-1.2276973999999998,11.502537599999998,0.054395800000000015,-0.0001222000000000001,0.08609900000000001,1.100688,-0.023748,0.203132,52.357683,4.921179,4.597182,3.61,246.600006,3.790092,2.5,1,0,0,0,0,0
416.5,-0.016510399999999946,0.2283348000000002,9.6973326,0.0547318,0.006505400000000007,-0.0478598,0.0785212,0.17405060000000006,0.15575819999999996,,,,,,,,1,0,0,0,0,0
417.0,1.2949954,-1.4411970000000005,9.490772199999999,-0.08035699999999997,0.07211060000000001,-0.09898760000000001,0.5238495999999999,-0.02705200000000003,-0.3851974000000001,52.357668,4.921135,4.850982,3.44,244.5,3.790092,2.5,1,0,0,0,0,0
417.5,0.4385444,-0.7173086000000002,13.182538199999998,0.0164318,-0.033230199999999994,0.08270860000000001,0.6643859999999999,-1.318262,-0.4975979999999999,,,,,,,,1,0,0,0,0,0
418.0,0.5482556,-0.7580462000000002,11.403175999999998,-0.01817275,-0.06879675,-0.08906900000000001,0.6643859999999999,-1.318262,-0.4975979999999999,52.357655,4.921093,5.0566260000000005,3.34,246.199997,3.790092,2.5,1,0,0,0,0,0
418.5,-0.4850252000000001,-1.0378866000000002,10.733903199999999,0.001588199999999998,-0.016462400000000006,0.1674028,0.17047759999999995,-0.7444295999999999,0.0942828,,,,,,,,1,0,0,0,0,0
419.0,-1.8145974,1.6073186000000002,4.877948399999998,0.07769960000000001,0.146695,-0.16190500000000002,0.3233562,-0.23231500000000002,0.3523402000000001,52.357641,4.921048000000001,5.080691000000002,3.55,246.0,3.790092,2.5,1,0,0,0,0,0
419.5,-0.9601799999999999,-2.739722,13.342498799999998,-0.08982499999999999,-0.15707940000000006,-0.00531440000000002,0.7728798000000001,-0.2367664,-0.08895160000000002,,,,,,,,1,0,0,0,0,0
420.0,-0.019202400000000067,-1.0301702,9.3146602,-0.05459425000000001,-0.06184825,0.23174,0.717299,-0.292286,0.086398,52.357629,4.921003,5.3735550000000005,3.26,247.600006,3.790092,2.5,1,0,0,0,0,0
420.5,-0.1820338,-1.7352746000000003,11.4122686,0.01557659999999999,0.005925200000000003,0.07528700000000002,0.32702259999999994,-0.6204674,0.7260495999999999,,,,,,,,1,0,0,0,0,0
421.0,-0.5229514000000001,1.9371093999999998,3.155475,0.0324666,0.07412640000000001,-0.022234799999999992,0.2717856,0.31094399999999994,-0.008628800000000037,52.357617,4.92096,5.727944,3.29,246.899994,3.790092,2.5,1,0,0,0,0,0
421.5,0.19112679999999999,-1.2708284,12.395838800000002,0.05628960000000001,0.07006419999999998,-0.1408308,0.7349211666666666,0.4795266666666666,-0.2923531666666667,,,,,,,,1,0,0,0,0,0
422.0,1.0715058000000002,0.27026939999999977,10.4933048,-0.0040852499999999925,0.005383250000000001,-0.0976975,-0.332547,0.368407,0.074431,52.357606,4.920918,5.462583,3.12,246.5,3.790092,2.5,1,0,0,0,0,0
422.5,0.4009772,1.894637,7.2498342,0.017561799999999995,-0.038636000000000004,-0.017409199999999996,-0.332547,0.368407,0.074431,,,,,,,,1,0,0,0,0,0
423.0,0.6403194000000001,-0.7580460000000003,9.906645,-0.033627199999999996,-0.05619820000000001,0.05112779999999999,-0.5205188000000001,0.0631842,-0.2332157999999999,52.357594,4.92087,5.659622,3.7,247.100006,3.790092,2.5,1,0,0,0,0,0
423.5,1.0117451999999998,0.5632106,8.588977199999999,0.004367599999999997,-0.046699199999999996,0.0448056,0.015076400000000012,-0.1644396,0.3500724000000001,,,,,,,,1,0,0,0,0,0
424.0,-0.4710870000000001,0.3897307999999999,8.4272222,0.0174398,0.11352579999999997,-0.055953599999999985,-1.010086,-0.059349,0.981512,52.357581,4.920822,6.098908,3.37,247.399994,3.790092,2.5,1,0,0,0,0,0
424.5,-0.4339981999999999,-0.5455036,10.3654088,-0.031268000000000004,-0.055931,-0.064559,-1.010086,-0.059349,0.981512,,,,,,,,1,0,0,0,0,0
425.0,-1.0171888,1.5637694000000002,6.2008804,-0.0014965999999999931,-0.07519519999999999,0.1266286,-0.5511360000000001,0.3681688,-0.07276919999999995,52.35757,4.920776,6.093433,3.39,248.800003,3.790092,2.5,1,0,0,0,0,0
425.5,-1.5712469999999998,-1.9594823999999995,11.2032554,0.08435819999999998,0.031672599999999995,0.0321304,0.1627886,-0.29921260000000005,0.3843546,,,,,,,,1,0,0,0,0,0
426.0,0.16935199999999978,1.2124432000000005,8.188957000000002,-0.07498139999999999,0.048562200000000014,-0.08643519999999999,1.1294457999999998,0.18584260000000002,-0.620654,52.357559,4.920729,7.027289,3.51,248.399994,3.790092,2.5,1,0,0,0,0,0
426.5,-1.2883556,-2.9304298,13.832668400000001,0.049822000000000005,-0.04516450000000001,0.10598199999999999,1.789775,0.410095,-1.303974,,,,,,,,1,0,0,0,0,0
427.0,-0.5088335999999999,1.0001402,7.097889599999999,-0.022693200000000004,0.0751034,0.001465800000000017,1.611776,0.0772662,-0.60663,52.357547,4.920683,7.5101559999999985,3.38,248.0,3.790092,2.5,1,0,0,0,0,0
427.5,-0.8775676000000001,-2.1669998,12.8965366,0.002412800000000004,-0.06865919999999999,-0.1146254,0.16756919999999995,-0.012146599999999995,-0.08584639999999998,,,,,,,,1,0,0,0,0,0
428.0,-1.6797616000000002,-1.3906488000000001,11.0904338,-0.0011604000000000002,-0.0663378,0.2175228,-0.2432818,0.022509599999999932,0.1688806,52.357534,4.920637,7.875528,3.61,246.699997,3.790092,2.5,1,0,0,0,0,0
428.5,-0.7770094000000001,0.6457630000000002,9.010054,0.05047125,0.11266325,-0.0283665,-1.107936,0.849575,-0.130261,,,,,,,,1,0,0,0,0,0
429.0,-0.8570494000000001,1.1483158000000002,6.2900728,-0.027305000000000003,0.053449,-0.2133384,-1.107936,0.849575,-0.130261,52.35752,4.920589,8.126700999999999,3.8,244.899994,3.790092,2.5,1,0,0,0,0,0
429.5,-0.3699904,-0.09158520000000044,11.587603,0.09633059999999996,-0.0416904,0.0589162,-0.25712539999999995,-0.21775519999999995,0.4986092,,,,,,,,1,0,0,0,0,0
430.0,-0.4290330000000001,-1.2687943999999998,10.1469438,-0.056778000000000016,0.0002748000000000001,-0.032680400000000005,-0.8728214,-1.3413144,0.4202440000000001,52.357506,4.920541,9.007391,3.58,246.600006,3.790092,2.5,1,0,0,0,0,0
430.5,-0.3575476000000001,1.3983656000000004,7.9962148,0.006414000000000003,-0.0018936000000000011,-0.0103236,0.7639068,-1.1811,1.6188597999999998,,,,,,,,1,0,0,0,0,0
431.0,-1.2112468000000003,1.0945965999999998,7.7279798,-0.036002000000000006,-0.06310825,-0.003169000000000004,1.1263729999999998,-2.499546,3.156996,52.357493,4.920496,9.441062,3.45,246.699997,3.790092,2.5,1,0,0,0,0,0
431.5,-1.2140582,-1.8688544000000005,10.2574326,0.007330200000000006,-0.08631280000000001,0.19620420000000002,0.6324851999999999,-1.7631776,1.9960901999999998,,,,,,,,1,0,0,0,0,0
432.0,-0.4666604000000002,-0.6642474,11.183873599999998,0.008490800000000001,0.13148500000000002,-0.06978900000000003,0.02457020000000003,-0.05804459999999999,0.0826322,52.357481,4.92045,9.507852,3.6,248.5,3.790092,2.5,1,0,0,0,0,0
432.5,1.0171290000000002,0.3830309999999997,10.334601199999998,-0.0345128,0.0388194,-0.03408519999999999,-0.9470764,-0.6497556000000001,0.25441620000000004,,,,,,,,1,0,0,0,0,0
433.0,0.7432108000000001,1.1353943999999996,5.133740800000001,0.0030157500000000045,-0.053792750000000014,-0.039361249999999966,-1.7793919999999999,-0.790154,0.046165,52.357469,4.9204050000000015,10.137632,3.3,247.800003,3.790092,2.5,1,0,0,0,0,0
433.5,-2.4523442,-2.0194226000000004,14.1898568,0.039521600000000004,-0.06795680000000001,0.0466384,-1.7793919999999999,-0.790154,0.046165,,,,,,,,1,0,0,0,0,0
434.0,0.777787,1.7102102,7.5976308,0.018661599999999997,0.0464548,0.0552208,0.12366780000000001,-0.3117954,0.21202999999999994,52.357461,4.9203660000000005,10.600732,2.82,251.5,3.790092,2.5,1,0,0,0,0,0
434.5,-0.35802579999999995,-0.7549952000000001,8.9403634,-0.035795400000000005,0.09028300000000003,-0.1583624,0.40325320000000003,-0.481065,0.10735639999999998,,,,,,,,1,0,0,0,0,0
435.0,-0.4765306000000001,-0.037686999999999964,10.5820788,0.08023480000000001,-0.144557,0.0532354,0.046709,-1.90048,1.150156,52.357449,4.9203199999999985,11.313641,4.04,248.800003,3.790092,2.5,1,0,0,0,0,0
435.5,-0.5849853999999999,-0.8787041999999999,13.126546200000002,0.022754000000000003,0.09239075,-0.03867425000000002,0.046709,-1.90048,1.150156,,,,,,,,1,0,0,0,0,0
436.0,-0.994457,1.2244072,7.781937600000001,-0.070064,-0.03881939999999999,-0.0867404,0.13803460000000006,-0.7589613999999999,0.29159339999999995,52.357438,4.92027,12.072202,3.52,249.800003,3.790092,2.5,1,0,0,0,0,0
436.5,-0.047198400000000064,0.3799202,8.7348794,-0.1132508,-0.12116160000000002,0.2732016,-0.3922626,0.18251920000000005,-0.34146219999999994,,,,,,,,1,0,0,0,0,0
437.0,1.9066608000000005,0.5240878,9.5258268,0.10286680000000001,0.17442739999999998,0.011789600000000013,-0.540665,0.642662,0.385863,52.357426,4.920226,12.276261,3.33,246.800003,3.790092,2.5,1,0,0,0,0,0
437.5,-0.2652442,-0.1523031999999996,9.649117,-0.0070244999999999926,-0.002901499999999998,-0.20173225000000006,-0.540665,0.642662,0.385863,,,,,,,,1,0,0,0,0,0
438.0,0.22211360000000005,-1.3559527999999996,12.050913,0.0276714,0.012613999999999995,0.11239580000000003,-0.2201828,0.2066688,0.29458340000000005,52.357412,4.9201760000000005,12.304472,4.12,249.0,3.790092,2.5,1,0,0,0,0,0
438.5,-1.3735997999999998,1.8433708,4.9325047999999985,0.0434924,-0.027579600000000003,-0.2208214,0.4817904000000001,0.3305734000000001,-0.4314644,,,,,,,,1,0,0,0,0,0
439.0,0.8809176000000001,1.5245272,5.6580682,0.003268200000000001,-0.116397,0.388499,-0.7156222000000001,-0.34902940000000005,0.14843080000000014,52.357395,4.92012,12.536288,4.35,246.100006,3.790092,2.5,1,0,0,0,0,0
439.5,-0.10983040000000006,-2.4505494000000008,8.4233338,0.006719250000000024,0.2187215,-0.33356075,1.10457,0.084786,-1.299925,,,,,,,,1,0,0,0,0,0
440.0,-3.0269806000000004,-1.1734402,10.384012400000001,0.05531220000000001,-0.0685676,0.059465799999999985,1.10457,0.084786,-1.299925,52.357377,4.920064,12.735021,4.39,244.0,3.790092,2.5,1,0,0,0,0,0
440.5,1.7206190000000003,-4.6165324,14.4210038,-0.1177102,0.023273,-0.01646240000000001,0.5835269999999999,-0.4554406,-0.4371256000000001,,,,,,,,1,0,0,0,0,0
441.0,1.547857,0.9332006,7.843253999999999,0.12840020000000002,0.044255800000000005,-0.0751648,0.21734600000000004,-1.4873492,0.3560192000000001,52.35736,4.920011,13.109234,3.9,243.600006,3.790092,2.5,1,0,0,0,0,0
441.5,-0.4134798000000001,-2.596033,13.122299599999998,-0.013866400000000006,-0.08258660000000001,0.002107400000000004,0.7695892000000001,-3.0092682,1.8995526000000005,,,,,,,,1,0,0,0,0,0
442.0,0.6149555999999999,-1.6429119999999997,13.3851512,-0.0029777500000000012,-0.015385500000000003,-0.04875325,0.979602,,4.348382,52.357344,4.91996,13.58959,4.03,245.0,3.790092,2.5,1,0,0,0,0,0
442.5,1.7799609999999997,-3.5522050000000003,13.224712,-0.0035121999999999875,-0.0205244,0.1849952,0.3718648000000001,-3.0056334,2.5810592,,,,,,,,1,0,0,0,0,0
443.0,-0.3254836,-2.3315064,9.5606424,0.006291800000000003,0.1143202,-0.17360279999999997,0.1319814,-0.3118302000000001,-0.09873239999999997,52.35732700000001,4.919905,13.693599,4.39,245.0,3.790092,2.5,1,0,0,0,0,0
443.5,-1.416252,1.6316059999999997,8.615118800000001,-0.022265200000000002,-0.08087620000000001,0.0239758,-0.5659986,-1.5193618,1.7523785999999997,,,,,,,,1,0,0,0,0,0
444.0,1.2948162,-1.785943,11.6592676,0.0069865000000000075,-0.06211575,0.06891125000000001,-0.915905,-2.045585,2.92491,52.357311,4.91985,14.322878,4.04,246.399994,3.790092,2.5,1,0,0,0,0,0
444.5,0.6812366,-0.08542359999999985,9.780961799999998,-0.008673999999999996,-0.0410794,0.10445480000000004,-0.915905,-2.045585,2.92491,,,,,,,,1,0,0,0,0,0
445.0,0.14727820000000005,1.0303494,9.0652084,-0.017409200000000003,0.0980716,-0.0002442000000000055,-0.32259420000000005,0.07856099999999996,-0.3613336,52.35729600000001,4.919797,14.585582,4.16,245.5,3.790092,2.5,1,0,0,0,0,0
445.5,0.5697310000000002,0.3798004000000012,7.485945199999999,0.0470048,0.0239758,0.008124399999999999,0.185225,-1.092033,0.2856354000000001,,,,,,,,1,0,0,0,0,0
446.0,-0.11724840000000004,-3.5805002000000004,13.376416799999998,0.04302625,0.146947,-0.250333,0.5623600000000001,-3.5271859999999995,,52.35728,4.91974,14.483782,4.45,247.199997,3.790092,2.5,1,0,0,0,0,0
446.5,-1.3925632,-3.5057241999999995,10.867721800000002,-0.0988658,-0.1674332,0.0748288,0.5623600000000001,-3.5271859999999995,,,,,,,,,1,0,0,0,0,0
447.0,0.1279562,-0.8336591999999999,10.206465199999998,0.0805096,0.0317032,0.021166000000000008,0.21437579999999998,-1.0449404,1.0254192000000002,52.357267,4.9196870000000015,15.046782,3.63,247.399994,3.790092,2.5,1,0,0,0,0,0
447.5,0.09403780000000007,0.13692939999999965,10.016295800000002,-0.014019000000000005,-0.12543759999999998,0.08658740000000001,-0.9573218,0.1962144,-0.40425479999999997,,,,,,,,1,0,0,0,0,0
448.0,1.4389836,1.090469,9.4363352,0.0565032,0.1229942,-0.012064199999999992,-0.6546352000000001,-0.6018654000000001,0.30751900000000004,52.357256,4.91964,15.067491,3.41,248.5,3.790092,2.5,1,0,0,0,0,0
448.5,-1.5517458000000002,-1.9564912,10.7674028,-0.06490275,0.033024,-0.07078225,-0.659199,-0.628422,0.506318,,,,,,,,1,0,0,0,0,0
449.0,1.1307286,-0.6972084000000001,10.851032199999999,0.004611999999999998,-0.048012599999999996,0.0493258,-0.3333353999999999,-0.5717606,0.8547264000000001,52.357242,4.919587,15.350888,4.41,247.5,3.790092,2.5,1,0,0,0,0,0
449.5,-1.1593822,-0.3319444000000001,13.714522599999999,0.0342382,0.0824644,-0.0435536,0.0403118,0.013472200000000044,0.05294019999999998,,,,,,,,1,0,0,0,0,0
450.0,-0.6276376000000001,-1.3149158,12.127662800000001,0.0389416,-0.09199360000000001,-0.04355339999999999,-0.2927812,-1.0816120000000002,0.5186110000000002,52.357228000000006,4.919533,,3.85,244.600006,3.790092,2.5,1,0,0,0,0,0
450.5,-0.6376871999999999,0.14195420000000014,8.8761756,0.1028895,0.04016325,-0.02027250000000001,-0.856708,-2.662589,2.156873,,,,,,,,1,0,0,0,0,0
451.0,1.3910673999999998,-0.15750760000000005,11.6389882,,0.0262664,-0.101187,-0.856708,-2.662589,2.156873,52.357213,4.9194830000000005,,3.74,244.199997,3.790092,2.5,1,0,0,0,0,0
451.5,0.5699704000000001,0.07106700000000002,12.466486199999999,0.08674040000000001,-0.036895,-0.0632838,0.3164208000000001,0.12741159999999999,0.2330812,,,,,,,,1,0,0,0,0,0
452.0,-1.0158128000000002,-2.6930620000000003,14.163057199999999,0.002657200000000008,-0.007849400000000006,0.17314459999999998,-0.5050770000000001,0.157298,0.059189799999999876,52.357201,4.919432,,3.74,246.800003,3.790092,2.5,1,0,0,0,0,0
452.5,1.0452448,-1.7469998000000004,11.8063664,-0.033993600000000006,-0.040743400000000006,0.020463400000000003,-0.541062,-0.789324,-0.17593399999999998,,,,,,,,1,0,0,0,0,0
453.0,2.7285956000000002,1.6971093999999998,9.783773,0.11430475000000002,0.109609,-0.00885749999999999,-0.541062,-0.789324,-0.17593399999999998,52.357188,4.919379,,3.97,247.300003,3.790092,2.5,1,0,0,0,0,0
453.5,0.9425928,0.34743799999999964,10.5052096,-0.0259608,-0.0945592,0.004214800000000023,-1.0319478000000002,-0.22695820000000005,-0.4945758,,,,,,,,1,0,0,0,0,0
454.0,-0.33936219999999995,-0.8266004000000002,6.646483600000002,-0.029687200000000007,0.030512,0.06270339999999999,0.16865380000000002,-0.19566040000000004,0.10323159999999994,52.357174,4.919325,,4.14,246.800003,3.790092,2.5,1,0,0,0,0,0
454.5,0.3069992,-0.2895314000000001,10.9281404,0.034604399999999993,0.0678346,-0.1403422,-0.065079,0.9130261999999998,-0.12529939999999998,,,,,,,,1,0,0,0,0,0
455.0,0.7718648000000001,-0.5320439999999997,7.701479400000001,-0.030657,-0.063299,-0.06642975000000001,-0.259312,1.5292629999999998,-0.251368,52.35716,4.919271,,4.08,245.399994,3.790092,2.5,1,0,0,0,0,0
455.5,-0.2208574,-2.617509,12.6570748,0.004306400000000003,0.0023516,0.02831299999999998,-0.2670818,1.2912068,-0.217811,,,,,,,,1,0,0,0,0,0
456.0,0.516371,-3.5165518,14.7472056,0.02012739999999999,-0.0510362,0.0657272,0.07135339999999997,0.010111600000000064,0.19752659999999994,52.357146,4.919219,,3.91,246.399994,3.790092,2.5,1,0,0,0,0,0
456.5,-0.4951948000000001,0.7697110000000003,8.7175316,-0.0033290000000000012,0.09232960000000001,0.023181600000000004,-0.17860740000000006,-0.09716259999999996,0.026384999999999968,,,,,,,,1,0,0,0,0,0
457.0,0.23611160000000006,1.7587843999999997,8.6534636,-0.05703800000000001,-0.09113075,-0.12098574999999998,0.33715100000000003,2.01588,-1.044775,52.357134,4.9191660000000015,,3.91,250.100006,3.790092,2.5,1,0,0,0,0,0
457.5,-0.7373483999999999,-2.6621349999999997,9.808539,0.0501812,-0.014110799999999996,0.22503620000000002,0.33715100000000003,2.01588,-1.044775,,,,,,,,1,0,0,0,0,0
458.0,-0.08691920000000003,2.082354,7.1240912,-0.013072000000000005,0.09700259999999997,-0.2093678,0.3080608,0.5260768,-0.34338299999999994,52.35712,4.919111,,4.28,247.699997,3.790092,2.5,1,0,0,0,0,0
458.5,0.8534598000000001,-1.7485549999999999,11.466765,0.0319778,-0.07656979999999998,0.018019999999999998,0.4603502,0.1716036,0.03082980000000004,,,,,,,,1,0,0,0,0,0
459.0,-0.45720839999999996,-1.2546764,10.0455482,-0.014324399999999998,-0.06588019999999999,0.2275406,-1.401723,-0.3819858000000001,-0.17988179999999995,52.357105,4.919055,,3.88,247.699997,3.790092,2.5,1,0,0,0,0,0
459.5,1.5004194,-0.24502500000000005,8.818927200000003,0.02924425,0.12251325,-0.08276975,-1.35256,-0.17658900000000002,-0.45654,,,,,,,,1,0,0,0,0,0
460.0,0.635055,-1.8674186000000002,13.1921698,-0.010781199999999996,0.0961474,-0.113251,-0.5347783999999999,-0.13662020000000002,-0.35870459999999993,52.357091,4.919,,3.98,246.300003,3.790092,2.5,1,0,0,0,0,0
460.5,0.8240282000000001,-0.7938188,9.0783692,0.0008858000000000033,-0.048806599999999985,-0.07046140000000001,0.031269199999999976,-0.038386200000000016,0.09246200000000004,,,,,,,,1,0,0,0,0,0
461.0,-0.2084148,0.6294321999999999,8.083373400000001,0.010964800000000007,-0.0459662,0.061023399999999985,1.0661390000000002,-0.7381786,1.1051898000000002,52.357077,4.918948,,3.66,247.899994,3.790092,2.5,1,0,0,0,0,0
461.5,0.11156520000000003,-1.0569693999999998,12.903356000000002,-0.022181499999999996,-0.026877250000000002,-0.12858325,0.8289579999999999,-0.931154,1.505703,,,,,,,,1,0,0,0,0,0
462.0,0.8048258,0.6505484,9.687761199999999,0.0279462,0.0335046,0.021960000000000014,0.8289579999999999,-0.931154,1.505703,52.357062,4.918896,,3.65,246.699997,3.790092,2.5,1,0,0,0,0,0
462.5,-0.14099720000000002,1.620599,7.2491758000000015,-0.029015400000000007,-0.08448039999999997,0.07137760000000001,-0.4173182000000001,0.21867400000000006,-0.4589674,,,,,,,,1,0,0,0,0,0
463.0,0.30083779999999993,-0.9076576000000004,9.974301800000001,0.0219908,-0.008460200000000005,0.10127819999999997,-0.3302782,-0.12836799999999998,0.4520047999999999,52.357046,4.918843,15.30361,3.92,245.0,3.790092,2.5,1,0,0,0,0,0
463.5,0.13232300000000005,-0.34378880000000045,8.5477608,0.05589259999999998,0.160195,-0.09181039999999999,0.967075,0.5048,-2.68617,,,,,,,,1,0,0,0,0,0
464.0,-0.42089740000000003,-1.1236098000000003,9.4268836,-0.05997750000000001,-0.05146375,-0.12110075,-0.4786111999999999,-1.0387223999999995,-0.9657288,52.357029,4.9187910000000015,15.100004,3.67,246.800003,3.790092,2.5,1,0,0,0,0,0
464.5,-0.27613180000000004,1.972643,7.7461056,-0.0260528,-0.0671322,0.0922378,-0.16059379999999998,-0.7006999999999999,0.3445284,,,,,,,,1,0,0,0,0,0
465.0,0.058684,1.0415953999999998,10.716376,-0.004886799999999997,0.02266240000000001,-0.0317028,-1.0147612,-1.9994414,1.7557024,52.357014,4.9187400000000014,14.195962,3.46,247.699997,3.790092,2.5,1,0,0,0,0,0
465.5,0.8967702,-0.12825519999999996,9.4707922,0.0929098,0.026632799999999998,-0.007788199999999999,-0.763192,-3.284494,2.378576,,,,,,,,1,0,0,0,0,0
466.0,1.4503494,-3.1632516,,-0.010842499999999998,0.12285650000000001,-0.27175075000000004,-0.5179387999999999,-2.7841907999999997,1.8390426,52.357001,4.918687,13.51415,3.6,249.300003,3.790092,2.5,1,0,0,0,0,0
466.5,-0.8070989999999998,-1.3269398,13.5671844,0.035520800000000005,-0.1148086,-0.03591800000000001,-0.1348434,-1.0190701999999998,-0.06644600000000027,,,,,,,,1,0,0,0,0,0
467.0,-0.06981079999999995,-0.5085343999999999,8.194460799999998,-0.06081000000000001,-0.15045160000000002,0.2296786,-0.6747548000000001,-0.645321,-0.31757260000000004,52.35699,4.918639,13.379708,2.77,249.100006,3.790092,2.5,1,0,0,0,0,0
467.5,0.4339384,0.8106284,8.763713000000001,-0.0093766,0.029656799999999994,0.22760160000000002,-0.423613,-0.062786,0.024544,,,,,,,,1,0,0,0,0,0
468.0,1.7221743999999999,-1.2762117999999998,11.5162366,0.035162,0.13335550000000002,-0.09643725,-0.423613,-0.062786,0.024544,52.35698,4.918597,12.267181,2.73,247.800003,3.790092,2.5,1,0,0,0,0,0
468.5,0.3917648,-1.7690137999999995,5.863851400000001,0.053876800000000016,-0.06740700000000002,0.03142800000000003,-0.12891139999999995,-0.12915019999999994,-0.7167358000000001,,,,,,,,1,0,0,0,0,0
469.0,1.4563317999999998,1.2878771999999998,8.4117886,-0.0027489999999999962,0.165723,-0.102103,0.641155,-0.506151,0.16583199999999995,52.356968,4.918553,11.652515,3.06,246.0,3.790092,2.5,1,0,0,0,0,0
469.5,-0.8865408000000001,0.5395214,8.3216392,-0.0041229999999999965,0.08674019999999999,-0.36495059999999996,1.156131,0.137239,-0.147367,,,,,,,,1,0,0,0,0,0
470.0,-1.2791431999999998,0.6068197999999999,8.913084800000002,0.0157292,-0.020860399999999998,0.026663600000000003,1.156131,0.137239,-0.147367,52.356955,4.91851,11.063788,2.72,246.899994,3.790092,2.5,0,0,0,1,0,0
470.5,0.6332009999999999,-1.1968302000000002,10.3986092,0.0689495,,,2.1622236,-0.10068319999999996,0.2086236,,,,,,,,0,0,0,1,0,0
471.0,-1.1756533999999998,-0.5337191999999998,8.154201200000001,,0.1662422,,2.1394585999999998,-0.5046912,0.7344904000000001,52.356946,4.918466,10.682951,2.93,257.100006,3.790092,2.5,0,0,0,1,0,0
471.5,,-1.83362,2.8398014000000003,0.1037828,-0.174458,-0.41497920000000005,0.8644734000000001,,1.1871596000000002,,,,,,,,0,0,0,1,0,0
472.0,2.0684751999999995,-5.4396638,16.411293800000006,0.14596220000000001,0.008521199999999998,-0.5133561999999999,1.395765,,,52.356945,4.918424,9.633975,2.55,275.899994,3.790092,2.5,0,0,0,1,0,0
472.5,-0.8006982,-1.5595222,11.4338638,0.12495675,-0.28213475000000005,0.11911524999999998,0.959275,,3.9173258,,,,,,,,0,0,0,1,0,0
473.0,-0.13770680000000002,-0.8937193999999998,10.187981,-0.0170428,-0.0617566,-0.086893,-0.1506932,-0.01876039999999999,-0.3581062,52.35696,4.918387999999998,8.48621,3.49,309.600006,3.790092,2.5,1,0,0,0,0,0
473.5,0.019620999999999982,-1.3092928,10.8151994,0.0185696,0.0474016,-0.2613202,1.1812408,-0.23899860000000006,0.2357132,,,,,,,,1,0,0,0,0,0
474.0,-0.9480962,-1.8847666,12.986686,0.0145382,-0.1180462,0.0565034,1.150037,-0.553946,0.561639,52.356987,4.918359,7.391078,3.32,331.600006,3.790092,2.5,1,0,0,0,0,0
474.5,-0.09337959999999998,0.019860199999999932,11.494222399999998,-0.004924999999999992,-0.16672325000000002,0.270262,1.150037,-0.553946,0.561639,,,,,,,,1,0,0,0,0,0
475.0,0.9126228000000001,0.478026,11.5149806,-0.0102928,0.099843,0.0561062,0.2061277999999999,-0.3579796,0.2953154000000001,52.357016,4.91834,6.761836,3.16,338.799988,3.790092,2.5,1,0,0,0,0,0
475.5,-0.2118246,-0.8788835999999997,11.623016599999998,0.0025657999999999987,0.036406400000000005,-0.06563580000000001,-0.18263899999999994,-0.6789400000000001,0.183289,,,,,,,,1,0,0,0,0,0
476.0,0.8399407999999999,1.7181664,8.2313694,0.015851200000000006,-0.07024739999999999,0.0670406,-1.7280259999999998,-0.279152,-0.040965,52.357048,4.91832,6.547514,3.67,335.700012,3.790092,2.5,1,0,0,0,0,0
476.5,0.26721839999999986,-2.2128226000000004,11.9242728,-0.011117599999999988,0.0905886,0.028710000000000006,-1.7280259999999998,-0.279152,-0.040965,,,,,,,,1,0,0,0,0,0
477.0,-0.40929240000000006,1.6923838000000004,8.380502400000001,-0.016950749999999997,0.04840975,-0.23040425,-0.7206564000000001,0.3933656,-0.8110676,52.357079,4.918297,6.106749,3.56,333.899994,3.790092,2.5,1,0,0,0,0,0
477.5,0.6471988000000001,1.990948,6.6064636000000005,0.021563,-0.038300200000000006,-0.0053144,1.557813,0.6037332,-1.6292402000000004,,,,,,,,1,0,0,0,0,0
478.0,0.5500497999999999,0.09684939999999992,10.0920284,-0.020402400000000005,-0.0275796,0.10405779999999999,0.6610602,-0.6669103999999999,,52.357111,4.9182739999999985,5.7757260000000015,3.6,336.299988,3.790092,2.5,1,0,0,0,0,0
478.5,-0.13657039999999993,-0.21397820000000006,10.0381302,-0.001771400000000005,-0.042026400000000005,0.031030999999999982,-0.062585,-2.968521,,,,,,,,,1,0,0,0,0,0
479.0,0.36598220000000004,0.7533801999999999,9.2022574,0.01794375,0.09178,-0.01996700000000001,-0.5897775999999999,-1.9994613999999997,4.5972372,52.357144,4.918252,5.678715,3.78,337.299988,3.790092,2.5,1,0,0,0,0,0
479.5,-0.8854640000000001,-2.0224138000000003,12.1485402,0.041201600000000005,0.0428204,-0.20765760000000005,0.6962042000000002,0.2934212,-1.4899378000000003,,,,,,,,1,0,0,0,0,0
