,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
198.5,-0.05072780000000001,-1.8442084,9.7375918,-0.0016186000000000002,0.002748799999999997,0.0190584,-0.1640868,0.09236200000000003,0.25287980000000004,,,,,,,,0,0,0,0,1,0
199.0,-0.0038283999999999983,-1.9109677999999999,9.6683792,0.007910400000000001,-0.0434312,0.0924822,0.1593458,0.12938140000000004,0.022614,52.350855,4.926318,-5.270808,0.0,,3.790092,2.5,0,0,0,0,1,0
199.5,0.41826559999999996,-1.7714666000000001,9.642956,-0.0085824,-0.0011606000000000016,0.050822400000000004,0.16849679999999997,0.0126688,0.08491459999999999,,,,,,,,0,0,0,0,1,0
200.0,-0.18741780000000002,-1.3183854,11.192966,-0.0175008,-0.0595576,0.1791004,-0.003980600000000001,-0.5148134000000001,1.4065704,52.350857,4.926319,-4.702019,0.0,,3.790092,2.5,0,0,0,0,1,0
200.5,0.7252048000000001,-1.1070394000000001,9.943972800000001,-0.0256862,-0.07116360000000001,0.153689,0.1116104,0.8824835999999999,0.48204440000000004,,,,,,,,1,0,0,0,1,0
201.0,0.32985080000000006,-0.5961718,9.504590799999999,0.015484799999999998,-0.1267508,0.32167219999999996,-0.14387459999999996,-0.2509166,-0.00950660000000001,52.350858,4.926319,-4.676993,0.0,,3.790092,2.5,1,0,0,0,0,0
201.5,1.7405392,0.7850252,9.1204228,0.138876,0.3660806,-0.49032719999999996,0.6842374000000001,0.8377842,0.49167559999999993,,,,,,,,1,0,0,0,0,0
202.0,0.320758,0.8848661999999999,11.5549408,-0.193547,0.06200099999999997,-0.10912800000000003,-1.1450962,-2.2939433999999994,2.3761186,52.350862,4.92631,-4.448354,0.98,312.700012,3.790092,2.5,1,0,0,0,0,0
202.5,1.3629517999999998,-0.9899108,9.614241799999999,0.11627480000000001,-0.143488,0.512501,0.417856,0.5103036000000001,-0.4009965999999999,,,,,,,,1,0,0,0,0,0
203.0,0.6459424,0.30472579999999994,9.1722874,-0.08212840000000002,0.08460219999999999,-0.07989860000000001,0.12369039999999995,-1.1541942,1.9006718,52.35087,4.926291,-4.239492,1.81,303.200012,3.790092,2.5,1,0,0,0,0,0
203.5,0.2968296,-0.3729812,9.0506126,0.018539000000000003,-0.0623674,0.19522679999999998,-0.033902200000000035,-0.026372600000000013,-0.6607422,,,,,,,,1,0,0,0,0,0
204.0,-0.8685348000000002,0.048574200000000005,8.455217999999999,-0.009681799999999996,0.0836248,-0.26119800000000004,-1.1180368,0.4432956,-1.1969842000000002,52.350879,4.926268,-3.822622,1.66,300.100006,3.790092,2.5,1,0,0,0,0,0
204.5,-2.9169706,1.2377474,8.640063600000001,-0.21920240000000005,-0.6743144000000001,0.9487677999999999,-3.4448093999999996,-1.5814404,-3.2856411999999997,,,,,,,,1,0,0,0,0,1
205.0,1.0351948,-0.24610180000000006,7.931907800000002,0.1184738,-0.05125,0.0548542,-1.0441044,-0.28995800000000005,-4.6276562000000006,52.350887,4.926241,-3.497979,2.32,297.899994,3.790092,2.5,0,0,0,0,0,1
205.5,-0.25836480000000006,-0.9579666,10.482357799999999,0.072416,-0.0484402,0.6245304,-1.3204592,-0.16050820000000005,1.196328,,,,,,,,0,0,0,0,0,1
206.0,2.0340788000000005,-0.5801399999999999,9.904431400000002,0.0617872,-0.029137400000000008,0.4731624,-1.3253423999999998,-0.28471440000000003,0.4828568000000001,52.350893,4.926211,-3.468265,1.9,285.799988,3.790092,2.5,0,0,0,0,0,1
206.5,1.5231514,-0.1688136,10.215678,0.15475819999999996,0.1604698,0.33889800000000003,-1.218587,0.012880800000000114,0.04678419999999992,,,,,,,,0,0,0,0,0,1
207.0,1.3361524,0.6056832,9.3495356,0.023181599999999993,-0.05906900000000002,0.3137312,-0.7608514,-0.7965432,-0.4060819999999999,52.350894,4.926184,-3.181536,1.83,293.399994,3.790092,2.5,0,0,0,0,0,1
207.5,0.30520460000000005,-0.12789640000000002,10.220164200000001,-0.0034514000000000268,0.1338368,-0.008063199999999993,-0.02041460000000004,0.5603968,-0.53889,,,,,,,,0,0,0,0,0,1
208.0,-0.8551946000000001,-0.48263219999999996,9.2757768,-0.045477400000000015,0.05454859999999999,-0.028343399999999998,-0.21684160000000002,-0.6356942,1.3857544000000002,52.35089,4.92616,-3.485326,1.53,293.399994,3.790092,2.5,0,0,0,0,0,1
208.5,-0.008374600000000018,-1.3974084,11.3382704,-0.0361926,-0.1378684,-0.04031560000000001,0.8017448,-0.9170598000000002,0.6132234,,,,,,,,1,0,0,0,0,1
209.0,-0.08105700000000002,-0.15822540000000007,10.3712112,-0.0758978,-0.16120279999999998,0.03726159999999999,0.6216364,-0.025660000000000016,0.13888799999999998,52.350872,4.92613,-3.468646,3.8,231.399994,3.790092,2.5,1,0,0,0,0,0
209.5,0.10510480000000003,0.2226519999999999,8.841659199999999,-0.0966664,0.20506159999999998,-0.11264,-1.0846993999999999,-0.1212176,-0.16553140000000005,,,,,,,,1,0,0,0,0,0
210.0,0.7843072,-0.8405984,10.2835742,-0.05244160000000001,-0.0125226,-0.133409,0.6120026,-1.716188,1.7770547999999997,52.350845,4.926095,-3.240861,3.59,223.100006,3.790092,2.5,1,0,0,0,0,0
210.5,0.5185248,-0.040977400000000004,9.612806,0.1045466,-0.0795936,0.1343864,1.0157036,0.8193976000000001,-2.051968,,,,,,,,1,0,0,0,0,0
211.0,-0.03481539999999998,0.00963099999999999,8.591250200000001,-0.13466119999999998,0.10024,-0.0707362,0.41607020000000017,-0.042400799999999975,-0.8835162000000001,52.350818,4.926065,-2.833811,3.5,219.899994,3.790092,2.5,1,0,0,0,0,0
211.5,-0.9026325999999999,-0.740818,10.036575000000003,0.028068599999999992,0.014599399999999995,-0.1555216,-0.9525226,-0.9294319999999999,0.13705479999999998,,,,,,,,1,0,0,0,0,0
212.0,-0.677109,-0.40336999999999995,9.5785884,0.12384940000000003,-0.0962086,0.12107019999999999,-0.05119659999999997,0.37219779999999997,-0.748873,52.350793,4.926033,-3.279605,3.65,225.399994,3.790092,2.5,1,0,0,0,0,0
212.5,0.9747163999999999,-0.4864012000000001,9.7920884,0.12140599999999999,0.239391,-0.1211922,0.15345319999999996,-0.4340324000000001,-0.14537339999999999,,,,,,,,1,0,0,0,0,0
213.0,0.20153559999999998,-1.3442878,11.520902600000001,0.2410098,-0.08521320000000002,-0.08796220000000002,-0.17462280000000002,0.10255680000000007,-1.5080784,52.350768,4.925999,-2.913571,3.64,225.699997,3.790092,2.5,1,0,0,0,0,0
213.5,1.4103896,-1.3359130000000001,10.7458672,0.0665518,-0.06334500000000001,0.1633404,1.2686452,0.9587230000000002,-2.4224941999999996,,,,,,,,1,0,0,0,0,0
214.0,-0.0771086,-0.6684349999999999,10.8261468,-0.0398578,-0.18673599999999999,-0.02895399999999999,0.20252420000000004,-0.4709854000000001,-0.6568402000000001,52.350745,4.925964,-3.659413,3.54,228.899994,3.790092,2.5,1,0,0,0,0,0
214.5,0.42885360000000006,-0.23838500000000007,9.5039924,-0.242659,-0.0902222,0.1776344,-0.9355874000000002,0.038251400000000046,-1.0220774,,,,,,,,1,0,0,0,0,0
215.0,0.9760922000000001,-1.4565709999999998,9.6156776,0.010598400000000001,0.1133122,-0.007574399999999998,-0.8146172,1.1126774,-1.9194382,52.350722,4.925928,-3.492169,3.66,227.0,3.790092,2.5,1,0,0,0,0,0
215.5,0.6125628,-0.31250279999999997,8.3475414,-0.12268880000000004,0.1404338,0.0603518,-0.7625118,-0.5076696,-0.8475328,,,,,,,,1,0,0,0,0,0
216.0,1.4050056000000002,-1.0344772,9.8837934,-0.019455599999999997,0.0901,-0.1924168,1.4322386000000003,-1.1354098000000001,1.6631833999999999,52.3507,4.925893,-2.875644,3.4,225.199997,3.790092,2.5,1,0,0,0,0,0
216.5,-1.0107882,0.14147559999999998,8.3163746,-0.1290416,-0.1645012,0.15100159999999999,-0.3225504,0.06644180000000001,0.457273,,,,,,,,1,0,0,0,0,0
217.0,-0.21140580000000003,0.0629314,8.6235534,0.1210396,0.1050046,-0.06536040000000003,-0.5121192,0.0029552000000000246,-1.5622250000000002,52.350677,4.92586,-2.614403,3.44,223.0,3.790092,2.5,1,0,0,0,0,0
217.5,1.0107880000000002,1.1769100000000001,8.5558362,-0.1581176,0.158637,-0.23053379999999998,0.19447140000000007,-2.541659,2.3786638,,,,,,,,1,0,0,0,0,0
218.0,0.2848656,-0.4845465999999998,7.625267599999999,-0.11914599999999997,-0.008857400000000001,0.0932154,-0.6150772000000001,-0.03373559999999998,0.4125439999999999,52.350654,4.925826,-2.35585,3.58,224.0,3.790092,2.5,1,0,0,0,0,0
218.5,0.8044668000000001,-1.4773884000000002,11.1584496,0.06972819999999999,-0.036956,-0.12473519999999998,1.088797,0.307645,-0.39353020000000005,,,,,,,,1,0,0,0,0,0
219.0,-1.1664412,0.03278159999999999,7.975696600000001,-0.1909816,-0.1271174,0.07708899999999999,0.16108039999999998,-0.37353500000000006,0.1120382,52.350634,4.925789,-2.532352,3.37,228.399994,3.790092,2.5,1,0,0,0,0,0
219.5,0.7898708,-1.2220144,10.846305800000001,0.2509056,0.15375060000000002,-0.10518800000000002,0.24620480000000003,-0.025831800000000005,-0.0936393999999999,,,,,,,,1,0,0,0,0,0
220.0,-0.0799202,-0.388116,10.1583696,-0.2281212,-0.0204634,-0.06487200000000001,-0.36337820000000004,-0.6455789999999999,-0.5347262000000002,52.350614,4.925749,-1.903802,3.88,230.600006,3.790092,2.5,1,0,0,0,0,0
220.5,0.9022734,-1.6904691999999997,10.684611,0.1583012,0.047096200000000005,-0.024677999999999995,0.30246900000000015,0.04488560000000004,-0.4136744,,,,,,,,1,0,0,0,0,0
221.0,-0.9020941999999998,-0.20356919999999995,9.3769934,0.014385599999999993,0.24122339999999998,-0.0098958,-0.14719339999999997,-1.9617499999999997,0.2185668,52.350593,4.925706,-1.279223,3.75,232.0,3.790092,2.5,1,0,0,0,0,0
221.5,1.0676773999999998,-0.9823136,9.7784492,-0.203687,-0.011178600000000006,0.016126599999999998,0.4383364,-0.9891108,0.9288620000000002,,,,,,,,1,0,0,0,0,0
222.0,0.6279366000000001,-2.0429322,10.693943200000001,0.0994154,0.1382348,-0.12107000000000001,-0.020346200000000002,1.4310155999999998,-2.8514655999999996,52.350572,4.925664,-1.362345,3.6,231.100006,3.790092,2.5,1,0,0,0,0,0
222.5,-0.8248062000000003,-1.8382260000000001,11.430454000000001,-0.22127940000000001,-0.19418839999999998,0.1414724,0.04269159999999998,-0.30399879999999996,0.6791682,,,,,,,,1,0,0,0,0,0
223.0,1.5355339999999997,-0.4752746,11.347423199999998,-0.156163,-0.18246020000000002,0.043980799999999994,1.0353306,-0.7377902000000001,0.5462070000000001,52.350552,4.92562,-1.601353,3.97,233.300003,3.790092,2.5,1,0,0,0,0,0
223.5,0.5027918,-1.4587244,11.557513,0.1293472,-0.103783,0.0312754,-0.2904326,-1.1738518,0.37994400000000006,,,,,,,,1,0,0,0,0,0
224.0,0.31549360000000004,-1.7795424,10.2667046,-0.0091932,-0.15277300000000002,0.1512458,0.19787619999999997,-0.08811379999999999,-0.14055900000000005,52.350529,4.925574,-1.008942,3.95,233.100006,3.790092,2.5,1,0,0,0,0,0
224.5,1.3399808,-1.2744176,11.4562964,0.06093200000000001,-0.0237618,0.018813999999999997,1.0421736000000001,-0.5919016,0.5480458,,,,,,,,1,0,0,0,0,0
225.0,-0.21888380000000002,-1.152563,11.332707,-0.023242800000000004,-0.1389676,0.09920159999999999,0.3961144,-0.7147970000000001,1.6984493999999999,52.350508,4.925526,-1.651945,3.95,232.100006,3.790092,2.5,1,0,0,0,0,0
225.5,2.1055642,0.16301100000000002,10.2932052,-0.11731319999999998,0.036100999999999994,-0.0616958,1.3817564,-0.803002,-0.42135599999999995,,,,,,,,1,0,0,0,0,0
226.0,-0.12478559999999997,-1.0900504,10.0595462,-0.03888019999999999,-0.073485,0.063528,-0.1390536,-1.2958276000000002,0.414805,52.350484,4.925482,-1.662075,3.89,227.600006,3.790092,2.5,1,0,0,0,0,0
226.5,0.36053860000000004,-1.2322438,10.7708724,0.028801399999999994,-0.042575999999999996,-0.1191152,1.3335373999999998,-0.6840435999999999,0.7227143999999999,,,,,,,,1,0,0,0,0,0
227.0,1.0735398,-1.5068202,10.614680799999999,0.1506046,-0.1570488,0.0756228,1.1329221999999999,-0.44524600000000014,0.02738379999999978,52.35046,4.925439,-1.877039,3.9,226.699997,3.790092,2.5,1,0,0,0,0,0
227.5,1.1346168000000003,-1.7087144000000003,10.9008626,0.030878199999999974,0.031091799999999992,0.028587599999999998,1.1177671999999998,0.9300180000000001,-0.35121119999999995,,,,,,,,1,0,0,0,0,0
228.0,1.313181,-1.1839688000000002,9.734899799999999,-0.030084199999999995,-0.15558299999999997,-0.0032984000000000012,1.1961298,-2.4694412,2.3152581999999997,52.350434,4.925396,-1.823388,4.0,225.100006,3.790092,2.5,1,0,0,0,0,0
228.5,1.3979468000000002,-2.3206193999999996,11.3303742,0.3095466,0.20078560000000004,-0.07611180000000001,0.6351446000000001,-0.07638860000000003,-1.6054764,,,,,,,,1,0,0,0,0,0
229.0,0.614118,-1.0960324,11.3933052,0.3398448,0.11648860000000001,-0.1236356,-0.5465929999999999,-0.5223608000000001,-1.2490214,52.350409,4.925353,-1.886559,3.87,226.399994,3.790092,2.5,1,0,0,0,0,0
229.5,0.26530419999999993,0.5971286,7.091847799999999,-0.096178,-0.019852599999999995,0.1215586,-0.6843093999999998,-0.41966400000000004,-1.5902892000000002,,,,,,,,1,0,0,0,0,0
230.0,-0.7182653999999999,-0.8515458,9.437591600000001,-0.1022862,-0.0210744,0.0112396,0.30071659999999995,-0.8971546,1.2837204,52.350384,4.925311,-1.567405,3.86,225.699997,3.790092,2.5,1,0,0,0,0,0
230.5,0.3445068,-0.9777074000000001,11.0440128,0.0771806,0.0749508,-0.1550328,-0.20060820000000007,-1.4976934000000002,1.9255478,,,,,,,,1,0,0,0,0,0
231.0,0.2168494,-1.3316056,9.53815,0.22244000000000003,-0.004825599999999997,0.032497200000000004,-0.39395440000000004,-0.1698464,-0.38003740000000014,52.350361,4.925269,-1.514545,3.79,227.0,3.790092,2.5,1,0,0,0,0,0
231.5,-1.6148562000000002,-1.8137595999999998,11.2996862,0.12433800000000002,0.003359599999999996,-0.04984519999999999,-0.8763334,0.3653200000000001,-0.19758779999999998,,,,,,,,1,0,0,0,0,0
232.0,1.2156736,-0.4285546000000001,10.1531652,-0.11975659999999999,-0.0313364,0.1191152,0.028657999999999982,-1.643315,1.5644618,52.350337,4.925226,-1.26088,3.83,227.899994,3.790092,2.5,1,0,0,0,0,0
232.5,0.7242476000000003,-2.9464622000000005,12.602278799999999,0.17244220000000002,0.1301716,-0.049967399999999995,0.048829800000000034,-0.6259482000000002,-0.7938870000000003,,,,,,,,1,0,0,0,0,0
233.0,1.7201999999999997,-3.1293932,12.9938046,0.34485399999999994,0.255884,-0.029076400000000002,1.0097766,-1.1703586000000001,1.105788,52.350314,4.925181,-0.889296,3.98,228.199997,3.790092,2.5,1,0,0,0,0,0
233.5,2.0081764,-1.9485953999999999,11.4717898,0.15750699999999998,0.1872248,-0.36882960000000004,0.2668296,0.5659479999999999,-4.783957599999999,,,,,,,,1,1,0,0,0,0
234.0,0.9607184,0.4814960000000005,7.2963148,-0.2100704,0.14312160000000002,0.016248600000000002,0.5471902,-0.6205624000000001,1.4488073999999997,52.350291,4.925135,-1.198376,3.88,229.199997,3.790092,2.5,0,1,0,0,0,0
234.5,-0.6346959999999999,0.2763114000000001,9.208658400000001,-0.26183979999999996,0.1736642,-0.5468302,2.1779842,-2.1583563999999997,2.8056840000000003,,,,,,,,0,1,0,0,0,0
235.0,1.7510678000000002,-0.8448456,12.5699756,0.1309348,0.27763020000000005,-0.533514,2.4066882,-0.40728359999999997,-1.3338004,52.35027,4.925088,-1.130317,3.83,233.600006,3.790092,2.5,0,1,0,0,0,0
235.5,3.1774294,-6.977351199999999,21.4451944,1.4328949999999998,0.761421,-0.8793148000000001,3.9125140000000003,2.7779906,2.6672072,,,,,,,,0,1,0,0,0,0
236.0,-3.7953758,1.0103092000000005,7.793722600000001,0.13395900000000002,-0.1332258,-0.6048608,-1.5798782,-6.0600772,2.443703599999999,52.350258,4.925034,-0.824458,3.98,250.399994,3.790092,2.5,0,1,0,0,0,0
236.5,0.020398999999999924,2.0757136,2.9758938,-0.6182386,0.05601480000000003,-0.4388629999999999,2.9831232,-1.0132588,-1.0866570000000004,,,,,,,,1,1,0,0,0,0
237.0,-0.3317648,2.5803602000000003,8.9671028,-0.1284306,-0.3339502,0.1148394,0.15973459999999995,-2.3765419999999997,-0.05388819999999992,52.350263,4.924977,-1.112691,4.27,281.399994,3.790092,2.5,1,0,0,0,0,0
237.5,-0.1917846,0.3890728000000003,10.287642000000002,0.09828540000000005,-0.1254072,0.045325,-2.0872135999999997,-1.8580316000000003,3.9079592000000014,,,,,,,,1,0,0,0,0,0
238.0,0.5966502000000001,-2.2727625999999996,9.456196,0.21627059999999995,0.3288192,0.08478560000000002,0.10844259999999983,-3.1229508000000004,2.997668,52.350285,4.924927,-1.25899,3.77,307.100006,3.790092,2.5,1,0,0,0,0,0
238.5,-0.19202399999999997,1.3526623999999998,2.4518058000000003,0.2771412,-0.1631574,-0.1812996,0.8757716,3.8110186000000006,-11.113481799999999,,,,,,,,1,0,0,0,0,0
239.0,2.7127428,-1.308814,11.186266199999999,0.5924914,-0.4245998,0.14782499999999998,4.4776218,-1.0631268,1.5199086,52.350314,4.924889,-1.575011,3.83,318.799988,3.790092,2.5,1,0,0,0,0,0
239.5,-1.8271594,-2.166402,10.5676018,0.3551162,-0.2546622,0.027243799999999995,-0.0664032,-1.8685423999999997,2.8855509999999995,,,,,,,,1,0,0,0,0,0
240.0,-1.3753944,-5.390012400000001,16.106627800000002,0.18050519999999998,-0.1054934,-0.020035800000000003,-2.3978354000000004,0.8831534,0.2743779999999999,52.350344,4.924851,-1.670449,3.82,317.100006,3.790092,2.5,1,0,0,0,0,0
240.5,1.1572886,-4.5834518,15.116119000000001,0.23001459999999999,0.20237380000000002,0.1109298,-0.3401316,0.41532880000000005,-1.9744968,,,,,,,,1,0,0,0,0,0
241.0,1.3059425999999998,2.6459834,8.490931800000002,-0.5268864,0.15106239999999999,-0.109586,2.9611758,-1.5673988,0.868627,52.350373,4.924812,-1.830282,3.88,315.600006,3.790092,2.5,1,0,0,0,0,0
241.5,1.3981862,-2.0110478,11.7596464,0.006933200000000006,0.061756800000000014,-0.1584538,1.4925412,-1.8936115999999998,-1.3964371999999998,,,,,,,,1,0,0,0,0,0
242.0,0.6992425999999999,1.8552152,8.1811206,-0.380619,0.05772499999999999,0.16847179999999998,1.4068636,-1.3412792,0.36520340000000007,52.3504,4.924772,-1.880131,3.9,316.399994,3.790092,2.5,1,0,0,0,0,0
242.5,2.115375,-1.4015362,11.303993600000002,-0.29265700000000006,0.34861059999999994,0.0571752,-1.4231356000000002,-1.8493713999999997,-1.1195714000000003,,,,,,,,1,0,0,0,0,0
243.0,1.3030715999999998,2.7750163999999997,7.679584799999999,-0.26639039999999997,0.10439379999999998,-0.21257479999999998,1.7469228,-2.4153822,0.9507140000000003,52.350427,4.924731,-2.09728,3.74,315.700012,3.790092,2.5,1,0,0,0,0,0
243.5,-1.0713266,0.4386044000000001,9.8548996,-0.1426024,-0.23682540000000002,0.16834960000000002,-0.3276948,-1.0241196000000001,-3.3354128000000003,,,,,,,,1,0,0,0,0,0
244.0,-0.8055438,-3.3613774,13.042558399999999,0.6517436000000001,-0.06872020000000001,-0.014049599999999995,-0.8621724000000001,0.020511000000000258,-1.0889157999999999,52.350452,4.92469,-2.127297,3.67,314.799988,3.790092,2.5,1,0,0,0,0,0
244.5,0.6725026000000001,-0.37399819999999967,10.710992,-0.5979583999999999,0.17537439999999999,-0.011972600000000002,1.6311019999999998,-5.9462478,9.0226468,,,,,,,,1,0,0,0,0,0
245.0,-1.7790038,1.0890932,8.072905,-0.027641000000000006,0.017653600000000002,-0.026999800000000008,-1.5812486,-1.5571232,-1.4771083999999999,52.350475,4.92465,-2.282683,3.53,313.600006,3.790092,2.5,1,0,0,0,0,0
245.5,1.0256236,1.641955,5.666862,-0.18859900000000002,0.0890006,-0.0229678,0.2816582,-2.9053587999999997,-2.4507038000000003,,,,,,,,1,0,0,0,0,0
246.0,-0.3665206,-1.7132011999999996,10.9585294,0.011575800000000002,-0.0643222,0.139029,-0.6711405999999999,-3.659554,3.5792488000000007,52.350498,4.924608,-2.598776,3.7,313.799988,3.790092,2.5,1,0,0,0,0,0
246.5,3.7744388,4.8068818,5.7772312,-0.25774679999999994,-0.12687279999999998,-0.09199360000000001,2.0513808,-3.2692949999999996,-2.5920134000000004,,,,,,,,1,0,0,0,0,0
247.0,-0.5307278,1.5451652,4.1310288,-0.40786259999999996,-0.05454859999999999,0.1446486,-2.056277,-0.40934800000000016,-3.7923698000000003,52.350521,4.924566,-2.855298,3.57,314.0,3.790092,2.5,1,0,0,0,0,0
247.5,0.8951550000000001,-0.9653246,8.9968334,-0.254754,-0.27995120000000007,0.12253619999999998,1.8296641999999999,-1.7278396,2.5310496000000002,,,,,,,,1,0,0,0,0,0
248.0,-1.3314262,1.0450056000000003,9.4370532,-0.07629499999999996,-0.055159599999999996,0.0020768000000000062,-1.2838695999999998,-4.201054,0.9857954,52.350545,4.924525,-3.143251,3.83,316.0,3.790092,2.5,1,0,0,0,0,0
248.5,2.8305895999999997,2.8759932,8.200741599999999,-0.9162404000000001,0.3501988,-0.10665399999999998,1.1977243999999998,-3.6304852,0.868557,,,,,,,,1,0,0,0,0,0
249.0,-0.6485746000000001,-0.36317059999999995,11.233405200000002,0.6653041999999999,0.034024399999999996,0.0345738,-2.120983,-0.42636139999999967,-3.3273476000000004,52.35057,4.924483,-3.292228,3.67,316.100006,3.790092,2.5,1,0,0,0,0,0
249.5,-0.9577275999999999,-1.1497512,8.1124466,0.09828539999999994,-0.1280946,-0.1106854,1.3334932,-0.5758251999999999,-1.5737616,,,,,,,,1,0,0,0,0,0
250.0,1.659901,1.2732208000000003,6.2972514,-0.4873950000000001,0.03329120000000001,0.0999346,0.8891078000000002,-3.085824,1.5722929999999997,52.350594,4.924442,-2.966716,3.85,316.700012,3.790092,2.5,1,0,0,0,0,0
250.5,0.13525440000000005,1.811905,5.7841702,-0.1729002,-0.2164232,0.05167760000000001,1.108242,-0.8157242,-1.4401035999999998,,,,,,,,1,0,0,0,0,0
251.0,0.9593422,-1.024188,8.8682792,0.2084822,0.019119599999999994,0.035062800000000005,0.04112479999999996,1.4591969999999999,-5.2391385999999995,52.350618,4.924402,-2.967011,3.62,315.100006,3.790092,2.5,1,0,0,0,0,0
251.5,0.5008175999999999,-1.1181064,10.920005000000002,0.021104800000000007,-0.05015080000000001,-0.03518480000000001,-0.24845820000000002,-1.1537468,1.2895068000000003,,,,,,,,1,0,0,0,0,0
252.0,-0.9896715999999998,-1.7005192,8.279346,0.2865792,0.037933800000000004,0.09639160000000002,-1.0797656,0.16942659999999998,-4.2187322,52.350641,4.924363,-2.943258,3.73,315.700012,3.790092,2.5,1,0,0,0,0,0
252.5,-0.4917249999999999,2.7591638,4.9476994,0.15439160000000002,-0.2538068,-0.059007799999999985,0.782646,-4.477876800000001,4.4285896000000005,,,,,,,,1,0,0,0,0,0
253.0,-0.06317039999999988,-4.0338802000000005,12.211112199999999,-0.012186400000000042,0.1708542,0.176657,-1.086311,-4.4648254000000005,2.3269684,52.350663,4.924324,-2.958203,3.64,314.100006,3.790092,2.5,1,0,0,0,0,0
253.5,0.6060422,0.6473782000000001,5.8608006,-0.169388,0.05552619999999997,-0.2409182,1.412715,0.36481460000000004,-0.9922890000000002,,,,,,,,1,0,0,0,0,0
254.0,-1.5710076000000002,-2.6576483999999994,14.1079028,0.2770498,-0.2406128,0.1539334,-0.37116960000000004,-1.6041155999999996,1.8794620000000002,52.350685,4.924284,-2.829349,3.73,314.799988,3.790092,2.5,1,0,0,0,0,0
