Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
103.032234,52.348136,4.923264,-1.265009,4.620000,40.700001,3.790092,2.500000
104.032235,52.348166,4.923306,-1.622547,4.460000,44.200001,3.790092,2.500000
105.032234,52.348201,4.923349,-1.535254,4.880000,36.400002,3.790092,2.500000
106.032234,52.348236,4.923388,-1.537807,4.950000,30.100000,3.790092,2.500000
107.032234,52.348274,4.923419,-1.482376,4.760000,26.100000,3.790092,2.500000
108.032234,52.348320,4.923454,-1.571097,5.590000,26.200001,3.790092,2.500000
109.032234,52.348358,4.923499,-1.212984,5.390000,31.500000,3.790092,2.500000
110.032235,52.348403,4.923540,-1.090521,5.680000,27.700001,3.790092,2.500000
111.032234,52.348448,4.923580,-1.141704,5.810000,28.200001,3.790092,2.500000
112.032235,52.348488,4.923628,-1.250445,5.690000,33.799999,3.790092,2.500000
113.032234,52.348530,4.923667,-1.037412,5.360000,29.200001,3.790092,2.500000
114.032234,52.348568,4.923708,-1.093486,4.800000,35.799999,3.790092,2.500000
115.032234,52.348604,4.923742,-0.917452,4.620000,32.500000,3.790092,2.500000
116.032234,52.348638,4.923777,-0.955591,4.580000,32.500000,3.903630,2.500000
117.032234,52.348682,4.923826,-0.969782,5.230000,33.299999,4.966178,2.500000
118.032234,52.348720,4.923859,-1.516097,4.850000,32.200001,6.643701,2.500000
119.032235,52.348718,4.924012,-1.290913,5.990000,74.099998,7.670357,2.770273
120.032235,52.348788,4.923965,-1.206735,3.840000,17.100000,5.699562,3.062119
121.032234,52.348812,4.923977,-3.395171,3.660000,50.099998,4.706209,2.929132
122.032234,52.348877,4.923981,-2.610164,5.200000,26.500000,3.917057,2.762870
123.032234,52.348909,4.924020,-2.837208,4.610000,31.200001,3.897525,2.882576
124.032235,52.348943,4.924053,-2.738142,4.420000,28.600000,3.790092,2.819480
125.032234,52.348979,4.924086,-2.730992,4.520000,29.400000,3.790092,2.566407
126.032234,52.349017,4.924118,-2.739282,4.500000,28.900000,3.790092,2.500000
127.032234,52.349051,4.924141,-2.367699,4.340000,26.600000,3.790092,2.500000
128.032234,52.349089,4.924171,-2.239576,4.990000,29.100000,3.790092,2.500000
129.032234,52.349127,4.924200,-1.750857,4.380000,26.600000,3.790092,2.500000
130.032235,52.349165,4.924233,-1.639213,4.740000,33.400002,3.790092,2.500000
131.032234,52.349197,4.924268,-1.929370,4.260000,38.400002,3.790092,2.500000
132.032234,52.349234,4.924303,-1.592444,4.690000,34.700001,3.790092,2.500000
133.032234,52.349265,4.924344,-2.165008,4.390000,35.299999,3.790092,2.500000
134.032235,52.349299,4.924379,-2.273460,4.790000,30.700001,3.790092,2.500000
135.032234,52.349337,4.924416,-1.645090,4.710000,32.200001,3.790092,2.500000
136.032235,52.349373,4.924452,-1.646483,4.520000,31.900000,3.790092,2.500000
137.032235,52.349410,4.924490,-1.953048,4.930000,32.599998,3.790092,2.500000
138.032234,52.349448,4.924530,-1.683928,4.920000,33.299999,3.790092,2.500000
139.032235,52.349486,4.924569,-1.662063,4.830000,32.799999,3.790092,2.500000
140.032235,52.349523,4.924608,-1.672180,4.810000,32.299999,3.790092,2.500000
141.032235,52.349561,4.924646,-1.705552,4.940000,31.100000,3.790092,2.500000
142.032234,52.349600,4.924683,-1.645845,4.820000,30.900000,3.790092,2.500000
143.032234,52.349637,4.924719,-1.677570,4.700000,30.900000,3.790092,2.500000
144.032234,52.349674,4.924754,-1.806648,4.690000,31.500000,3.790092,2.500000
145.032235,52.349710,4.924790,-2.089780,4.620000,31.799999,3.790092,2.500000
146.032234,52.349745,4.924827,-1.762194,4.590000,32.700001,3.790092,2.500000
147.032234,52.349779,4.924864,-1.795693,4.510000,32.900002,3.790092,2.500000
148.032235,52.349813,4.924899,-1.700777,4.380000,32.900002,3.790092,2.500000
149.032234,52.349846,4.924933,-1.814664,4.260000,32.599998,3.790092,2.500000
150.032235,52.349877,4.924967,-1.877527,4.160000,33.299999,3.790092,2.500000
151.032234,52.349906,4.924999,-1.876673,3.840000,33.500000,3.790092,2.500000
152.032234,52.349929,4.925025,-1.784342,2.310000,33.500000,3.790092,2.500000
153.032234,52.349939,4.925037,-2.422625,0.850000,32.900002,3.790092,2.500000
154.032234,52.349941,4.925040,-2.378310,0.000000,NaN,3.790092,2.500000
155.032234,52.349941,4.925042,-2.507824,0.430000,32.900002,3.790092,2.500000
156.032234,52.349950,4.925052,-2.735345,2.110000,32.000000,3.790092,2.500000
157.032235,52.349968,4.925067,-2.787314,2.440000,27.200001,3.790092,2.500000
158.032234,52.349988,4.925084,-2.805525,2.770000,28.299999,3.790092,2.500000
159.032234,52.350008,4.925106,-3.130617,2.820000,32.500000,3.790092,2.500000
160.032235,52.350031,4.925130,-3.073565,3.210000,33.000000,3.790092,2.500000
161.032234,52.350056,4.925156,-3.058500,3.370000,34.099998,3.790092,2.500000
162.032234,52.350081,4.925184,-2.959815,3.460000,32.700001,3.790092,2.500000
163.032235,52.350107,4.925212,-2.869247,3.500000,35.500000,3.790092,2.500000
164.032234,52.350132,4.925243,-2.795891,3.560000,37.400002,3.790092,2.500000
165.032234,52.350156,4.925275,-2.804871,3.490000,40.299999,3.790092,2.500000
166.032235,52.350180,4.925310,-2.680732,3.690000,42.700001,3.790092,2.500000
167.032235,52.350203,4.925347,-2.769606,3.520000,44.299999,3.790092,2.500000
168.032234,52.350226,4.925383,-2.837913,3.550000,45.299999,3.790092,2.500000
169.032234,52.350250,4.925423,-2.885525,3.920000,45.799999,3.790092,2.500000
170.032235,52.350273,4.925464,-3.281403,3.750000,48.500000,3.790092,2.500000
171.032234,52.350298,4.925507,-2.881624,4.310000,48.000000,3.790092,2.500000
172.032235,52.350323,4.925550,-2.866670,4.000000,48.200001,3.790092,2.500000
173.032235,52.350348,4.925591,-3.197300,3.790000,46.000000,3.790092,2.500000
174.032235,52.350368,4.925627,-3.845139,3.130000,49.000000,3.790092,2.500000
175.032235,52.350389,4.925665,-4.031245,3.920000,48.700001,3.790092,2.500000
176.032235,52.350411,4.925705,-4.935854,3.740000,50.099998,3.790092,2.500000
177.032235,52.350431,4.925742,-5.035596,3.450000,48.099998,3.790092,2.500000
178.032235,52.350451,4.925777,-5.626734,3.380000,48.000000,3.790092,2.500000
179.032234,52.350472,4.925813,-6.319433,3.620000,47.599998,3.790092,2.500000
180.032234,52.350494,4.925849,-6.166915,3.600000,44.500000,3.790092,2.500000
181.032235,52.350517,4.925890,-6.443043,4.140000,48.500000,3.790092,2.500000
182.032234,52.350537,4.925925,-7.348817,2.780000,47.599998,3.790092,2.500000
183.032235,52.350558,4.925962,-7.244273,3.990000,50.200001,3.790092,2.500000
184.032235,52.350583,4.926004,-7.420484,3.700000,47.799999,3.790092,2.500000
185.032234,52.350607,4.926045,-8.106889,3.650000,48.299999,3.790092,2.500000
186.032235,52.350630,4.926085,-9.061301,3.700000,47.900002,3.790092,2.500000
187.032235,52.350655,4.926126,-8.383690,4.030000,45.400002,3.790092,2.500000
188.032234,52.350683,4.926167,-7.844503,3.930000,43.900002,3.790092,2.500000
189.032235,52.350712,4.926208,-7.504411,3.990000,42.700001,3.790092,2.500000
190.032234,52.350737,4.926242,-7.748498,2.760000,45.500000,3.790092,2.500000
191.032235,52.350759,4.926277,-8.691317,3.580000,45.299999,3.790092,2.500000
192.032234,52.350782,4.926314,-8.469156,3.240000,43.700001,3.790092,2.500000
193.032234,52.350805,4.926340,-8.296929,2.710000,32.500000,3.790092,2.500000
194.032234,52.350824,4.926348,-8.200035,1.710000,352.799988,3.790092,2.500000
195.032234,52.350840,4.926340,-8.213139,1.830000,342.200012,3.790092,2.500000
196.032234,52.350850,4.926327,-7.635556,0.670000,312.899994,3.790092,2.500000
197.032234,52.350852,4.926321,-7.075315,0.000000,NaN,3.790092,2.500000
198.032235,52.350854,4.926319,-6.006588,0.000000,NaN,3.790092,2.500000
199.032234,52.350855,4.926318,-5.270808,0.000000,NaN,3.790092,2.500000
200.032234,52.350857,4.926319,-4.702019,0.000000,NaN,3.790092,2.500000
201.032235,52.350858,4.926319,-4.676993,0.000000,NaN,3.790092,2.500000
202.032234,52.350862,4.926310,-4.448354,0.980000,312.700012,3.790092,2.500000
203.032234,52.350870,4.926291,-4.239492,1.810000,303.200012,3.790092,2.500000
204.032235,52.350879,4.926268,-3.822622,1.660000,300.100006,3.790092,2.500000
205.032234,52.350887,4.926241,-3.497979,2.320000,297.899994,3.790092,2.500000
206.032235,52.350893,4.926211,-3.468265,1.900000,285.799988,3.790092,2.500000
207.032235,52.350894,4.926184,-3.181536,1.830000,293.399994,3.790092,2.500000
208.032235,52.350890,4.926160,-3.485326,1.530000,293.399994,3.790092,2.500000
209.032235,52.350872,4.926130,-3.468646,3.800000,231.399994,3.790092,2.500000
210.032234,52.350845,4.926095,-3.240861,3.590000,223.100006,3.790092,2.500000
211.032234,52.350818,4.926065,-2.833811,3.500000,219.899994,3.790092,2.500000
212.032234,52.350793,4.926033,-3.279605,3.650000,225.399994,3.790092,2.500000
213.032235,52.350768,4.925999,-2.913571,3.640000,225.699997,3.790092,2.500000
214.032234,52.350745,4.925964,-3.659413,3.540000,228.899994,3.790092,2.500000
215.032234,52.350722,4.925928,-3.492169,3.660000,227.000000,3.790092,2.500000
216.032235,52.350700,4.925893,-2.875644,3.400000,225.199997,3.790092,2.500000
217.032235,52.350677,4.925860,-2.614403,3.440000,223.000000,3.790092,2.500000
218.032234,52.350654,4.925826,-2.355850,3.580000,224.000000,3.790092,2.500000
219.032234,52.350634,4.925789,-2.532352,3.370000,228.399994,3.790092,2.500000
220.032234,52.350614,4.925749,-1.903802,3.880000,230.600006,3.790092,2.500000
221.032234,52.350593,4.925706,-1.279223,3.750000,232.000000,3.790092,2.500000
222.032234,52.350572,4.925664,-1.362345,3.600000,231.100006,3.790092,2.500000
223.032235,52.350552,4.925620,-1.601353,3.970000,233.300003,3.790092,2.500000
224.032235,52.350529,4.925574,-1.008942,3.950000,233.100006,3.790092,2.500000
225.032234,52.350508,4.925526,-1.651945,3.950000,232.100006,3.790092,2.500000
226.032234,52.350484,4.925482,-1.662075,3.890000,227.600006,3.790092,2.500000
227.032234,52.350460,4.925439,-1.877039,3.900000,226.699997,3.790092,2.500000
228.032234,52.350434,4.925396,-1.823388,4.000000,225.100006,3.790092,2.500000
229.032234,52.350409,4.925353,-1.886559,3.870000,226.399994,3.790092,2.500000
230.032234,52.350384,4.925311,-1.567405,3.860000,225.699997,3.790092,2.500000
231.032234,52.350361,4.925269,-1.514545,3.790000,227.000000,3.790092,2.500000
232.032234,52.350337,4.925226,-1.260880,3.830000,227.899994,3.790092,2.500000
233.032235,52.350314,4.925181,-0.889296,3.980000,228.199997,3.790092,2.500000
234.032234,52.350291,4.925135,-1.198376,3.880000,229.199997,3.790092,2.500000
235.032235,52.350270,4.925088,-1.130317,3.830000,233.600006,3.790092,2.500000
236.032234,52.350258,4.925034,-0.824458,3.980000,250.399994,3.790092,2.500000
237.032234,52.350263,4.924977,-1.112691,4.270000,281.399994,3.790092,2.500000
238.032234,52.350285,4.924927,-1.258990,3.770000,307.100006,3.790092,2.500000
239.032234,52.350314,4.924889,-1.575011,3.830000,318.799988,3.790092,2.500000
240.032234,52.350344,4.924851,-1.670449,3.820000,317.100006,3.790092,2.500000
241.032234,52.350373,4.924812,-1.830282,3.880000,315.600006,3.790092,2.500000
242.032235,52.350400,4.924772,-1.880131,3.900000,316.399994,3.790092,2.500000
243.032234,52.350427,4.924731,-2.097280,3.740000,315.700012,3.790092,2.500000
244.032234,52.350452,4.924690,-2.127297,3.670000,314.799988,3.790092,2.500000
245.032235,52.350475,4.924650,-2.282683,3.530000,313.600006,3.790092,2.500000
246.032234,52.350498,4.924608,-2.598776,3.700000,313.799988,3.790092,2.500000
247.032234,52.350521,4.924566,-2.855298,3.570000,314.000000,3.790092,2.500000
248.032234,52.350545,4.924525,-3.143251,3.830000,316.000000,3.790092,2.500000
249.032234,52.350570,4.924483,-3.292228,3.670000,316.100006,3.790092,2.500000
250.032235,52.350594,4.924442,-2.966716,3.850000,316.700012,3.790092,2.500000
251.032234,52.350618,4.924402,-2.967011,3.620000,315.100006,3.790092,2.500000
252.032234,52.350641,4.924363,-2.943258,3.730000,315.700012,3.790092,2.500000
253.032234,52.350663,4.924324,-2.958203,3.640000,314.100006,3.790092,2.500000
254.032234,52.350685,4.924284,-2.829349,3.730000,314.799988,3.790092,2.500000
255.032234,52.350709,4.924244,-2.955315,3.800000,315.000000,3.790092,2.500000
256.032234,52.350733,4.924205,-3.044353,3.660000,316.299988,3.790092,2.500000
257.032234,52.350757,4.924167,-2.970123,3.650000,315.799988,3.790092,2.500000
258.032234,52.350780,4.924128,-2.947040,3.730000,315.500000,3.790092,2.500000
259.032235,52.350804,4.924089,-3.223824,3.710000,314.200012,3.790092,2.500000
260.032234,52.350827,4.924049,-3.000303,3.640000,313.399994,3.790092,2.500000
261.032234,52.350850,4.924009,-2.998158,3.570000,312.399994,3.790092,2.500000
262.032234,52.350870,4.923968,-2.475508,3.460000,311.000000,3.790092,2.500000
263.032234,52.350889,4.923929,-2.392191,3.240000,308.899994,3.790092,2.500000
264.032234,52.350901,4.923883,-2.510243,3.750000,290.100006,3.790092,2.500000
265.032235,52.350899,4.923829,-2.415000,3.930000,263.799988,3.790092,2.500000
266.032234,52.350884,4.923781,-2.238170,3.670000,241.000000,3.790092,2.500000
267.032234,52.350861,4.923739,-2.307807,3.730000,231.699997,3.790092,2.500000
268.032235,52.350838,4.923705,-2.386288,3.040000,229.100006,3.790092,2.500000
269.032234,52.350815,4.923673,-2.318469,3.600000,227.800003,3.790092,2.500000
270.032234,52.350789,4.923635,-2.537156,4.060000,225.500000,3.790092,2.500000
271.032234,52.350763,4.923594,-2.533494,4.040000,228.300003,3.790092,2.500000
272.032235,52.350743,4.923548,-2.537393,3.970000,241.199997,3.790092,2.500000
273.032234,52.350736,4.923494,-2.492940,4.050000,261.399994,3.790092,2.500000
274.032234,52.350744,4.923441,-2.817483,3.860000,286.600006,3.790092,2.500000
275.032234,52.350766,4.923395,-2.166293,4.030000,306.500000,3.790092,2.500000
276.032234,52.350795,4.923357,-2.195511,3.680000,318.299988,3.790092,2.500000
277.032235,52.350824,4.923322,-2.227349,3.940000,319.600006,3.790092,2.500000
278.032235,52.350854,4.923284,-2.319981,3.950000,317.100006,3.790092,2.500000
279.032235,52.350881,4.923242,-2.374043,3.950000,315.799988,3.790092,2.500000
280.032234,52.350907,4.923201,-2.706672,3.790000,315.399994,3.790092,2.500000
281.032234,52.350932,4.923158,-2.430476,3.940000,315.500000,3.790092,2.500000
282.032235,52.350958,4.923115,-2.317733,3.980000,316.700012,3.790092,2.500000
283.032235,52.350984,4.923071,-2.589572,3.950000,316.500000,3.790092,2.500000
284.032234,52.351008,4.923030,-2.653404,3.700000,316.799988,3.790092,2.500000
285.032234,52.351032,4.922987,-2.915358,3.900000,315.000000,3.790092,2.500000
286.032234,52.351055,4.922943,-2.886176,3.890000,315.000000,3.790092,2.500000
287.032234,52.351078,4.922900,-2.560362,3.850000,314.700012,3.790092,2.500000
288.032234,52.351102,4.922857,-2.721791,3.920000,317.000000,3.790092,2.500000
289.032234,52.351126,4.922816,-2.517618,3.780000,316.500000,3.790092,2.500000
290.032234,52.351151,4.922776,-2.504666,3.880000,318.200012,3.790092,2.500000
291.032234,52.351176,4.922737,-2.987440,3.690000,319.200012,3.790092,2.500000
292.032234,52.351202,4.922701,-2.948180,3.670000,321.299988,3.790092,2.500000
293.032235,52.351230,4.922660,-2.825604,4.240000,321.200012,3.790092,2.500000
294.032234,52.351259,4.922618,-3.006863,3.980000,320.399994,3.790092,2.500000
295.032234,52.351285,4.922572,-2.515335,4.150000,318.500000,3.790092,2.500000
296.032234,52.351312,4.922526,-2.114139,4.020000,318.000000,3.790092,2.500000
297.032234,52.351337,4.922476,-1.709408,4.220000,314.299988,3.790092,2.500000
298.032234,52.351362,4.922430,-1.684314,3.960000,315.399994,3.790092,2.500000
299.032235,52.351386,4.922386,-2.381938,4.040000,313.600006,3.790092,2.500000
300.032234,52.351411,4.922342,-2.408906,4.160000,316.200012,3.790092,2.500000
301.032235,52.351436,4.922299,-2.443074,4.050000,315.899994,3.790092,2.500000
302.032235,52.351462,4.922256,-2.132636,4.060000,316.700012,3.790092,2.500000
303.032235,52.351487,4.922212,-2.756467,3.940000,313.899994,3.790092,2.500000
304.032235,52.351509,4.922168,-3.306754,3.920000,309.299988,3.790092,2.500000
305.032235,52.351525,4.922119,-3.446530,3.920000,297.399994,3.790092,2.500000
306.032235,52.351530,4.922062,-3.798485,4.330000,276.899994,3.790092,2.500000
307.032234,52.351518,4.922006,-3.280589,4.220000,250.600006,3.790092,2.500000
308.032234,52.351494,4.921962,-2.911386,3.790000,232.100006,3.790092,2.500000
309.032235,52.351466,4.921927,-2.612496,3.880000,222.899994,3.790092,2.500000
310.032234,52.351438,4.921895,-1.979376,3.770000,223.600006,3.790092,2.500000
311.032235,52.351411,4.921862,-1.620729,3.650000,224.500000,3.790092,2.500000
312.032234,52.351387,4.921828,-1.211786,3.720000,225.600006,3.790092,2.500000
313.032235,52.351363,4.921793,-0.978991,3.670000,225.500000,3.790092,2.500000
314.032235,52.351339,4.921759,-0.580607,3.740000,224.500000,3.790092,2.500000
315.032234,52.351315,4.921723,-0.420384,3.800000,224.500000,3.790092,2.500000
316.032235,52.351288,4.921686,-0.494600,4.050000,221.899994,3.790092,2.500000
317.032235,52.351264,4.921648,-0.063626,3.660000,225.500000,3.790092,2.500000
318.032234,52.351242,4.921610,0.221720,3.810000,225.300003,3.790092,2.500000
319.032235,52.351219,4.921571,0.355515,3.820000,228.500000,3.790092,2.500000
320.032234,52.351196,4.921529,-0.163218,3.910000,227.800003,3.790092,2.500000
321.032235,52.351174,4.921487,0.248165,3.840000,229.199997,3.790092,2.500000
322.032234,52.351152,4.921444,0.074768,4.090000,230.000000,3.790092,2.500000
323.032234,52.351129,4.921401,0.184940,3.990000,229.100006,3.790092,2.500000
324.032234,52.351105,4.921359,0.742927,4.040000,228.199997,3.790092,2.500000
325.032235,52.351081,4.921316,0.339853,4.080000,228.199997,3.790092,2.500000
326.032235,52.351056,4.921274,0.585704,4.100000,225.800003,3.790092,2.500000
327.032234,52.351030,4.921233,0.677075,4.100000,224.199997,3.790092,2.500000
328.032235,52.351004,4.921193,0.755018,4.020000,222.199997,3.790092,2.500000
329.032234,52.350978,4.921151,0.675001,4.340000,225.899994,3.790092,2.500000
330.032235,52.350953,4.921109,1.011184,3.940000,225.500000,3.790092,2.500000
331.032234,52.350929,4.921071,1.160970,3.720000,226.800003,3.790092,2.500000
332.032235,52.350905,4.921033,0.825525,3.960000,224.399994,3.790092,2.500000
333.032234,52.350881,4.920996,0.344878,3.660000,225.300003,3.790092,2.500000
334.032234,52.350856,4.920959,0.638645,3.960000,223.399994,3.790092,2.500000
335.032235,52.350829,4.920923,1.069434,3.820000,221.199997,3.790092,2.500000
336.032234,52.350803,4.920889,1.037944,3.740000,221.199997,3.790092,2.500000
337.032234,52.350778,4.920853,1.252548,3.790000,221.000000,3.790092,2.500000
338.032234,52.350752,4.920819,1.488942,3.610000,220.600006,3.790092,2.500000
339.032234,52.350720,4.920798,1.582330,4.310000,201.100006,3.790092,2.500000
