Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0.000000,-0.613460,0.339482,10.199407
0.019824,-0.690030,0.599402,9.671490
0.119824,-0.679861,0.306281,9.958928
0.219824,-0.740878,0.527617,9.867702
0.319824,0.459422,0.491725,10.169197
0.419824,-1.274477,0.207876,9.642477
0.519824,-0.753141,0.606581,9.731311
0.619824,0.251845,0.406182,10.934601
0.719824,0.104985,0.470788,9.954143
0.819824,-1.748256,0.789631,10.020843
0.919824,0.550349,2.258226,9.500702
1.019824,-1.296910,1.350449,10.601102
1.119824,-1.026222,2.124826,8.890233
1.219824,-0.512064,1.504487,8.471490
1.319824,-1.280160,1.976472,7.815258
1.419824,-1.668994,-0.940080,11.996716
1.519824,-0.388235,-0.166301,12.139986
1.619824,2.130210,2.468496,5.858826
1.719824,-3.493222,-1.670190,12.379268
1.819824,-1.418346,0.201296,13.319946
1.919824,-0.646361,-0.017946,9.027522
2.019824,0.000897,4.984250,4.511069
2.119824,2.551646,2.702992,7.592725
2.219824,-0.664607,2.030908,8.985947
2.319824,-1.489532,-2.779563,13.238292
2.419824,3.643970,0.078066,11.084152
2.519824,0.154337,1.446461,12.304791
2.619824,-2.933002,-1.666302,9.265906
2.719824,2.673680,-0.395713,11.742478
2.819824,-1.236491,-0.034995,11.286346
2.919824,-3.237190,2.023431,8.669795
3.019824,-1.756332,1.525125,10.370194
3.119824,7.357032,4.373482,6.026922
3.219824,-1.603789,0.978365,5.560621
3.319824,-0.825225,1.638784,9.294920
3.419824,-1.144966,0.798605,9.861121
3.519824,-0.541376,1.251745,10.824831
3.619824,-0.598505,-1.058824,13.279268
3.719824,0.772283,-2.729313,16.720148
3.819824,-0.128315,0.975075,10.849058
3.919824,1.629811,0.825225,6.094519
4.019824,-3.189333,8.236095,1.935195
4.119824,-1.820340,3.349054,7.513164
4.219824,0.651446,-2.900998,9.884451
4.319824,2.328216,-1.590928,11.592328
4.419824,1.133301,-2.078465,10.189836
4.519824,-4.513761,-3.737589,12.359228
4.619824,-4.422534,4.235595,3.988536
4.719824,0.414257,-0.616152,12.403196
4.819824,2.183151,-3.764508,13.185649
4.919824,1.943869,2.706881,9.791729
5.019824,-0.789033,-1.288236,11.432308
5.119824,-2.601596,-0.149252,7.759326
5.219824,1.144068,0.725025,10.814362
5.319824,0.307777,5.577071,2.263012
5.419824,-3.421138,-1.838884,12.827324
5.519824,0.005683,0.426222,10.139585
5.619824,0.210269,2.993720,6.404689
5.719824,0.947259,1.156631,7.553543
5.819824,0.226720,1.933401,0.766301
5.919824,0.028415,-3.236891,15.471692
6.019824,0.763011,1.671088,7.383353
6.119824,-0.488136,-0.993021,23.447866
6.219824,1.019342,-6.270691,15.399010
6.319824,-2.405983,9.979566,0.441476
6.419824,3.784548,-5.131109,17.929121
6.519824,-0.603889,-3.179463,16.696218
6.619824,-0.166301,5.461917,-2.018047
6.719824,2.765804,-0.685544,9.412168
6.819824,0.384945,-9.234201,22.680668
6.919824,-0.763011,-2.843571,11.877374
7.019824,-4.289135,6.094819,-0.451645
7.119824,1.794617,-4.796413,18.555443
7.219824,-1.293919,-1.417448,12.230614
7.319824,-1.442573,7.776973,2.392524
7.419824,-1.265803,-1.109372,10.718349
7.519824,-3.172883,-0.834796,10.442278
7.619824,-2.073979,-0.883550,10.739287
7.719824,0.026919,-1.569692,15.233307
7.819824,-0.156730,-4.876274,14.250455
7.919824,0.601496,1.402493,8.854939
8.019824,-2.682354,-4.923233,19.831116
8.119824,-2.795714,-2.639882,13.357334
8.219824,3.506981,4.534698,0.527916
8.319824,1.304088,3.225226,5.118248
8.419824,-2.412563,-3.999902,20.224436
8.519824,0.151047,0.008973,5.397311
8.619824,-0.258425,0.155234,7.247262
8.719824,-4.374977,2.297110,5.234000
8.819824,1.750350,4.201199,1.876870
8.919824,-0.773181,12.251850,-6.489335
9.019824,4.039683,2.360819,7.439585
9.119824,6.666703,-5.295017,18.114265
9.219824,1.540380,-9.727721,22.553848
9.319824,-1.771287,0.941576,13.150056
9.419824,-0.671785,-4.087539,16.641483
9.519824,0.195912,-2.801397,13.221541
9.619824,0.016152,4.469194,5.165506
9.719824,1.698904,0.891326,9.478569
9.819824,-0.835992,-3.049054,13.679169
9.919824,-2.015056,-1.587040,18.572191
10.019824,-3.732205,-7.394420,18.856638
10.119824,-4.608277,4.558028,0.903590
10.219824,1.064208,5.436792,2.048555
10.319824,5.497809,-2.760121,13.389637
10.419824,1.884348,-0.501895,8.563613
10.519824,4.599903,0.572184,8.736495
10.619824,3.075674,6.432805,-1.697409
10.719824,1.126421,0.919143,4.368098
10.819824,1.377069,-2.286641,7.128518
10.919824,5.580661,-3.400799,11.345269
11.019824,1.310070,-2.285744,10.983953
11.119824,-3.024827,5.963811,0.534198
11.219824,2.323132,0.252144,9.290133
11.319824,4.214060,0.791426,7.971689
11.419824,-1.157229,-11.477772,25.942684
11.519824,0.545264,2.322234,7.405786
11.619824,-0.621237,-1.092922,15.346069
11.719824,-1.016351,-3.023331,12.581760
11.819824,-2.170290,-0.585045,6.649953
11.919824,2.019841,-4.835296,13.171592
12.019824,1.542473,-1.594816,9.998409
12.119824,-2.546861,-3.108576,14.872290
12.219824,-2.964109,-8.118249,21.031416
12.319824,-0.109771,-1.470090,12.497414
12.419824,0.978365,-1.053739,5.615356
12.519824,-1.192224,3.908077,3.615256
12.619824,-1.310669,-1.620838,10.906186
12.719824,0.043071,-2.959323,7.814361
12.819824,2.906981,-5.833702,13.206287
12.919824,1.281656,-4.395017,12.589238
13.019824,-1.124926,-1.875375,13.646268
13.119824,-0.865304,-1.168894,10.712966
13.219824,-0.838385,-1.856830,9.111569
13.319824,1.448854,-1.631307,14.094025
13.419824,-0.303589,-2.142473,8.308179
13.519824,-3.142374,-2.982354,8.274081
13.619824,-2.259423,-4.686941,7.282556
