Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
8.153485,-0.077883,-0.216087,0.408351
8.258272,-0.047799,0.124918,0.111174
8.363058,-0.162180,0.166303,-0.310616
8.467845,0.070858,-0.000764,-0.023518
8.573130,-0.004581,-0.009621,0.316266
8.679913,0.040927,0.047952,0.087046
8.784699,-0.003971,0.086435,-0.068568
8.889486,-0.025197,0.159126,-0.115297
8.994272,0.109189,0.264955,-0.408962
9.099059,0.078188,0.174091,-0.593744
9.203845,-0.004734,-0.015577,-0.417667
9.308632,-0.026114,-0.225097,0.057420
9.413418,-0.273965,-0.352917,0.372159
9.518205,0.020005,-0.206619,0.288931
9.622991,0.159126,-0.041843,0.250142
9.727779,0.056045,-0.029932,-0.130110
9.832564,-0.014049,0.209826,-0.583970
9.937352,0.054518,-0.062001,-0.132554
10.042137,-0.021227,-0.176535,0.181574
10.146925,-0.044897,-0.221279,0.296414
10.251710,0.007177,-0.082006,0.270758
10.356498,0.062001,0.021074,0.251822
10.461284,0.109800,0.055129,0.226930
10.566071,-0.104149,0.201427,-0.130874
10.670857,-0.098805,0.052075,0.011301
10.775644,0.098957,0.030848,0.118810
10.880430,-0.057114,0.064139,-0.115145
10.985217,-0.117894,-0.032222,-0.032680
11.090003,-0.003512,-0.127514,0.268315
11.194790,0.048715,-0.030390,0.074371
11.299576,0.040927,0.159889,-0.253349
11.404364,0.208604,0.100943,-0.243117
11.510547,-0.100484,-0.042148,-0.115145
11.616431,0.057725,-0.067193,-0.009163
11.721218,-0.063528,-0.090711,0.201885
11.826004,0.032528,0.030237,0.227846
11.930791,-0.102470,0.030848,-0.038942
12.035577,0.040316,0.167983,-0.226472
12.140364,-0.065972,0.069178,0.017256
12.245150,0.108425,-0.106440,0.099110
12.349938,-0.078799,-0.010384,-0.093612
12.454723,0.001222,-0.034513,-0.020616
12.559511,0.062459,0.063681,-0.050395
12.664296,-0.100790,0.036804,-0.212728
12.769084,-0.182796,-0.043828,0.002291
12.873869,0.012828,-0.040469,0.117741
12.978657,0.035429,-0.019394,-0.054824
13.083443,0.021991,0.053907,-0.108120
13.188230,0.059558,-0.100179,0.179742
13.293016,-0.025808,-0.084450,0.213186
13.397803,0.013133,-0.027488,0.029626
13.502589,-0.020311,0.031917,0.124155
13.607376,0.017104,0.010690,0.207230
13.712162,-0.038636,0.045814,0.005498
13.816949,-0.037873,0.107509,-0.091474
13.921735,-0.019700,0.064750,-0.102164
14.026523,0.010384,0.060932,0.057114
14.131308,0.100026,0.069484,0.039247
14.236096,0.080785,0.150574,-0.142327
14.340881,0.051464,0.111632,-0.063375
14.445968,-0.013133,0.002902,0.086740
14.552849,-0.039247,-0.065361,0.223570
14.657737,-0.025197,-0.064903,0.139120
14.762523,0.006719,-0.020311,0.021227
14.867310,0.050548,-0.014355,-0.002596
14.972096,-0.011759,0.010232,-0.008094
15.076883,-0.007330,-0.017562,0.043828
15.181669,-0.006108,-0.031764,0.090405
15.286456,0.003207,-0.007025,0.036651
15.391242,0.008857,0.074371,-0.155919
15.496030,-0.017104,0.006108,-0.130721
15.600815,0.014049,0.014049,0.005803
15.705603,0.012981,-0.027641,0.066735
15.810389,0.014508,0.026114,-0.055587
15.915176,-0.029779,-0.037262,-0.001680
16.019962,0.008552,-0.057420,0.006414
16.124749,0.003207,-0.033597,-0.018173
16.229535,0.003360,-0.056503,0.041690
16.334322,-0.001069,-0.022754,-0.005039
16.439108,-0.000458,-0.028863,0.014508
16.543895,0.003971,-0.030237,0.032222
16.648681,-0.001985,-0.003818,-0.021685
16.753469,0.000458,-0.004581,-0.009621
16.858254,0.002138,-0.004276,0.005650
16.963042,0.002749,0.002138,-0.001069
17.067828,0.003054,0.014049,0.001222
17.172615,-0.005192,-0.010843,0.076661
17.277401,0.028863,-0.009010,0.106898
17.382188,0.001527,0.045050,-0.066735
17.488720,0.022754,0.043370,-0.044897
17.594256,0.007177,-0.010079,0.034971
17.699043,0.013286,-0.052991,0.258694
17.803829,0.007636,-0.101553,0.318404
17.908616,-0.023212,-0.010079,0.048715
18.013402,0.003665,0.058641,-0.273354
18.118190,-0.016187,0.106898,-0.515555
18.222975,0.006414,0.217156,-0.770737
18.327763,0.079563,-0.022907,0.026572
18.432549,0.046883,-0.364981,0.908941
18.537336,-0.062154,-0.107967,0.334592
18.642122,0.137135,0.107051,-0.105982
18.746909,-0.163096,-0.163707,0.652385
18.851695,0.107662,-0.266024,0.818383
18.956482,-0.053449,0.086893,0.062001
19.061268,0.020616,0.148283,-0.014508
19.166056,-0.098041,0.063986,-0.065819
19.270841,-0.045814,0.168747,-0.451263
19.375629,0.103386,0.095445,-0.209368
19.481961,-0.068262,-0.114381,-0.122017
19.588842,-0.020311,0.005956,-0.083991
19.694978,0.150727,-0.070095,0.081701
19.799764,0.032222,-0.059710,-0.105524
19.904551,-0.000916,0.187988,-0.895197
20.009337,-0.036498,0.183254,-0.699115
20.114124,0.111938,-0.095139,0.134845
20.218910,-0.023976,-0.172259,0.083991
20.323698,0.000611,0.000000,-0.133776
20.428483,0.044439,-0.030695,-0.145992
20.533271,-0.050548,-0.105677,0.017867
20.638056,0.035429,-0.262817,0.423012
20.742844,-0.097430,-0.200816,0.789825
20.847629,0.031459,-0.076050,0.430495
20.952417,0.113618,0.062917,0.235482
21.057202,0.065208,0.060168,0.238994
21.161990,0.017256,0.206314,-0.158057
21.266775,0.243881,0.259457,-0.358567
21.371563,0.215629,0.144313,-0.496161
21.476349,-0.101859,-0.011301,-0.143702
21.581136,-0.226013,-0.284808,0.519678
21.685922,-0.176382,-0.189057,0.332759
21.790709,-0.075745,0.018478,0.263428
21.895495,-0.080785,-0.372006,0.917798
22.000282,0.019853,-0.107204,0.584428
22.105068,0.096361,0.077119,0.016493
22.209855,0.016646,0.099874,0.019547
22.314641,-0.015118,0.099568,-0.043981
22.419777,0.125224,-0.043370,-0.005650
22.526658,-0.049479,0.124460,-0.251669
22.631496,-0.078036,-0.021227,-0.105524
22.736282,-0.013133,-0.068568,0.424997
22.841069,0.035124,-0.098957,0.524565
22.945854,-0.158973,0.230137,-0.019547
23.050642,-0.012370,0.204481,-0.321153
23.155427,0.053144,0.171953,0.037873
23.260215,-0.025808,0.002138,0.295192
23.365000,-0.020922,0.234871,-0.093765
23.469788,0.003971,0.326498,-0.348641
23.574573,0.034513,0.353681,-0.927724
23.679361,0.055893,0.082312,-0.557245
23.784146,0.033291,-0.177298,-0.021838
23.888934,0.277477,-0.062154,-0.217767
23.993719,-0.278699,-0.091474,-0.172412
24.098506,0.140953,-0.460426,0.773333
24.203292,-0.115297,-0.259916,0.452332
24.308079,0.154544,0.117588,-0.184934
24.412865,-0.255640,0.079257,-0.173786
24.517652,0.280226,-0.034055,-0.065055
24.622438,-0.204176,-0.002443,0.050853
24.727225,-0.106746,0.113007,-0.025808
24.832011,-0.013286,0.127056,-0.268773
24.936798,0.122169,0.204939,-0.296719
25.041584,-0.024434,-0.047646,0.118352
25.146371,0.004123,0.112854,-0.070095
25.251156,0.062917,0.277936,-0.401174
25.355944,0.173786,0.193639,-0.674070
25.460729,-0.008705,0.073302,-0.638641
25.565517,0.076203,-0.212880,-0.105982
25.670302,-0.025503,-0.318862,0.248615
25.775089,0.036040,-0.225708,0.200052
25.879875,-0.123544,-0.111938,-0.184629
25.984662,0.105982,-0.103080,0.026725
26.089448,0.056045,-0.170579,0.192722
26.194235,0.072080,-0.039247,0.113923
26.299021,-0.034971,0.046272,-0.112243
26.403808,-0.036040,0.080479,-0.073913
26.508593,0.060168,-0.040621,0.019853
26.613380,-0.096208,0.092543,0.057420
26.718166,0.045508,0.100943,0.044286
26.822953,0.003665,0.277019,-0.339173
26.927739,0.009621,0.094223,-0.233649
27.032526,0.007483,-0.020463,-0.130263
27.137312,-0.047188,0.026114,-0.229831
27.242099,-0.045203,-0.033749,-0.236856
27.346884,0.001833,-0.119573,-0.042301
27.451671,-0.054213,-0.215476,0.174091
27.556457,0.073760,-0.058947,0.045203
27.661244,0.003665,-0.001374,-0.176382
27.766030,0.042301,0.095598,-0.376129
27.870817,-0.206008,-0.121253,0.032528
27.975602,0.161722,-0.172412,0.259610
28.080390,0.011759,-0.033138,0.044134
28.185175,-0.006567,0.053755,-0.175313
28.289962,-0.054671,-0.078799,0.191195
28.394748,-0.006719,-0.199289,0.573433
28.499535,0.024434,0.068720,0.176535
28.604321,0.073454,0.294886,-0.266329
28.709108,-0.029626,0.289083,-0.533728
28.813893,0.008857,0.076203,-0.264650
28.918680,0.058641,-0.124460,-0.074523
29.023466,0.025656,-0.030237,-0.236092
29.128253,0.046730,-0.105066,-0.098805
29.233039,-0.037567,-0.259610,0.247393
29.337826,0.029015,-0.227235,0.445155
29.442611,-0.029932,-0.090711,0.358567
29.547399,-0.008246,0.051311,0.016951
29.652184,-0.002443,0.146756,-0.117130
29.756971,-0.009774,0.087504,-0.048868
29.861757,0.078494,0.009621,0.097888
29.966544,-0.052838,0.158515,-0.195471
30.071329,0.094987,0.173328,-0.353833
30.176117,-0.108731,-0.081701,0.043217
30.280902,0.010995,-0.112701,0.291221
30.385689,0.034971,0.038942,-0.097583
30.490475,-0.046730,0.066582,-0.178215
30.595262,0.097277,0.009926,0.132401
30.700047,0.020616,-0.066888,0.322833
30.804835,-0.058489,0.259610,-0.257014
30.909620,0.096819,0.361011,-0.775012
31.014407,-0.141106,0.124918,-0.410337
31.119193,0.127362,-0.079716,0.048410
31.223980,0.023059,0.180353,-0.087198
31.328765,-0.030390,0.262970,-0.502116
31.433552,0.051311,0.228304,-0.422706
31.538338,-0.010079,0.086893,-0.327414
31.643125,0.000916,0.233496,-0.565645
31.747910,0.141106,0.266788,-0.754091
31.852697,0.071775,0.078799,-0.412016
31.957483,0.067651,-0.026114,-0.309241
32.062270,-0.028557,0.237620,-0.667351
32.167056,0.188905,0.212880,-0.886645
32.271843,-0.223876,0.000764,-0.661700
32.376628,0.814107,0.061543,-0.628867
32.481415,0.040010,0.123238,-0.853964
32.586201,0.655897,0.076356,-0.891379
32.690988,0.166609,-0.001833,-0.578625
32.795773,-0.030695,-0.198373,-0.239910
32.900560,-0.026877,0.078341,-0.462564
33.005346,0.148283,0.125071,-0.877024
33.110133,0.079105,0.147978,-1.020878
33.214918,0.178826,0.016951,-0.671016
33.319705,0.268926,-0.162638,-0.825713
33.424491,0.356277,-0.127820,-0.942843
33.529278,0.325429,-0.544265,-0.063834
33.634063,0.245255,-0.618636,0.503033
33.738850,-0.083686,-0.262512,-0.007177
33.843636,0.087809,-0.080937,-0.406213
33.948423,-0.039400,-0.266329,-0.052227
34.053208,0.018325,-0.345434,0.211506
34.157995,-0.079868,-0.215782,0.206314
34.262780,0.162180,0.006414,0.308631
34.367567,-0.080479,-0.029626,0.142022
34.472353,-0.052838,0.137135,-0.127514
34.577140,-0.037567,0.085060,-0.249531
34.681925,-0.093460,0.012675,-0.260526
34.786712,0.214866,0.036498,-0.166761
34.891497,0.081090,-0.221279,-0.006567
34.996284,0.037567,-0.084602,0.074371
35.101070,0.030237,-0.040927,-0.155766
35.205857,-0.084144,-0.110105,-0.163402
35.310642,-0.038331,-0.159737,0.251516
35.415429,0.137593,-0.238841,0.465924
35.520214,-0.169510,-0.005956,0.091627
35.625001,0.049784,-0.001985,0.064444
35.729787,-0.205397,-0.044745,0.251058
35.834574,0.183712,0.059710,0.213186
35.939359,0.064292,0.028863,0.113159
36.044146,-0.087657,-0.011759,0.237620
36.148931,-0.016187,0.051158,0.087809
36.253718,0.066124,0.160347,-0.183865
36.358504,-0.039705,0.183712,-0.091780
36.463291,0.164471,0.059558,-0.066430
36.568076,-0.383001,0.091780,-0.220974
36.672863,0.225861,-0.105371,-0.311227
36.777648,-0.068720,-0.171648,0.190890
36.882435,0.261748,-0.218378,0.707208
36.987220,-0.302217,-0.036193,0.440421
37.092007,-0.044134,0.196540,-0.155461
37.196793,0.164165,0.210590,-0.315961
37.301579,0.030390,0.200205,-0.163554
37.406365,-0.096208,0.183560,-0.105524
37.511152,-0.106135,0.116825,-0.219294
37.615937,0.471269,0.031764,-0.295039
37.720724,-0.220974,0.098194,-0.471574
37.825509,-0.136219,-0.249837,-0.014966
37.930296,0.119573,-0.257930,0.397509
38.035081,0.283128,-0.148130,0.282822
38.139868,-0.076967,0.055129,-0.194402
38.244653,-0.173328,0.073454,-0.313059
38.349440,-0.017104,-0.036804,-0.162333
38.454226,-0.063070,-0.149810,0.244339
38.559012,-0.143702,-0.164929,0.352612
38.663798,0.262512,-0.108731,0.294734
38.768585,-0.020158,0.100790,0.161875
38.873370,-0.029932,0.127972,0.026572
38.978157,0.067804,0.155613,-0.112396
39.082942,0.166303,0.104608,-0.296414
39.187729,-0.105371,0.057114,-0.151796
39.292514,-0.262359,-0.231969,0.397814
39.397301,0.074829,-0.078341,0.047035
39.502086,0.043065,0.111327,-0.212422
39.606873,0.185392,-0.029626,-0.073302
39.711658,0.092085,0.050242,-0.115297
39.816445,-0.218072,-0.104608,0.355666
39.921230,0.005345,-0.021685,0.202496
40.026017,-0.175313,0.266024,-0.384223
40.130802,0.298552,0.197456,-0.409726
40.235589,-0.133317,-0.095903,0.051769
40.340375,0.302217,-0.002138,0.176077
40.445161,-0.319779,-0.018478,-0.034971
40.549947,-0.043523,0.038942,-0.279463
40.656778,-0.072233,-0.113770,0.049937
40.762014,0.212269,-0.129652,0.345281
40.866800,-0.072080,-0.122169,0.303133
40.971586,-0.131638,0.183254,-0.224334
41.076372,0.302217,0.134386,-0.381169
41.181158,-0.077730,0.021227,-0.288167
41.285944,-0.052991,-0.129041,0.098957
41.390731,-0.052686,-0.153323,0.403923
41.495516,0.305118,0.041996,-0.017715
41.600303,-0.196082,0.196082,-0.459815
41.705088,-0.142327,0.135455,-0.289236
41.809875,0.150727,-0.067957,0.071011
41.914660,0.083686,-0.057572,0.006872
42.019447,-0.153628,-0.156224,0.110563
42.124232,-0.055282,-0.052686,0.175008
42.229019,0.170426,0.020158,0.072385
42.333804,-0.097430,0.000916,-0.137288
42.438591,-0.037414,0.015577,-0.111480
42.543376,0.126445,0.031917,-0.074218
42.648163,-0.234871,-0.058794,0.125835
42.753547,0.134845,0.009468,0.125071
42.860230,0.109494,0.107204,-0.118657
42.965015,-0.207993,0.039400,-0.249531
43.069802,0.003512,-0.045203,-0.072233
43.174587,-0.133012,-0.012064,0.019700
43.279374,-0.161264,0.005803,-0.145076
43.384159,0.397814,-0.018784,0.024281
43.488946,-0.140495,-0.056045,0.083533
43.593731,0.174855,-0.037873,-0.176993
43.698518,0.060016,-0.204023,0.109189
43.803303,-0.093765,-0.271827,0.418736
43.908090,-0.112701,-0.016646,0.396134
44.012875,0.105829,-0.051006,0.149658
44.117662,0.022907,0.116825,-0.062765
44.222447,-0.115603,0.108578,0.107356
44.327234,0.025197,0.056351,-0.031764
44.432019,-0.175771,0.098041,-0.155155
44.536806,0.068873,0.150421,-0.121100
44.641591,0.288625,0.022907,0.093001
44.746377,0.014508,-0.001833,0.059863
44.851163,0.040621,0.111327,-0.119421
44.955949,-0.071622,-0.053602,0.024281
45.060735,-0.014202,0.006872,-0.117435
45.165521,-0.060474,-0.066277,-0.183407
45.270307,-0.105982,-0.124155,0.147672
45.375093,0.098957,-0.198220,0.359942
45.479878,0.092085,0.002749,0.183407
45.584665,-0.038331,0.129194,-0.044134
45.689450,-0.029932,0.118504,-0.160958
45.794237,0.230442,-0.042301,-0.043676
45.899022,-0.111938,0.139426,-0.038942
46.003809,-0.011148,0.066124,0.000764
46.108594,-0.213186,0.095598,-0.004276
46.213381,0.238536,0.083839,-0.298399
46.318166,-0.067346,-0.008857,-0.292290
46.422953,-0.266940,-0.164471,0.118199
46.527738,0.267704,-0.201732,0.392775
46.632524,0.090711,-0.033291,0.056351
46.737310,0.066277,0.135303,-0.366203
46.842096,-0.162791,-0.004123,-0.146298
46.946881,-0.274423,-0.114076,0.086282
47.051668,-0.142480,-0.111021,0.164318
47.156453,0.069331,-0.105524,0.324818
47.261240,0.161569,-0.053602,0.271216
47.366025,-0.006719,0.135608,-0.024739
47.470812,0.169816,0.250600,-0.298704
47.575597,0.004429,0.134692,-0.261901
47.680383,0.174702,-0.064292,0.088878
47.785169,-0.005650,-0.147672,0.176993
47.889955,-0.134234,0.027030,0.023670
47.994740,0.055893,0.038025,-0.173175
48.099527,0.034666,-0.163860,0.229220
48.204312,-0.140495,0.045355,0.086893
48.309099,0.049173,0.013897,-0.254723
48.413884,-0.229220,0.065972,-0.124002
48.518670,0.229373,-0.054671,0.102317
48.623456,0.056656,-0.011301,0.098805
48.728242,-0.080326,0.049173,-0.110411
48.833027,0.122780,0.160500,-0.284808
48.937814,-0.099415,-0.083228,-0.057114
49.042599,-0.090864,-0.163096,0.179742
49.147386,0.048257,-0.169357,0.298246
49.253618,0.018173,-0.213644,0.568546
49.359451,-0.011606,0.049784,0.260221
49.464238,0.026877,0.230442,-0.294581
49.571069,-0.011606,0.186767,-0.284655
49.676305,-0.006567,0.014049,-0.082159
49.781090,0.038789,0.015882,0.147061
49.885876,0.153934,0.069637,-0.031611
49.990661,-0.450042,0.213033,-0.371395
50.095448,0.197915,0.111327,-0.453707
50.200233,0.268926,-0.077119,-0.178062
50.305020,-0.124155,-0.162180,0.138204
50.409805,0.020769,-0.253349,0.448515
50.514591,-0.040621,-0.121406,0.193333
50.619376,-0.038331,0.048257,-0.044439
50.724163,-0.094223,-0.072233,0.176535
50.828948,0.050395,0.056198,0.151643
50.933734,-0.051006,0.103844,-0.080021
51.038519,0.176077,0.165845,-0.425150
51.143306,-0.266482,0.026114,-0.221890
51.248091,0.076661,-0.096514,0.207841
51.352877,0.099721,-0.151490,0.214866
51.457662,0.008552,0.048410,-0.107204
51.562449,-0.101095,0.085060,-0.109494
51.667234,0.102775,0.026419,-0.089184
51.772021,-0.005192,-0.053296,0.113159
51.876806,-0.013286,-0.075592,0.273049
51.981592,-0.064903,-0.031306,0.066430
52.086377,-0.218989,0.005650,0.060321
52.191164,0.246019,-0.084144,0.130416
52.295949,0.079257,0.142786,-0.060627
52.400735,0.031459,0.099721,-0.166456
52.505520,0.121253,0.052991,-0.360247
52.610307,-0.075440,-0.102470,-0.072385
52.715092,-0.129194,-0.233344,0.530368
52.819878,0.049937,0.003818,0.269231
52.924663,0.031000,0.159278,-0.221279
53.029450,-0.014202,0.116825,-0.185698
53.134235,-0.099263,-0.007177,0.125071
53.239022,0.139426,0.108120,0.015729
53.343806,0.050853,0.058947,-0.066888
53.448593,-0.009468,0.012828,-0.136983
53.553378,-0.430189,-0.048868,-0.090711
53.658165,0.222654,-0.089184,0.082770
53.762950,0.011301,-0.059252,0.173481
53.867736,-0.016493,0.054213,-0.104455
53.972521,-0.322986,0.142022,-0.420874
54.077308,0.576182,0.026419,-0.209368
54.182093,-0.077883,-0.110258,-0.063223
54.286879,-0.242964,-0.018020,0.129805
54.391664,0.428815,-0.104760,0.015577
54.496451,-0.126293,-0.034207,-0.083533
54.601236,-0.217309,-0.120490,0.117435
54.706022,0.149963,-0.144313,0.313059
54.810807,0.131790,-0.073607,0.341005
54.915594,-0.245561,0.060016,0.155613
55.020379,0.173939,0.197609,-0.119421
55.125165,0.064750,0.122780,-0.212269
55.229950,-0.194249,0.120642,-0.448056
55.334737,-0.213186,-0.150574,-0.119115
55.439522,0.363454,-0.194249,0.307562
55.544308,-0.010995,-0.155002,0.467909
55.649093,-0.271369,0.104760,0.166609
55.753880,0.195318,0.216240,-0.184934
55.858664,0.131790,0.151643,-0.139426
55.963451,-0.134692,0.213797,-0.207383
56.068236,-0.186156,0.015271,0.010232
56.173022,0.246630,0.078647,-0.241743
56.277807,0.237772,0.030542,-0.206772
56.382594,-0.563354,-0.151337,-0.029779
56.487379,0.211506,-0.083533,-0.150879
56.592165,0.107662,-0.145229,-0.078341
56.696950,-0.015118,-0.109036,0.038483
56.801737,-0.235329,-0.160806,0.276103
56.906522,0.306034,-0.132096,0.361011
57.011308,0.134692,0.183560,-0.128278
57.116093,-0.200511,0.027183,0.006414
57.220880,-0.053296,0.091780,-0.258694
57.325664,-0.027946,0.110869,-0.321764
57.430451,-0.158973,-0.130874,0.109953
57.535236,0.295497,-0.142175,0.275798
57.640022,-0.043523,-0.119115,0.240674
57.744807,-0.085671,-0.121100,0.158057
57.849594,0.168594,0.017715,-0.034055
57.954379,0.116672,0.029168,-0.000305
58.059165,0.157751,-0.003207,0.135455
58.163950,0.040316,-0.052075,0.202496
58.268737,-0.132096,0.021685,0.042148
58.373522,-0.072691,0.217309,-0.068109
58.478308,-0.094529,0.015577,0.158668
58.583093,-0.011759,0.110716,0.144007
58.687880,0.107815,0.273660,-0.199289
58.792665,0.054365,0.174702,-0.342838
58.897452,0.207535,0.088115,-0.228304
59.002237,-0.120948,-0.031459,-0.183560
59.107023,0.046424,-0.190890,0.006108
59.211808,-0.008246,-0.155613,0.033597
59.316595,-0.215171,-0.267551,0.017409
59.421380,0.102470,-0.083533,0.153323
59.526166,0.093460,-0.170274,0.396287
59.630951,-0.025503,0.015729,0.190432
59.735738,0.066430,0.179742,-0.113770
59.840523,-0.093154,0.179742,-0.096056
59.945309,0.161264,0.094529,0.013286
60.050094,-0.190279,0.102470,-0.022754
60.154881,0.090100,0.084450,-0.209368
60.259666,-0.029321,0.137441,-0.234871
60.364452,0.015882,-0.060168,-0.050700
60.469237,0.003360,-0.111021,-0.172870
60.574024,-0.023059,-0.048410,-0.143396
60.678809,0.012828,-0.195929,0.180811
60.783595,0.034818,-0.237009,0.443017
60.888380,-0.020769,0.033749,0.103386
60.993167,-0.019547,0.164623,-0.186919
61.097952,-0.100026,0.221279,-0.292749
61.202738,-0.035276,0.110563,-0.198678
61.307523,-0.010690,0.092849,-0.113923
61.412310,-0.053755,-0.076509,0.038942
61.517094,0.094987,-0.100026,0.048868
61.621881,-0.038178,-0.092696,0.034666
61.726666,0.009926,0.000000,-0.083533
61.831452,0.086129,-0.192722,-0.056045
61.936237,-0.046577,-0.185545,0.206772
62.041024,0.055282,-0.123238,0.224486
62.145809,0.206008,-0.116825,0.327109
62.250595,-0.233649,0.308172,-0.093765
62.355380,-0.019547,0.200205,-0.494634
62.460167,0.019394,0.060321,-0.255792
62.564952,0.024892,-0.150879,0.198220
62.669738,0.073149,-0.064903,0.248004
62.774523,-0.032069,0.060627,0.012522
62.879310,0.280684,-0.008705,0.122475
62.984095,-0.019089,-0.027946,0.246935
63.088881,-0.147520,0.019853,0.032986
63.193666,-0.108578,0.109036,-0.220058
63.298453,0.043676,-0.010995,-0.027335
63.403238,-0.127667,-0.047035,-0.186003
63.508024,0.136524,0.014660,-0.265871
63.612809,0.163554,-0.089031,0.193944
63.717596,-0.152559,-0.084755,-0.026114
63.822381,-0.015424,-0.048868,-0.105066
63.927167,0.058489,-0.030542,0.282822
64.031952,-0.049479,-0.205245,0.589773
64.136739,0.079257,0.181574,0.353833
64.241524,0.163402,0.267398,-0.503644
64.346310,-0.196693,0.253502,-0.359789
64.451095,0.150727,0.005650,0.029626
64.555881,-0.244033,-0.097125,-0.145534
64.660666,-0.138510,0.037567,-0.144465
64.765453,0.248462,-0.032833,-0.249989
64.870238,0.137288,-0.098805,-0.007483
64.975024,-0.344518,-0.140648,-0.000153
65.079809,0.186919,-0.106287,0.068568
65.184596,0.174397,-0.090253,0.115297
65.289380,-0.095903,0.005803,0.108120
65.394167,-0.132554,-0.065666,0.129347
65.498952,0.191348,0.004887,0.347114
65.603738,0.137593,-0.023670,0.210590
65.708523,-0.189210,0.042607,0.166456
65.813310,-0.055893,0.136219,-0.003512
65.918094,-0.054365,0.016646,-0.308631
66.022881,-0.051617,0.013439,-0.054213
66.127666,0.285113,-0.200663,0.297330
66.232452,-0.041079,0.001680,0.095598
66.337237,-0.051158,-0.032528,0.135914
66.442023,-0.094529,0.062612,0.225708
66.546808,0.206466,0.186003,-0.117894
66.651594,-0.090711,0.231817,-0.320237
66.756379,-0.149352,0.154239,-0.047035
66.861166,0.108425,-0.169510,0.356735
66.965950,0.074065,0.244797,-0.066124
67.070737,-0.114381,0.264344,-0.497688
67.175522,0.076814,0.044439,-0.536477
67.280308,0.019089,-0.295497,0.075287
67.385093,-0.131638,-0.290611,0.348183
67.489879,0.291374,-0.176535,0.175924
67.594664,0.084450,0.079716,-0.078188
67.699450,0.018631,0.126751,-0.326192
