Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
340.306984,52.356370,4.920728,3.626372,4.280000,65.099998,3.790092,2.500000
341.306984,52.356387,4.920784,3.448266,3.970000,65.300003,3.790092,2.500000
342.306984,52.356404,4.920843,4.386374,4.420000,66.000000,3.790092,2.500000
343.306984,52.356423,4.920904,5.235801,4.330000,66.500000,3.790092,2.500000
344.306984,52.356440,4.920963,5.314595,4.260000,65.199997,3.790092,2.500000
345.306984,52.356457,4.921020,4.892472,4.120000,65.599998,3.790092,2.500000
346.306984,52.356475,4.921079,5.246657,4.500000,64.699997,3.790092,2.500000
347.306984,52.356493,4.921139,5.377638,4.370000,64.599998,3.790092,2.500000
348.306984,52.356511,4.921196,4.877452,4.390000,63.700001,3.790092,2.500000
349.306984,52.356529,4.921253,4.553780,4.360000,64.699997,3.790092,2.500000
350.306984,52.356546,4.921310,4.355167,4.310000,64.099998,3.790092,2.500000
351.306984,52.356563,4.921364,3.712522,4.130000,65.300003,3.790092,2.500000
352.306984,52.356580,4.921421,4.010614,4.330000,64.300003,3.790092,2.500000
353.306984,52.356598,4.921478,4.158316,4.250000,65.099998,3.790092,2.500000
354.306984,52.356613,4.921534,3.817733,4.130000,66.300003,3.790092,2.500000
355.306984,52.356627,4.921591,3.957312,4.120000,68.800003,3.790092,2.500000
356.306984,52.356642,4.921649,3.924225,4.320000,66.900002,3.790092,2.500000
357.306984,52.356658,4.921707,3.990748,4.220000,65.199997,3.790092,2.500000
358.306984,52.356675,4.921763,4.106527,4.180000,64.800003,3.790092,2.500000
359.306984,52.356691,4.921820,3.985367,4.270000,66.099998,3.790092,2.500000
360.306984,52.356708,4.921878,4.079357,4.320000,65.199997,3.790092,2.500000
361.306984,52.356725,4.921936,3.625130,4.290000,65.300003,3.790092,2.500000
362.306984,52.356740,4.921991,3.295899,4.190000,65.300003,3.790092,2.500000
363.306984,52.356755,4.922046,3.280022,4.220000,66.699997,3.790092,2.500000
364.306984,52.356770,4.922102,3.190903,4.290000,67.099998,3.790092,2.500000
365.306984,52.356786,4.922160,3.165079,4.320000,67.000000,3.790092,2.500000
366.306984,52.356801,4.922217,3.307163,4.240000,67.000000,3.790092,2.500000
367.306984,52.356816,4.922274,2.875515,4.210000,66.000000,3.790092,2.500000
368.306983,52.356831,4.922331,2.799214,4.240000,66.500000,3.790092,2.500000
369.306984,52.356848,4.922386,3.589309,4.280000,62.500000,3.790092,2.500000
370.306984,52.356865,4.922430,3.125553,3.000000,57.099998,3.790092,2.500000
371.306984,52.356883,4.922461,3.117784,2.750000,48.200001,3.790092,2.500000
372.306984,52.356901,4.922480,1.821189,1.980000,36.799999,3.790092,2.500000
373.306984,52.356920,4.922482,0.496571,2.420000,13.800000,3.790092,2.500000
374.306984,52.356955,4.922462,1.123991,4.560000,345.500000,3.790092,2.500000
375.306984,52.356997,4.922435,1.928905,4.230000,344.100006,3.790092,2.500000
376.306984,52.357034,4.922409,1.808092,3.720000,344.500000,3.790092,2.500000
377.306984,52.357070,4.922390,2.057155,4.030000,351.000000,3.790092,2.500000
378.306984,52.357104,4.922369,2.485171,3.780000,345.500000,3.790092,2.500000
379.306984,52.357136,4.922345,3.537571,3.680000,345.399994,3.790092,2.500000
380.306984,52.357166,4.922318,2.719176,3.490000,340.100006,3.790092,2.500000
381.306984,52.357193,4.922289,2.554343,3.440000,337.500000,3.790092,2.500000
382.306984,52.357221,4.922260,2.188947,3.560000,335.600006,3.790092,2.500000
383.306984,52.357247,4.922230,2.576052,3.350000,332.200012,3.790092,2.500000
384.306984,52.357275,4.922205,3.111111,3.350000,336.799988,3.790092,2.500000
385.306984,52.357301,4.922182,3.517324,3.010000,336.799988,3.790092,2.500000
386.306984,52.357327,4.922162,3.283707,3.180000,340.600006,3.790092,2.500000
387.306984,52.357356,4.922144,3.331407,3.430000,342.299988,3.790092,2.500000
388.306984,52.357387,4.922125,3.666339,3.590000,340.700012,3.790092,2.500000
389.306984,52.357418,4.922105,3.180288,3.690000,341.100006,3.790092,2.500000
390.306984,52.357449,4.922084,3.456259,3.680000,336.600006,3.790092,2.500000
391.306984,52.357479,4.922060,3.620961,3.610000,337.700012,3.790092,2.500000
392.306984,52.357509,4.922035,3.678728,3.700000,335.799988,3.790092,2.500000
393.306984,52.357540,4.922010,3.975511,3.880000,336.700012,3.790092,2.500000
394.306984,52.357571,4.921986,3.713151,3.700000,337.100006,3.790092,2.500000
395.306984,52.357602,4.921963,3.824753,3.740000,337.100006,3.790092,2.500000
396.306984,52.357633,4.921939,3.605667,3.690000,336.000000,3.790092,2.500000
397.306984,52.357661,4.921913,3.584941,3.590000,333.299988,3.790092,2.500000
398.306984,52.357692,4.921891,4.073314,3.850000,337.100006,3.790092,2.500000
399.306984,52.357724,4.921870,4.001997,3.650000,339.399994,3.790092,2.500000
400.306984,52.357753,4.921851,3.651868,3.180000,340.200012,3.790092,2.500000
401.306984,52.357779,4.921831,2.670327,3.350000,339.100006,3.790092,2.500000
402.306984,52.357804,4.921809,2.669739,3.110000,333.700012,3.790092,2.500000
403.306984,52.357825,4.921778,2.871900,3.370000,321.600006,3.790092,2.500000
404.306984,52.357840,4.921735,2.918344,3.390000,301.200012,3.790092,2.500000
405.306984,52.357840,4.921679,3.104774,4.020000,274.799988,3.790092,2.500000
406.306984,52.357831,4.921623,3.332390,3.530000,260.600006,3.790092,2.500000
407.306984,52.357816,4.921574,3.716678,3.420000,250.300003,3.790092,2.500000
408.306984,52.357799,4.921527,2.894056,3.380000,249.199997,3.790092,2.500000
409.306984,52.357782,4.921482,3.238917,3.380000,246.800003,3.790092,2.500000
410.306984,52.357766,4.921438,3.239844,3.350000,245.600006,3.790092,2.500000
411.306984,52.357750,4.921396,3.601858,3.260000,245.800003,3.790092,2.500000
412.306984,52.357737,4.921359,3.898327,2.770000,247.199997,3.790092,2.500000
413.306984,52.357723,4.921316,4.221708,3.810000,247.699997,3.790092,2.500000
414.306984,52.357710,4.921269,4.370161,3.440000,248.800003,3.790092,2.500000
415.306984,52.357696,4.921225,4.482909,3.590000,246.199997,3.790092,2.500000
416.306984,52.357683,4.921179,4.597182,3.610000,246.600006,3.790092,2.500000
417.306984,52.357668,4.921135,4.850982,3.440000,244.500000,3.790092,2.500000
418.306984,52.357655,4.921093,5.056626,3.340000,246.199997,3.790092,2.500000
419.306984,52.357641,4.921048,5.080691,3.550000,246.000000,3.790092,2.500000
420.306984,52.357629,4.921003,5.373555,3.260000,247.600006,3.790092,2.500000
421.306984,52.357617,4.920960,5.727944,3.290000,246.899994,3.790092,2.500000
422.306984,52.357606,4.920918,5.462583,3.120000,246.500000,3.790092,2.500000
423.306984,52.357594,4.920870,5.659622,3.700000,247.100006,3.790092,2.500000
424.306984,52.357581,4.920822,6.098908,3.370000,247.399994,3.790092,2.500000
425.306984,52.357570,4.920776,6.093433,3.390000,248.800003,3.790092,2.500000
426.306984,52.357559,4.920729,7.027289,3.510000,248.399994,3.790092,2.500000
427.306984,52.357547,4.920683,7.510156,3.380000,248.000000,3.790092,2.500000
428.306984,52.357534,4.920637,7.875528,3.610000,246.699997,3.790092,2.500000
429.306984,52.357520,4.920589,8.126701,3.800000,244.899994,3.790092,2.500000
430.306984,52.357506,4.920541,9.007391,3.580000,246.600006,3.790092,2.500000
431.306984,52.357493,4.920496,9.441062,3.450000,246.699997,3.790092,2.500000
432.306984,52.357481,4.920450,9.507852,3.600000,248.500000,3.790092,2.500000
433.437816,52.357469,4.920405,10.137632,3.300000,247.800003,3.790092,2.500000
434.306984,52.357461,4.920366,10.600732,2.820000,251.500000,3.790092,2.500000
435.306984,52.357449,4.920320,11.313641,4.040000,248.800003,3.790092,2.500000
436.306984,52.357438,4.920270,12.072202,3.520000,249.800003,3.790092,2.500000
437.306984,52.357426,4.920226,12.276261,3.330000,246.800003,3.790092,2.500000
438.306984,52.357412,4.920176,12.304472,4.120000,249.000000,3.790092,2.500000
439.306984,52.357395,4.920120,12.536288,4.350000,246.100006,3.790092,2.500000
440.306984,52.357377,4.920064,12.735021,4.390000,244.000000,3.790092,2.500000
441.306984,52.357360,4.920011,13.109234,3.900000,243.600006,3.790092,2.500000
442.306984,52.357344,4.919960,13.589590,4.030000,245.000000,3.790092,2.500000
443.306984,52.357327,4.919905,13.693599,4.390000,245.000000,3.790092,2.500000
444.306984,52.357311,4.919850,14.322878,4.040000,246.399994,3.790092,2.500000
445.306984,52.357296,4.919797,14.585582,4.160000,245.500000,3.790092,2.500000
446.306984,52.357280,4.919740,14.483782,4.450000,247.199997,3.790092,2.500000
447.306984,52.357267,4.919687,15.046782,3.630000,247.399994,3.790092,2.500000
448.306984,52.357256,4.919640,15.067491,3.410000,248.500000,3.790092,2.500000
449.306984,52.357242,4.919587,15.350888,4.410000,247.500000,3.790092,2.500000
450.306984,52.357228,4.919533,16.092596,3.850000,244.600006,3.790092,2.500000
451.306984,52.357213,4.919483,16.387591,3.740000,244.199997,3.790092,2.500000
452.306984,52.357201,4.919432,16.309541,3.740000,246.800003,3.790092,2.500000
453.306984,52.357188,4.919379,17.291305,3.970000,247.300003,3.790092,2.500000
454.306984,52.357174,4.919325,17.093072,4.140000,246.800003,3.790092,2.500000
455.306984,52.357160,4.919271,17.540164,4.080000,245.399994,3.790092,2.500000
456.306984,52.357146,4.919219,18.032179,3.910000,246.399994,3.790092,2.500000
457.306984,52.357134,4.919166,18.324796,3.910000,250.100006,3.790092,2.500000
458.306984,52.357120,4.919111,18.158302,4.280000,247.699997,3.790092,2.500000
459.306984,52.357105,4.919055,16.498458,3.880000,247.699997,3.790092,2.500000
460.306984,52.357091,4.919000,16.427911,3.980000,246.300003,3.790092,2.500000
461.306984,52.357077,4.918948,16.999516,3.660000,247.899994,3.790092,2.500000
462.306984,52.357062,4.918896,15.539504,3.650000,246.699997,3.790092,2.500000
463.306984,52.357046,4.918843,15.303610,3.920000,245.000000,3.790092,2.500000
464.306984,52.357029,4.918791,15.100004,3.670000,246.800003,3.790092,2.500000
465.306984,52.357014,4.918740,14.195962,3.460000,247.699997,3.790092,2.500000
466.306984,52.357001,4.918687,13.514150,3.600000,249.300003,3.790092,2.500000
467.306984,52.356990,4.918639,13.379708,2.770000,249.100006,3.790092,2.500000
468.306984,52.356980,4.918597,12.267181,2.730000,247.800003,3.790092,2.500000
469.306984,52.356968,4.918553,11.652515,3.060000,246.000000,3.790092,2.500000
470.306984,52.356955,4.918510,11.063788,2.720000,246.899994,3.790092,2.500000
471.306984,52.356946,4.918466,10.682951,2.930000,257.100006,3.790092,2.500000
472.306984,52.356945,4.918424,9.633975,2.550000,275.899994,3.790092,2.500000
473.306984,52.356960,4.918388,8.486210,3.490000,309.600006,3.790092,2.500000
474.306984,52.356987,4.918359,7.391078,3.320000,331.600006,3.790092,2.500000
475.306984,52.357016,4.918340,6.761836,3.160000,338.799988,3.790092,2.500000
476.306984,52.357048,4.918320,6.547514,3.670000,335.700012,3.790092,2.500000
477.306984,52.357079,4.918297,6.106749,3.560000,333.899994,3.790092,2.500000
478.306984,52.357111,4.918274,5.775726,3.600000,336.299988,3.790092,2.500000
479.306984,52.357144,4.918252,5.678715,3.780000,337.299988,3.790092,2.500000
480.306984,52.357178,4.918230,5.281166,3.710000,337.899994,3.790092,2.500000
481.306984,52.357210,4.918208,5.079844,3.550000,337.200012,3.790092,2.500000
482.306984,52.357241,4.918185,4.798991,3.550000,336.399994,3.790092,2.500000
483.306984,52.357271,4.918161,4.179209,3.580000,336.399994,3.790092,2.500000
484.306984,52.357302,4.918137,3.752847,3.620000,336.399994,3.790092,2.500000
485.306984,52.357332,4.918112,3.768439,3.600000,335.399994,3.790092,2.500000
486.306984,52.357359,4.918088,3.379120,3.110000,335.000000,3.790092,2.500000
487.306984,52.357380,4.918069,3.074329,2.250000,332.899994,3.790092,2.500000
488.306984,52.357390,4.918056,3.417903,0.840000,334.000000,3.790092,2.500000
489.306984,52.357391,4.918053,3.236932,0.180000,334.000000,3.790092,2.500000
490.306984,52.357388,4.918050,3.268604,0.380000,248.500000,3.790092,2.500000
491.306984,52.357384,4.918048,3.244489,0.000000,NaN,3.790092,2.500000
492.306984,52.357381,4.918049,2.430153,0.000000,NaN,3.790092,2.500000
493.306984,52.357375,4.918054,2.103182,0.000000,NaN,3.790092,2.500000
494.306984,52.357374,4.918056,1.827303,0.000000,NaN,3.790092,2.500000
495.306984,52.357374,4.918056,1.626742,0.000000,NaN,3.790092,2.500000
496.306984,52.357377,4.918055,1.236975,0.000000,NaN,3.790092,2.500000
497.306984,52.357379,4.918053,0.915626,0.000000,NaN,3.790092,2.500000
498.306984,52.357381,4.918050,0.868692,0.000000,NaN,3.790092,2.500000
499.306984,52.357383,4.918050,1.070355,0.000000,NaN,3.790092,2.500000
500.306984,52.357385,4.918049,1.067367,0.000000,NaN,3.790092,2.500000
501.306984,52.357386,4.918047,1.074692,0.000000,NaN,3.790092,2.500000
502.306984,52.357388,4.918046,1.117478,0.000000,NaN,3.790092,2.500000
503.306984,52.357388,4.918045,1.034776,0.000000,NaN,3.790092,2.500000
504.306984,52.357389,4.918044,1.041429,0.000000,NaN,3.790092,2.500000
505.306984,52.357388,4.918042,1.259932,0.290000,248.600006,3.790092,2.500000
506.306984,52.357387,4.918035,1.270425,0.420000,248.600006,3.790092,2.500000
507.306984,52.357386,4.918029,1.544040,0.330000,248.699997,3.790092,2.500000
508.306984,52.357384,4.918020,1.559658,0.620000,248.800003,3.790092,2.500000
509.306984,52.357383,4.918000,1.552625,1.850000,269.600006,3.790092,2.500000
510.306984,52.357383,4.917975,1.856750,1.250000,280.399994,3.790092,2.500000
511.306984,52.357385,4.917951,1.906665,1.720000,282.899994,3.790092,2.500000
512.306984,52.357386,4.917924,1.750584,1.700000,282.000000,3.790092,2.500000
513.306984,52.357385,4.917889,1.412245,2.580000,268.700012,3.790092,2.500000
514.306984,52.357381,4.917852,1.741320,2.250000,263.799988,3.790092,2.500000
515.306984,52.357375,4.917817,1.550067,2.250000,257.500000,3.790092,2.500000
516.306984,52.357366,4.917781,1.517075,2.550000,253.100006,3.790092,2.500000
517.306984,52.357356,4.917744,1.875315,2.680000,248.800003,3.790092,2.500000
518.306984,52.357345,4.917707,1.978977,2.600000,247.899994,3.790092,2.500000
519.306984,52.357331,4.917667,1.772269,3.410000,243.899994,3.790092,2.500000
520.306984,52.357315,4.917624,1.660284,3.260000,243.100006,3.790092,2.500000
521.306984,52.357300,4.917580,1.564168,3.590000,243.600006,3.790092,2.500000
522.306984,52.357285,4.917531,1.361543,3.930000,245.600006,3.790092,2.500000
523.467811,52.357272,4.917481,1.494246,3.660000,247.800003,3.790092,2.500000
524.306984,52.357260,4.917433,1.650085,3.540000,249.699997,3.790092,2.500000
525.306984,52.357248,4.917386,1.746049,3.550000,248.399994,3.790092,2.500000
526.306984,52.357235,4.917339,1.869356,3.580000,247.399994,3.790092,2.500000
527.306984,52.357221,4.917293,1.822984,3.650000,244.800003,3.790092,2.500000
528.306984,52.357207,4.917249,2.617556,3.320000,245.199997,3.790092,2.500000
529.306984,52.357194,4.917204,2.558979,3.590000,245.699997,3.790092,2.500000
530.306984,52.357180,4.917158,2.843173,3.690000,245.600006,3.790092,2.500000
531.306984,52.357167,4.917110,2.666674,3.680000,247.000000,3.790092,2.500000
532.306984,52.357155,4.917066,3.572210,3.240000,247.199997,3.790092,2.500000
533.306984,52.357141,4.917021,3.517234,3.750000,245.899994,3.790092,2.500000
534.306984,52.357127,4.916973,3.406469,3.560000,244.100006,3.790092,2.500000
535.306984,52.357113,4.916926,3.650927,3.770000,243.399994,3.790092,2.500000
536.306984,52.357098,4.916877,4.027343,3.800000,245.300003,3.790092,2.500000
537.306984,52.357084,4.916828,4.002881,3.790000,245.199997,3.790092,2.500000
538.306984,52.357070,4.916779,4.266199,3.850000,245.699997,3.790092,2.500000
539.306984,52.357055,4.916728,4.336035,3.890000,246.000000,3.790092,2.500000
540.306984,52.357040,4.916677,4.478012,3.930000,245.699997,3.790092,2.500000
541.306984,52.357025,4.916625,4.546077,4.030000,247.100006,3.790092,2.500000
542.306984,52.357010,4.916572,4.472782,3.970000,245.199997,3.790092,2.500000
543.306984,52.356994,4.916521,4.598524,3.870000,244.500000,3.790092,2.500000
544.306984,52.356978,4.916471,4.535850,3.640000,243.500000,3.790092,2.500000
545.306984,52.356962,4.916422,4.373323,3.730000,244.899994,3.790092,2.500000
546.306984,52.356948,4.916374,4.760910,3.520000,248.300003,3.790092,2.500000
547.306984,52.356935,4.916324,5.027465,3.770000,249.100006,3.790092,2.500000
548.306984,52.356923,4.916274,5.225173,3.670000,248.000000,3.790092,2.500000
549.306984,52.356911,4.916227,5.728363,3.450000,246.100006,3.790092,2.500000
550.306984,52.356896,4.916180,5.752974,3.760000,243.199997,3.790092,2.500000
551.306984,52.356881,4.916130,6.205560,4.070000,245.000000,3.790092,2.500000
552.306984,52.356866,4.916078,6.397464,4.040000,244.800003,3.790092,2.500000
553.306984,52.356852,4.916025,6.387343,4.100000,247.100006,3.790092,2.500000
554.306984,52.356838,4.915971,6.411888,4.300000,246.800003,3.790092,2.500000
555.306984,52.356823,4.915914,6.582185,4.290000,248.800003,3.790092,2.500000
556.306984,52.356810,4.915857,6.484783,4.260000,250.399994,3.790092,2.500000
557.306984,52.356797,4.915800,6.693349,4.260000,249.300003,3.790092,2.500000
558.306984,52.356781,4.915743,6.785091,4.290000,246.800003,3.790092,2.500000
559.306984,52.356764,4.915686,7.111877,4.430000,244.000000,3.790092,2.500000
560.306984,52.356746,4.915629,7.611818,4.350000,244.699997,3.790092,2.500000
561.306984,52.356729,4.915571,7.872685,4.510000,245.600006,3.790092,2.500000
562.306984,52.356712,4.915513,8.018869,4.270000,245.500000,3.790092,2.500000
563.306984,52.356696,4.915456,8.011549,4.430000,246.300003,3.790092,2.500000
564.306984,52.356680,4.915399,8.440204,4.100000,246.199997,3.790092,2.500000
565.306984,52.356666,4.915345,9.091154,3.930000,247.500000,3.790092,2.500000
566.306984,52.356650,4.915288,8.607518,4.470000,246.199997,3.790092,2.500000
567.306984,52.356634,4.915230,8.465006,4.290000,247.500000,3.790092,2.500000
568.306984,52.356618,4.915173,8.595261,4.260000,246.500000,3.790092,2.500000
569.306984,52.356603,4.915118,7.925286,4.010000,247.600006,3.790092,2.500000
570.306984,52.356588,4.915064,7.833374,4.150000,245.199997,3.790092,2.500000
571.306984,52.356573,4.915009,8.665536,4.010000,246.800003,3.790092,2.500000
572.306984,52.356558,4.914954,7.964556,4.150000,246.699997,3.790092,2.500000
573.306984,52.356542,4.914896,7.109154,4.160000,247.399994,3.790092,2.500000
574.306984,52.356527,4.914839,6.730253,4.040000,248.100006,3.790092,2.500000
575.306984,52.356513,4.914785,6.682473,3.610000,249.399994,3.790092,2.500000
576.306984,52.356504,4.914730,6.864069,3.900000,255.100006,3.790092,2.500000
577.306984,52.356498,4.914670,7.006116,4.040000,261.700012,3.790092,2.500000
578.306984,52.356503,4.914606,6.670027,4.400000,278.200012,3.790092,2.500000
579.306984,52.356521,4.914547,6.346104,4.320000,298.299988,3.790092,2.500000
580.306984,52.356550,4.914501,6.207570,4.140000,317.100006,3.790092,2.500000
581.306984,52.356584,4.914468,6.091814,3.760000,326.899994,3.790092,2.500000
582.306984,52.356622,4.914444,5.720577,4.280000,334.600006,3.790092,2.500000
583.306984,52.356660,4.914422,5.395057,4.020000,337.200012,3.790092,2.500000
584.306984,52.356697,4.914403,5.207721,3.980000,341.200012,3.790092,2.500000
585.306984,52.356732,4.914384,5.018307,3.880000,338.200012,3.790092,2.500000
586.306984,52.356766,4.914362,4.834382,3.940000,338.000000,3.790092,2.500000
587.306984,52.356800,4.914339,4.641057,3.930000,337.600006,3.790092,2.500000
588.306984,52.356833,4.914316,4.287880,3.780000,338.100006,3.790092,2.500000
589.306984,52.356865,4.914293,4.163767,3.670000,337.700012,3.790092,2.500000
590.306984,52.356896,4.914270,4.170695,3.680000,336.899994,3.790092,2.500000
591.306984,52.356927,4.914246,3.968454,3.560000,336.399994,3.790092,2.500000
592.306984,52.356956,4.914224,4.075966,3.490000,337.299988,3.790092,2.500000
593.306984,52.356985,4.914203,3.794989,3.430000,337.299988,3.790092,2.500000
594.306984,52.357014,4.914182,3.609532,3.370000,338.500000,3.790092,2.500000
595.306984,52.357042,4.914161,3.474977,3.360000,337.000000,3.790092,2.500000
596.306984,52.357070,4.914139,3.536284,3.350000,336.700012,3.790092,2.500000
597.306984,52.357096,4.914120,3.812127,2.840000,336.700012,3.790092,2.500000
598.306984,52.357116,4.914101,3.246470,2.100000,334.700012,3.790092,2.500000
599.306984,52.357136,4.914087,3.188140,2.570000,337.899994,3.790092,2.500000
600.306984,52.357160,4.914075,4.157467,2.990000,346.399994,3.790092,2.500000
601.306984,52.357187,4.914068,4.769502,3.140000,354.500000,3.790092,2.500000
602.306984,52.357213,4.914063,4.315372,2.680000,353.000000,3.790092,2.500000
603.306984,52.357235,4.914053,4.411528,2.610000,344.600006,3.790092,2.500000
604.306984,52.357255,4.914037,3.737475,2.610000,336.600006,3.790092,2.500000
605.306984,52.357275,4.914018,3.640996,2.670000,334.000000,3.790092,2.500000
606.306984,52.357297,4.913998,3.193383,2.990000,335.700012,3.790092,2.500000
607.306984,52.357320,4.913979,3.015610,2.740000,337.100006,3.790092,2.500000
608.306984,52.357344,4.913961,3.255929,3.160000,338.399994,3.790092,2.500000
609.306984,52.357371,4.913942,3.071691,3.340000,338.500000,3.790092,2.500000
610.306984,52.357399,4.913921,3.130372,3.340000,337.600006,3.790092,2.500000
611.306984,52.357426,4.913900,2.892668,3.330000,336.899994,3.790092,2.500000
612.306984,52.357453,4.913880,2.848321,3.240000,336.899994,3.790092,2.500000
613.306984,52.357478,4.913860,2.787067,3.180000,337.200012,3.790092,2.500000
614.306984,52.357503,4.913841,1.984295,3.130000,337.399994,3.790092,2.500000
615.306984,52.357528,4.913821,1.899114,3.240000,338.100006,3.790092,2.500000
616.306984,52.357554,4.913803,2.089814,3.260000,340.700012,3.790092,2.500000
617.306984,52.357577,4.913784,1.514824,2.930000,339.200012,3.790092,2.500000
618.306984,52.357601,4.913764,1.749892,3.140000,337.600006,3.790092,2.500000
619.306984,52.357625,4.913741,1.975500,3.070000,334.000000,3.790092,2.500000
620.306984,52.357646,4.913720,1.613700,2.300000,331.299988,3.790092,2.500000
621.306984,52.357667,4.913698,2.323311,3.140000,330.700012,3.790092,2.500000
622.306984,52.357690,4.913673,2.793485,3.030000,330.600006,3.790092,2.500000
623.306984,52.357716,4.913652,2.867484,3.200000,336.700012,3.790092,2.500000
624.306984,52.357745,4.913638,3.373437,3.490000,343.600006,3.790092,2.500000
625.306984,52.357779,4.913628,3.110601,3.910000,350.100006,3.790092,2.500000
626.306984,52.357813,4.913615,3.642991,3.760000,345.600006,3.790092,2.500000
627.306984,52.357847,4.913599,4.128380,3.870000,341.100006,3.790092,2.500000
628.306984,52.357880,4.913581,4.336242,3.960000,338.600006,3.790092,2.500000
629.306984,52.357914,4.913562,4.820837,3.790000,341.299988,3.790092,2.500000
630.306984,52.357946,4.913544,4.373363,3.690000,341.100006,3.790092,2.500000
631.306984,52.357978,4.913523,4.185957,3.750000,337.799988,3.790092,2.500000
632.306984,52.358010,4.913503,4.445695,3.670000,337.500000,3.790092,2.500000
633.306984,52.358040,4.913482,4.442613,3.570000,337.399994,3.790092,2.500000
634.306984,52.358071,4.913463,4.198504,3.570000,338.899994,3.790092,2.500000
635.306984,52.358101,4.913443,4.055164,3.470000,338.299988,3.790092,2.500000
636.306984,52.358130,4.913424,3.954363,3.370000,337.799988,3.790092,2.500000
637.306984,52.358157,4.913405,3.463363,3.100000,337.799988,3.790092,2.500000
638.306984,52.358183,4.913391,4.169324,2.800000,344.799988,3.790092,2.500000
639.306984,52.358211,4.913386,3.077625,3.350000,357.399994,3.790092,2.500000
640.306984,52.358240,4.913401,2.777443,3.640000,21.200001,3.790092,2.500000
641.306984,52.358262,4.913439,2.594574,3.580000,47.400002,3.790092,2.500000
642.306984,52.358277,4.913491,3.122396,3.730000,64.599998,3.790092,2.500000
643.429631,52.358287,4.913547,2.873297,3.640000,71.599998,3.790092,2.500000
644.306984,52.358296,4.913603,2.561940,3.570000,68.900002,3.790092,2.500000
645.306983,52.358306,4.913658,2.652442,3.840000,68.800003,3.790092,2.500000
646.306984,52.358319,4.913716,2.602199,4.000000,68.000000,3.790092,2.500000
647.306984,52.358332,4.913772,2.543657,3.810000,66.500000,3.790092,2.500000
648.306984,52.358345,4.913826,2.636115,3.850000,66.500000,3.790092,2.500000
649.306984,52.358360,4.913880,2.376584,3.910000,64.900002,3.790092,2.500000
650.306984,52.358377,4.913934,2.924796,4.070000,60.799999,3.790092,2.500000
651.306984,52.358396,4.913984,2.659716,3.690000,59.099998,3.790092,2.500000
652.306984,52.358415,4.914036,2.875715,4.090000,60.000000,3.790092,2.500000
653.306984,52.358433,4.914091,2.858376,3.980000,65.099998,3.790092,2.500000
654.306984,52.358449,4.914148,2.719028,4.210000,67.000000,3.790092,2.500000
655.306984,52.358464,4.914207,2.935208,4.200000,69.099998,3.790092,2.500000
656.306984,52.358478,4.914266,3.278769,4.080000,68.599998,3.790092,2.500000
657.306984,52.358493,4.914324,3.399307,4.180000,68.599998,3.790092,2.500000
658.306984,52.358510,4.914382,3.870982,4.250000,66.699997,3.790092,2.500000
659.306984,52.358526,4.914439,4.082526,4.130000,67.199997,3.790092,2.500000
660.306984,52.358543,4.914495,4.666810,4.170000,66.300003,3.790092,2.500000
661.306984,52.358560,4.914551,5.026668,4.200000,67.000000,3.790092,2.500000
662.306984,52.358576,4.914609,4.948661,4.210000,66.800003,3.790092,2.520446
663.306984,52.358593,4.914667,4.978564,4.260000,66.900002,3.790092,2.787625
664.306984,52.358609,4.914726,5.316572,4.290000,67.199997,3.790092,2.888553
665.306984,52.358623,4.914782,4.727880,4.130000,68.400002,3.790092,2.991628
666.306984,52.358636,4.914837,4.996729,3.970000,68.699997,3.790092,2.853493
667.306984,52.358649,4.914891,4.845900,4.030000,68.599998,3.790092,2.725628
668.306984,52.358664,4.914946,5.049749,4.270000,66.000000,3.790092,2.759363
669.306984,52.358679,4.915003,5.024108,4.260000,67.300003,3.790092,2.695899
670.306984,52.358695,4.915060,5.183220,4.170000,67.000000,3.790092,2.854843
671.306984,52.358710,4.915118,5.500353,4.320000,66.800003,3.790092,2.863271
672.306984,52.358727,4.915174,5.906597,3.970000,64.099998,3.790092,2.714141
673.306984,52.358744,4.915224,5.816442,3.890000,60.299999,3.790092,2.618804
674.306984,52.358764,4.915269,5.525602,3.680000,55.900002,3.790092,2.559049
675.306984,52.358784,4.915310,5.878498,3.400000,52.500000,3.790092,2.624187
676.306984,52.358806,4.915348,5.100658,3.420000,48.799999,3.790092,2.523587
677.306984,52.358834,4.915386,5.131543,4.540000,40.599998,3.790092,2.500000
678.306984,52.358868,4.915424,5.205221,4.340000,34.500000,3.790092,2.500000
679.306984,52.358902,4.915456,5.443752,4.200000,31.900000,3.790092,2.500000
680.306984,52.358936,4.915487,5.464692,4.140000,33.000000,3.790092,2.500000
681.306984,52.358969,4.915517,4.898776,4.040000,31.900000,3.790092,2.500000
682.306984,52.359002,4.915549,5.033974,4.030000,34.400002,3.790092,2.500000
683.306984,52.359035,4.915589,4.793932,4.570000,39.799999,3.790092,2.500000
684.306984,52.359062,4.915637,3.804434,4.250000,53.000000,3.790092,2.500000
685.306984,52.359081,4.915692,3.984058,4.340000,62.900002,3.790092,2.500000
686.306984,52.359095,4.915750,3.368206,4.150000,69.500000,3.790092,2.500000
687.306984,52.359109,4.915808,3.425815,4.230000,67.500000,3.790092,2.500000
